cycle,c,tick_pop_consumption_Tc
648,truck,nil
648,taxi,nil
649,minibus,nil
649,tgv,nil
649,ter,nil
649,truck,nil
649,taxi,nil
650,minibus,nil
650,tgv,nil
650,ter,nil
650,truck,nil
650,taxi,nil
651,minibus,nil
651,tgv,nil
651,ter,nil
651,truck,nil
651,taxi,nil
652,minibus,nil
652,tgv,nil
652,ter,nil
652,truck,nil
652,taxi,nil
653,minibus,nil
653,tgv,nil
653,ter,nil
653,truck,nil
653,taxi,nil
654,minibus,nil
654,tgv,nil
654,ter,nil
654,truck,nil
654,taxi,nil
655,minibus,nil
655,tgv,nil
655,ter,nil
655,truck,nil
655,taxi,nil
656,minibus,nil
656,tgv,nil
656,ter,nil
656,truck,nil
656,taxi,nil
657,minibus,nil
657,tgv,nil
657,ter,nil
657,truck,nil
657,taxi,nil
658,minibus,nil
658,tgv,nil
658,ter,nil
658,truck,nil
658,taxi,nil
659,minibus,nil
659,tgv,nil
659,ter,nil
659,truck,nil
659,taxi,nil
660,minibus,nil
660,tgv,nil
660,ter,nil
660,truck,nil
660,taxi,nil
661,minibus,nil
661,tgv,nil
661,ter,nil
661,truck,nil
661,taxi,nil
662,minibus,nil
662,tgv,nil
662,ter,nil
662,truck,nil
662,taxi,nil
663,minibus,nil
663,tgv,nil
663,ter,nil
663,truck,nil
663,taxi,nil
664,minibus,nil
664,tgv,nil
664,ter,nil
664,truck,nil
664,taxi,nil
665,minibus,nil
665,tgv,nil
665,ter,nil
665,truck,nil
665,taxi,nil
666,minibus,nil
666,tgv,nil
666,ter,nil
666,truck,nil
666,taxi,nil
667,minibus,nil
667,tgv,nil
667,ter,nil
667,truck,nil
667,taxi,nil
668,minibus,nil
668,tgv,nil
668,ter,nil
668,truck,nil
668,taxi,nil
669,minibus,nil
669,tgv,nil
669,ter,nil
669,truck,nil
669,taxi,nil
670,minibus,nil
670,tgv,nil
670,ter,nil
670,truck,nil
670,taxi,nil
671,minibus,nil
671,tgv,nil
671,ter,nil
671,truck,nil
671,taxi,nil
672,minibus,nil
672,tgv,nil
672,ter,nil
672,truck,nil
672,taxi,nil
673,minibus,nil
673,tgv,nil
673,ter,nil
673,truck,nil
673,taxi,nil
674,minibus,nil
674,tgv,nil
674,ter,nil
674,truck,nil
674,taxi,nil
675,minibus,nil
675,tgv,nil
675,ter,nil
675,truck,nil
675,taxi,nil
676,minibus,nil
676,tgv,nil
676,ter,nil
676,truck,nil
676,taxi,nil
677,minibus,nil
677,tgv,nil
677,ter,nil
677,truck,nil
677,taxi,nil
678,minibus,nil
678,tgv,nil
678,ter,nil
678,truck,nil
678,taxi,nil
679,minibus,nil
679,tgv,nil
679,ter,nil
679,truck,nil
679,taxi,nil
680,minibus,nil
680,tgv,nil
680,ter,nil
680,truck,nil
680,taxi,nil
681,minibus,nil
681,tgv,nil
681,ter,nil
681,truck,nil
681,taxi,nil
682,minibus,nil
682,tgv,nil
682,ter,nil
682,truck,nil
682,taxi,nil
683,minibus,nil
683,tgv,nil
683,ter,nil
683,truck,nil
683,taxi,nil
684,minibus,nil
684,tgv,nil
684,ter,nil
684,truck,nil
684,taxi,nil
685,minibus,nil
685,tgv,nil
685,ter,nil
685,truck,nil
685,taxi,nil
686,minibus,nil
686,tgv,nil
686,ter,nil
686,truck,nil
686,taxi,nil
687,minibus,nil
687,tgv,nil
687,ter,nil
687,truck,nil
687,taxi,nil
688,minibus,nil
688,tgv,nil
688,ter,nil
688,truck,nil
688,taxi,nil
689,minibus,nil
689,tgv,nil
689,ter,nil
689,truck,nil
689,taxi,nil
690,minibus,nil
690,tgv,nil
690,ter,nil
690,truck,nil
690,taxi,nil
691,minibus,nil
691,tgv,nil
691,ter,nil
691,truck,nil
691,taxi,nil
692,minibus,nil
692,tgv,nil
692,ter,nil
692,truck,nil
692,taxi,nil
693,minibus,nil
693,tgv,nil
693,ter,nil
693,truck,nil
693,taxi,nil
694,minibus,nil
694,tgv,nil
694,ter,nil
694,truck,nil
694,taxi,nil
695,minibus,nil
695,tgv,nil
695,ter,nil
695,truck,nil
695,taxi,nil
696,minibus,nil
696,tgv,nil
696,ter,nil
696,truck,nil
696,taxi,nil
697,minibus,nil
697,tgv,nil
697,ter,nil
697,truck,nil
697,taxi,nil
698,minibus,nil
698,tgv,nil
698,ter,nil
698,truck,nil
698,taxi,nil
699,minibus,nil
699,tgv,nil
699,ter,nil
699,truck,nil
699,taxi,nil
700,minibus,nil
700,tgv,nil
700,ter,nil
700,truck,nil
700,taxi,nil
701,minibus,nil
701,tgv,nil
701,ter,nil
701,truck,nil
701,taxi,nil
702,minibus,nil
702,tgv,nil
702,ter,nil
702,truck,nil
702,taxi,nil
703,minibus,nil
703,tgv,nil
703,ter,nil
703,truck,nil
703,taxi,nil
704,minibus,nil
704,tgv,nil
704,ter,nil
704,truck,nil
704,taxi,nil
705,minibus,nil
705,tgv,nil
705,ter,nil
705,truck,nil
705,taxi,nil
706,minibus,nil
706,tgv,nil
706,ter,nil
706,truck,nil
706,taxi,nil
707,minibus,nil
707,tgv,nil
707,ter,nil
707,truck,nil
707,taxi,nil
708,minibus,nil
708,tgv,nil
708,ter,nil
708,truck,nil
708,taxi,nil
709,minibus,nil
709,tgv,nil
709,ter,nil
709,truck,nil
709,taxi,nil
710,minibus,nil
710,tgv,nil
710,ter,nil
710,truck,nil
710,taxi,nil
711,minibus,nil
711,tgv,nil
711,ter,nil
711,truck,nil
711,taxi,nil
712,minibus,nil
712,tgv,nil
712,ter,nil
712,truck,nil
712,taxi,nil
713,minibus,nil
713,tgv,nil
713,ter,nil
713,truck,nil
713,taxi,nil
714,minibus,nil
714,tgv,nil
714,ter,nil
714,truck,nil
714,taxi,nil
715,minibus,nil
715,tgv,nil
715,ter,nil
715,truck,nil
715,taxi,nil
716,minibus,nil
716,tgv,nil
716,ter,nil
716,truck,nil
716,taxi,nil
717,minibus,nil
717,tgv,nil
717,ter,nil
717,truck,nil
717,taxi,nil
718,minibus,nil
718,tgv,nil
718,ter,nil
718,truck,nil
718,taxi,nil
719,minibus,nil
719,tgv,nil
719,ter,nil
719,truck,nil
719,taxi,nil
720,minibus,nil
720,tgv,nil
720,ter,nil
720,truck,nil
720,taxi,nil
721,minibus,nil
721,tgv,nil
721,ter,nil
721,truck,nil
721,taxi,nil
722,minibus,nil
722,tgv,nil
722,ter,nil
722,truck,nil
722,taxi,nil
723,minibus,nil
723,tgv,nil
723,ter,nil
723,truck,nil
723,taxi,nil
724,minibus,nil
724,tgv,nil
724,ter,nil
724,truck,nil
724,taxi,nil
725,minibus,nil
725,tgv,nil
725,ter,nil
725,truck,nil
725,taxi,nil
726,minibus,nil
726,tgv,nil
726,ter,nil
726,truck,nil
726,taxi,nil
727,minibus,nil
727,tgv,nil
727,ter,nil
727,truck,nil
727,taxi,nil
728,minibus,nil
728,tgv,nil
728,ter,nil
728,truck,nil
728,taxi,nil
729,minibus,nil
729,tgv,nil
729,ter,nil
729,truck,nil
729,taxi,nil
730,minibus,nil
730,tgv,nil
730,ter,nil
730,truck,nil
730,taxi,nil
731,minibus,nil
731,tgv,nil
731,ter,nil
731,truck,nil
731,taxi,nil
732,minibus,nil
732,tgv,nil
732,ter,nil
732,truck,nil
732,taxi,nil
733,minibus,nil
733,tgv,nil
733,ter,nil
733,truck,nil
733,taxi,nil
734,minibus,nil
734,tgv,nil
734,ter,nil
734,truck,nil
734,taxi,nil
735,minibus,nil
735,tgv,nil
735,ter,nil
735,truck,nil
735,taxi,nil
736,minibus,nil
736,tgv,nil
736,ter,nil
736,truck,nil
736,taxi,nil
737,minibus,nil
737,tgv,nil
737,ter,nil
737,truck,nil
737,taxi,nil
738,minibus,nil
738,tgv,nil
738,ter,nil
738,truck,nil
738,taxi,nil
739,minibus,nil
739,tgv,nil
739,ter,nil
739,truck,nil
739,taxi,nil
740,minibus,nil
740,tgv,nil
740,ter,nil
740,truck,nil
740,taxi,nil
741,minibus,nil
741,tgv,nil
741,ter,nil
741,truck,nil
741,taxi,nil
742,minibus,nil
742,tgv,nil
742,ter,nil
742,truck,nil
742,taxi,nil
743,minibus,nil
743,tgv,nil
743,ter,nil
743,truck,nil
743,taxi,nil
744,minibus,nil
744,tgv,nil
744,ter,nil
744,truck,nil
744,taxi,nil
745,minibus,nil
745,tgv,nil
745,ter,nil
745,truck,nil
745,taxi,nil
746,minibus,nil
746,tgv,nil
746,ter,nil
746,truck,nil
746,taxi,nil
747,minibus,nil
747,tgv,nil
747,ter,nil
747,truck,nil
747,taxi,nil
748,minibus,nil
748,tgv,nil
748,ter,nil
748,truck,nil
748,taxi,nil
749,minibus,nil
749,tgv,nil
749,ter,nil
749,truck,nil
749,taxi,nil
750,minibus,nil
750,tgv,nil
750,ter,nil
750,truck,nil
750,taxi,nil
751,minibus,nil
751,tgv,nil
751,ter,nil
751,truck,nil
751,taxi,nil
752,minibus,nil
752,tgv,nil
752,ter,nil
752,truck,nil
752,taxi,nil
753,minibus,nil
753,tgv,nil
753,ter,nil
753,truck,nil
753,taxi,nil
754,minibus,nil
754,tgv,nil
754,ter,nil
754,truck,nil
754,taxi,nil
755,minibus,nil
755,tgv,nil
755,ter,nil
755,truck,nil
755,taxi,nil
756,minibus,nil
756,tgv,nil
756,ter,nil
756,truck,nil
756,taxi,nil
757,minibus,nil
757,tgv,nil
757,ter,nil
757,truck,nil
757,taxi,nil
758,minibus,nil
758,tgv,nil
758,ter,nil
758,truck,nil
758,taxi,nil
759,minibus,nil
759,tgv,nil
759,ter,nil
759,truck,nil
759,taxi,nil
760,minibus,nil
760,tgv,nil
760,ter,nil
760,truck,nil
760,taxi,nil
761,minibus,nil
761,tgv,nil
761,ter,nil
761,truck,nil
761,taxi,nil
762,minibus,nil
762,tgv,nil
762,ter,nil
762,truck,nil
762,taxi,nil
763,minibus,nil
763,tgv,nil
763,ter,nil
763,truck,nil
763,taxi,nil
764,minibus,nil
764,tgv,nil
764,ter,nil
764,truck,nil
764,taxi,nil
765,minibus,nil
765,tgv,nil
765,ter,nil
765,truck,nil
765,taxi,nil
766,minibus,nil
766,tgv,nil
766,ter,nil
766,truck,nil
766,taxi,nil
767,minibus,nil
767,tgv,nil
767,ter,nil
767,truck,nil
767,taxi,nil
768,minibus,nil
768,tgv,nil
768,ter,nil
768,truck,nil
768,taxi,nil
769,minibus,nil
769,tgv,nil
769,ter,nil
769,truck,nil
769,taxi,nil
770,minibus,nil
770,tgv,nil
770,ter,nil
770,truck,nil
770,taxi,nil
771,minibus,nil
771,tgv,nil
771,ter,nil
771,truck,nil
771,taxi,nil
772,minibus,nil
772,tgv,nil
772,ter,nil
772,truck,nil
772,taxi,nil
773,minibus,nil
773,tgv,nil
773,ter,nil
773,truck,nil
773,taxi,nil
774,minibus,nil
774,tgv,nil
774,ter,nil
774,truck,nil
774,taxi,nil
775,minibus,nil
775,tgv,nil
775,ter,nil
775,truck,nil
775,taxi,nil
776,minibus,nil
776,tgv,nil
776,ter,nil
776,truck,nil
776,taxi,nil
777,minibus,nil
777,tgv,nil
777,ter,nil
777,truck,nil
777,taxi,nil
778,minibus,nil
778,tgv,nil
778,ter,nil
778,truck,nil
778,taxi,nil
779,minibus,nil
779,tgv,nil
779,ter,nil
779,truck,nil
779,taxi,nil
780,minibus,nil
780,tgv,nil
780,ter,nil
780,truck,nil
780,taxi,nil
781,minibus,nil
781,tgv,nil
781,ter,nil
781,truck,nil
781,taxi,nil
782,minibus,nil
782,tgv,nil
782,ter,nil
782,truck,nil
782,taxi,nil
783,minibus,nil
783,tgv,nil
783,ter,nil
783,truck,nil
783,taxi,nil
784,minibus,nil
784,tgv,nil
784,ter,nil
784,truck,nil
784,taxi,nil
785,minibus,nil
785,tgv,nil
785,ter,nil
785,truck,nil
785,taxi,nil
786,minibus,nil
786,tgv,nil
786,ter,nil
786,truck,nil
786,taxi,nil
787,minibus,nil
787,tgv,nil
787,ter,nil
787,truck,nil
787,taxi,nil
788,minibus,nil
788,tgv,nil
788,ter,nil
788,truck,nil
788,taxi,nil
789,minibus,nil
789,tgv,nil
789,ter,nil
789,truck,nil
789,taxi,nil
790,minibus,nil
790,tgv,nil
790,ter,nil
790,truck,nil
790,taxi,nil
791,minibus,nil
791,tgv,nil
791,ter,nil
791,truck,nil
791,taxi,nil
792,minibus,nil
792,tgv,nil
792,ter,nil
792,truck,nil
792,taxi,nil
793,minibus,nil
793,tgv,nil
793,ter,nil
793,truck,nil
793,taxi,nil
794,minibus,nil
794,tgv,nil
794,ter,nil
794,truck,nil
794,taxi,nil
795,minibus,nil
795,tgv,nil
795,ter,nil
795,truck,nil
795,taxi,nil
796,minibus,nil
796,tgv,nil
796,ter,nil
796,truck,nil
796,taxi,nil
797,minibus,nil
797,tgv,nil
797,ter,nil
797,truck,nil
797,taxi,nil
798,minibus,nil
798,tgv,nil
798,ter,nil
798,truck,nil
798,taxi,nil
799,minibus,nil
799,tgv,nil
799,ter,nil
799,truck,nil
799,taxi,nil
800,minibus,nil
800,tgv,nil
800,ter,nil
800,truck,nil
800,taxi,nil
801,minibus,nil
801,tgv,nil
801,ter,nil
801,truck,nil
801,taxi,nil
802,minibus,nil
802,tgv,nil
802,ter,nil
802,truck,nil
802,taxi,nil
803,minibus,nil
803,tgv,nil
803,ter,nil
803,truck,nil
803,taxi,nil
804,minibus,nil
804,tgv,nil
804,ter,nil
804,truck,nil
804,taxi,nil
805,minibus,nil
805,tgv,nil
805,ter,nil
805,truck,nil
805,taxi,nil
806,minibus,nil
806,tgv,nil
806,ter,nil
806,truck,nil
806,taxi,nil
807,minibus,nil
807,tgv,nil
807,ter,nil
807,truck,nil
807,taxi,nil
808,minibus,nil
808,tgv,nil
808,ter,nil
808,truck,nil
808,taxi,nil
809,minibus,nil
809,tgv,nil
809,ter,nil
809,truck,nil
809,taxi,nil
810,minibus,nil
810,tgv,nil
810,ter,nil
810,truck,nil
810,taxi,nil
811,minibus,nil
811,tgv,nil
811,ter,nil
811,truck,nil
811,taxi,nil
812,minibus,nil
812,tgv,nil
812,ter,nil
812,truck,nil
812,taxi,nil
813,minibus,nil
813,tgv,nil
813,ter,nil
813,truck,nil
813,taxi,nil
814,minibus,nil
814,tgv,nil
814,ter,nil
814,truck,nil
814,taxi,nil
815,minibus,nil
815,tgv,nil
815,ter,nil
815,truck,nil
815,taxi,nil
816,minibus,nil
816,tgv,nil
816,ter,nil
816,truck,nil
816,taxi,nil
817,minibus,nil
817,tgv,nil
817,ter,nil
817,truck,nil
817,taxi,nil
818,minibus,nil
818,tgv,nil
818,ter,nil
818,truck,nil
818,taxi,nil
819,minibus,nil
819,tgv,nil
819,ter,nil
819,truck,nil
819,taxi,nil
820,minibus,nil
820,tgv,nil
820,ter,nil
820,truck,nil
820,taxi,nil
821,minibus,nil
821,tgv,nil
821,ter,nil
821,truck,nil
821,taxi,nil
822,minibus,nil
822,tgv,nil
822,ter,nil
822,truck,nil
822,taxi,nil
823,minibus,nil
823,tgv,nil
823,ter,nil
823,truck,nil
823,taxi,nil
824,minibus,nil
824,tgv,nil
824,ter,nil
824,truck,nil
824,taxi,nil
825,minibus,nil
825,tgv,nil
825,ter,nil
825,truck,nil
825,taxi,nil
826,minibus,nil
826,tgv,nil
826,ter,nil
826,truck,nil
826,taxi,nil
827,minibus,nil
827,tgv,nil
827,ter,nil
827,truck,nil
827,taxi,nil
828,minibus,nil
828,tgv,nil
828,ter,nil
828,truck,nil
828,taxi,nil
829,minibus,nil
829,tgv,nil
829,ter,nil
829,truck,nil
829,taxi,nil
830,minibus,nil
830,tgv,nil
830,ter,nil
830,truck,nil
830,taxi,nil
831,minibus,nil
831,tgv,nil
831,ter,nil
831,truck,nil
831,taxi,nil
832,minibus,nil
832,tgv,nil
832,ter,nil
832,truck,nil
832,taxi,nil
833,minibus,nil
833,tgv,nil
833,ter,nil
833,truck,nil
833,taxi,nil
834,minibus,nil
834,tgv,nil
834,ter,nil
834,truck,nil
834,taxi,nil
835,minibus,nil
835,tgv,nil
835,ter,nil
835,truck,nil
835,taxi,nil
836,minibus,nil
836,tgv,nil
836,ter,nil
836,truck,nil
836,taxi,nil
837,minibus,nil
837,tgv,nil
837,ter,nil
837,truck,nil
837,taxi,nil
838,minibus,nil
838,tgv,nil
838,ter,nil
838,truck,nil
838,taxi,nil
839,minibus,nil
839,tgv,nil
839,ter,nil
839,truck,nil
839,taxi,nil
840,minibus,nil
840,tgv,nil
840,ter,nil
840,truck,nil
840,taxi,nil
841,minibus,nil
841,tgv,nil
841,ter,nil
841,truck,nil
841,taxi,nil
842,minibus,nil
842,tgv,nil
842,ter,nil
842,truck,nil
842,taxi,nil
843,minibus,nil
843,tgv,nil
843,ter,nil
843,truck,nil
843,taxi,nil
844,minibus,nil
844,tgv,nil
844,ter,nil
844,truck,nil
844,taxi,nil
845,minibus,nil
845,tgv,nil
845,ter,nil
845,truck,nil
845,taxi,nil
846,minibus,nil
846,tgv,nil
846,ter,nil
846,truck,nil
846,taxi,nil
847,minibus,nil
847,tgv,nil
847,ter,nil
847,truck,nil
847,taxi,nil
848,minibus,nil
848,tgv,nil
848,ter,nil
848,truck,nil
848,taxi,nil
849,minibus,nil
849,tgv,nil
849,ter,nil
849,truck,nil
849,taxi,nil
850,minibus,nil
850,tgv,nil
850,ter,nil
850,truck,nil
850,taxi,nil
851,minibus,nil
851,tgv,nil
851,ter,nil
851,truck,nil
851,taxi,nil
852,minibus,nil
852,tgv,nil
852,ter,nil
852,truck,nil
852,taxi,nil
853,minibus,nil
853,tgv,nil
853,ter,nil
853,truck,nil
853,taxi,nil
854,minibus,nil
854,tgv,nil
854,ter,nil
854,truck,nil
854,taxi,nil
855,minibus,nil
855,tgv,nil
855,ter,nil
855,truck,nil
855,taxi,nil
856,minibus,nil
856,tgv,nil
856,ter,nil
856,truck,nil
856,taxi,nil
857,minibus,nil
857,tgv,nil
857,ter,nil
857,truck,nil
857,taxi,nil
858,minibus,nil
858,tgv,nil
858,ter,nil
858,truck,nil
858,taxi,nil
859,minibus,nil
859,tgv,nil
859,ter,nil
859,truck,nil
859,taxi,nil
860,minibus,nil
860,tgv,nil
860,ter,nil
860,truck,nil
860,taxi,nil
861,minibus,nil
861,tgv,nil
861,ter,nil
861,truck,nil
861,taxi,nil
862,minibus,nil
862,tgv,nil
862,ter,nil
862,truck,nil
862,taxi,nil
863,minibus,nil
863,tgv,nil
863,ter,nil
863,truck,nil
863,taxi,nil
864,minibus,nil
864,tgv,nil
864,ter,nil
864,truck,nil
864,taxi,nil
865,minibus,nil
865,tgv,nil
865,ter,nil
865,truck,nil
865,taxi,nil
866,minibus,nil
866,tgv,nil
866,ter,nil
866,truck,nil
866,taxi,nil
867,minibus,nil
867,tgv,nil
867,ter,nil
867,truck,nil
867,taxi,nil
868,minibus,nil
868,tgv,nil
868,ter,nil
868,truck,nil
868,taxi,nil
869,minibus,nil
869,tgv,nil
869,ter,nil
869,truck,nil
869,taxi,nil
870,minibus,nil
870,tgv,nil
870,ter,nil
870,truck,nil
870,taxi,nil
871,minibus,nil
871,tgv,nil
871,ter,nil
871,truck,nil
871,taxi,nil
872,minibus,nil
872,tgv,nil
872,ter,nil
872,truck,nil
872,taxi,nil
873,minibus,nil
873,tgv,nil
873,ter,nil
873,truck,nil
873,taxi,nil
874,minibus,nil
874,tgv,nil
874,ter,nil
874,truck,nil
874,taxi,nil
875,minibus,nil
875,tgv,nil
875,ter,nil
875,truck,nil
875,taxi,nil
876,minibus,nil
876,tgv,nil
876,ter,nil
876,truck,nil
876,taxi,nil
877,minibus,nil
877,tgv,nil
877,ter,nil
877,truck,nil
877,taxi,nil
878,minibus,nil
878,tgv,nil
878,ter,nil
878,truck,nil
878,taxi,nil
879,minibus,nil
879,tgv,nil
879,ter,nil
879,truck,nil
879,taxi,nil
880,minibus,nil
880,tgv,nil
880,ter,nil
880,truck,nil
880,taxi,nil
881,minibus,nil
881,tgv,nil
881,ter,nil
881,truck,nil
881,taxi,nil
882,minibus,nil
882,tgv,nil
882,ter,nil
882,truck,nil
882,taxi,nil
883,minibus,nil
883,tgv,nil
883,ter,nil
883,truck,nil
883,taxi,nil
884,minibus,nil
884,tgv,nil
884,ter,nil
884,truck,nil
884,taxi,nil
885,minibus,nil
885,tgv,nil
885,ter,nil
885,truck,nil
885,taxi,nil
886,minibus,nil
886,tgv,nil
886,ter,nil
886,truck,nil
886,taxi,nil
887,minibus,nil
887,tgv,nil
887,ter,nil
887,truck,nil
887,taxi,nil
888,minibus,nil
888,tgv,nil
888,ter,nil
888,truck,nil
888,taxi,nil
889,minibus,nil
889,tgv,nil
889,ter,nil
889,truck,nil
889,taxi,nil
890,minibus,nil
890,tgv,nil
890,ter,nil
890,truck,nil
890,taxi,nil
891,minibus,nil
891,tgv,nil
891,ter,nil
891,truck,nil
891,taxi,nil
892,minibus,nil
892,tgv,nil
892,ter,nil
892,truck,nil
892,taxi,nil
893,minibus,nil
893,tgv,nil
893,ter,nil
893,truck,nil
893,taxi,nil
894,minibus,nil
894,tgv,nil
894,ter,nil
894,truck,nil
894,taxi,nil
895,minibus,nil
895,tgv,nil
895,ter,nil
895,truck,nil
895,taxi,nil
896,minibus,nil
896,tgv,nil
896,ter,nil
896,truck,nil
896,taxi,nil
897,minibus,nil
897,tgv,nil
897,ter,nil
897,truck,nil
897,taxi,nil
898,minibus,nil
898,tgv,nil
898,ter,nil
898,truck,nil
898,taxi,nil
899,minibus,nil
899,tgv,nil
899,ter,nil
899,truck,nil
899,taxi,nil
900,minibus,nil
900,tgv,nil
900,ter,nil
900,truck,nil
900,taxi,nil
901,minibus,nil
901,tgv,nil
901,ter,nil
901,truck,nil
901,taxi,nil
902,minibus,nil
902,tgv,nil
902,ter,nil
902,truck,nil
902,taxi,nil
903,minibus,nil
903,tgv,nil
903,ter,nil
903,truck,nil
903,taxi,nil
904,minibus,nil
904,tgv,nil
904,ter,nil
904,truck,nil
904,taxi,nil
905,minibus,nil
905,tgv,nil
905,ter,nil
905,truck,nil
905,taxi,nil
906,minibus,nil
906,tgv,nil
906,ter,nil
906,truck,nil
906,taxi,nil
907,minibus,nil
907,tgv,nil
907,ter,nil
907,truck,nil
907,taxi,nil
908,minibus,nil
908,tgv,nil
908,ter,nil
908,truck,nil
908,taxi,nil
909,minibus,nil
909,tgv,nil
909,ter,nil
909,truck,nil
909,taxi,nil
910,minibus,nil
910,tgv,nil
910,ter,nil
910,truck,nil
910,taxi,nil
911,minibus,nil
911,tgv,nil
911,ter,nil
911,truck,nil
911,taxi,nil
912,minibus,nil
912,tgv,nil
912,ter,nil
912,truck,nil
912,taxi,nil
913,minibus,nil
913,tgv,nil
913,ter,nil
913,truck,nil
913,taxi,nil
914,minibus,nil
914,tgv,nil
914,ter,nil
914,truck,nil
914,taxi,nil
915,minibus,nil
915,tgv,nil
915,ter,nil
915,truck,nil
915,taxi,nil
916,minibus,nil
916,tgv,nil
916,ter,nil
916,truck,nil
916,taxi,nil
917,minibus,nil
917,tgv,nil
917,ter,nil
917,truck,nil
917,taxi,nil
918,minibus,nil
918,tgv,nil
918,ter,nil
918,truck,nil
918,taxi,nil
919,minibus,nil
919,tgv,nil
919,ter,nil
919,truck,nil
919,taxi,nil
920,minibus,nil
920,tgv,nil
920,ter,nil
920,truck,nil
920,taxi,nil
921,minibus,nil
921,tgv,nil
921,ter,nil
921,truck,nil
921,taxi,nil
922,minibus,nil
922,tgv,nil
922,ter,nil
922,truck,nil
922,taxi,nil
923,minibus,nil
923,tgv,nil
923,ter,nil
923,truck,nil
923,taxi,nil
924,minibus,nil
924,tgv,nil
924,ter,nil
924,truck,nil
924,taxi,nil
925,minibus,nil
925,tgv,nil
925,ter,nil
925,truck,nil
925,taxi,nil
926,minibus,nil
926,tgv,nil
926,ter,nil
926,truck,nil
926,taxi,nil
927,minibus,nil
927,tgv,nil
927,ter,nil
927,truck,nil
927,taxi,nil
928,minibus,nil
928,tgv,nil
928,ter,nil
928,truck,nil
928,taxi,nil
929,minibus,nil
929,tgv,nil
929,ter,nil
929,truck,nil
929,taxi,nil
930,minibus,nil
930,tgv,nil
930,ter,nil
930,truck,nil
930,taxi,nil
931,minibus,nil
931,tgv,nil
931,ter,nil
931,truck,nil
931,taxi,nil
932,minibus,nil
932,tgv,nil
932,ter,nil
932,truck,nil
932,taxi,nil
933,minibus,nil
933,tgv,nil
933,ter,nil
933,truck,nil
933,taxi,nil
934,minibus,nil
934,tgv,nil
934,ter,nil
934,truck,nil
934,taxi,nil
935,minibus,nil
935,tgv,nil
935,ter,nil
935,truck,nil
935,taxi,nil
936,minibus,nil
936,tgv,nil
936,ter,nil
936,truck,nil
936,taxi,nil
937,minibus,nil
937,tgv,nil
937,ter,nil
937,truck,nil
937,taxi,nil
938,minibus,nil
938,tgv,nil
938,ter,nil
938,truck,nil
938,taxi,nil
939,minibus,nil
939,tgv,nil
939,ter,nil
939,truck,nil
939,taxi,nil
940,minibus,nil
940,tgv,nil
940,ter,nil
940,truck,nil
940,taxi,nil
941,minibus,nil
941,tgv,nil
941,ter,nil
941,truck,nil
941,taxi,nil
942,minibus,nil
942,tgv,nil
942,ter,nil
942,truck,nil
942,taxi,nil
943,minibus,nil
943,tgv,nil
943,ter,nil
943,truck,nil
943,taxi,nil
944,minibus,nil
944,tgv,nil
944,ter,nil
944,truck,nil
944,taxi,nil
945,minibus,nil
945,tgv,nil
945,ter,nil
945,truck,nil
945,taxi,nil
946,minibus,nil
946,tgv,nil
946,ter,nil
946,truck,nil
946,taxi,nil
947,minibus,nil
947,tgv,nil
947,ter,nil
947,truck,nil
947,taxi,nil
948,minibus,nil
948,tgv,nil
948,ter,nil
948,truck,nil
948,taxi,nil
949,minibus,nil
949,tgv,nil
949,ter,nil
949,truck,nil
949,taxi,nil
950,minibus,nil
950,tgv,nil
950,ter,nil
950,truck,nil
950,taxi,nil
951,minibus,nil
951,tgv,nil
951,ter,nil
951,truck,nil
951,taxi,nil
952,minibus,nil
952,tgv,nil
952,ter,nil
952,truck,nil
952,taxi,nil
953,minibus,nil
953,tgv,nil
953,ter,nil
953,truck,nil
953,taxi,nil
954,minibus,nil
954,tgv,nil
954,ter,nil
954,truck,nil
954,taxi,nil
955,minibus,nil
955,tgv,nil
955,ter,nil
955,truck,nil
955,taxi,nil
956,minibus,nil
956,tgv,nil
956,ter,nil
956,truck,nil
956,taxi,nil
957,minibus,nil
957,tgv,nil
957,ter,nil
957,truck,nil
957,taxi,nil
958,minibus,nil
958,tgv,nil
958,ter,nil
958,truck,nil
958,taxi,nil
959,minibus,nil
959,tgv,nil
959,ter,nil
959,truck,nil
959,taxi,nil
960,minibus,nil
960,tgv,nil
960,ter,nil
960,truck,nil
960,taxi,nil
961,minibus,nil
961,tgv,nil
961,ter,nil
961,truck,nil
961,taxi,nil
962,minibus,nil
962,tgv,nil
962,ter,nil
962,truck,nil
962,taxi,nil
963,minibus,nil
963,tgv,nil
963,ter,nil
963,truck,nil
963,taxi,nil
964,minibus,nil
964,tgv,nil
964,ter,nil
964,truck,nil
964,taxi,nil
965,minibus,nil
965,tgv,nil
965,ter,nil
965,truck,nil
965,taxi,nil
966,minibus,nil
966,tgv,nil
966,ter,nil
966,truck,nil
966,taxi,nil
967,minibus,nil
967,tgv,nil
967,ter,nil
967,truck,nil
967,taxi,nil
968,minibus,nil
968,tgv,nil
968,ter,nil
968,truck,nil
968,taxi,nil
969,minibus,nil
969,tgv,nil
969,ter,nil
969,truck,nil
969,taxi,nil
970,minibus,nil
970,tgv,nil
970,ter,nil
970,truck,nil
970,taxi,nil
971,minibus,nil
971,tgv,nil
971,ter,nil
971,truck,nil
971,taxi,nil
972,minibus,nil
972,tgv,nil
972,ter,nil
972,truck,nil
972,taxi,nil
973,minibus,nil
973,tgv,nil
973,ter,nil
