cycle,c,tick_production_Tc
2442,truck,nil
2442,taxi,nil
2443,minibus,nil
2443,tgv,nil
2443,ter,nil
2443,truck,nil
2443,taxi,nil
2444,minibus,nil
2444,tgv,nil
2444,ter,nil
2444,truck,nil
2444,taxi,nil
2445,minibus,nil
2445,tgv,nil
2445,ter,nil
2445,truck,nil
2445,taxi,nil
2446,minibus,nil
2446,tgv,nil
2446,ter,nil
2446,truck,nil
2446,taxi,nil
2447,minibus,nil
2447,tgv,nil
2447,ter,nil
2447,truck,nil
2447,taxi,nil
2448,minibus,nil
2448,tgv,nil
2448,ter,nil
2448,truck,nil
2448,taxi,nil
2449,minibus,nil
2449,tgv,nil
2449,ter,nil
2449,truck,nil
2449,taxi,nil
2450,minibus,nil
2450,tgv,nil
2450,ter,nil
2450,truck,nil
2450,taxi,nil
2451,minibus,nil
2451,tgv,nil
2451,ter,nil
2451,truck,nil
2451,taxi,nil
2452,minibus,nil
2452,tgv,nil
2452,ter,nil
2452,truck,nil
2452,taxi,nil
2453,minibus,nil
2453,tgv,nil
2453,ter,nil
2453,truck,nil
2453,taxi,nil
2454,minibus,nil
2454,tgv,nil
2454,ter,nil
2454,truck,nil
2454,taxi,nil
2455,minibus,nil
2455,tgv,nil
2455,ter,nil
2455,truck,nil
2455,taxi,nil
2456,minibus,nil
2456,tgv,nil
2456,ter,nil
2456,truck,nil
2456,taxi,nil
2457,minibus,nil
2457,tgv,nil
2457,ter,nil
2457,truck,nil
2457,taxi,nil
2458,minibus,nil
2458,tgv,nil
2458,ter,nil
2458,truck,nil
2458,taxi,nil
2459,minibus,nil
2459,tgv,nil
2459,ter,nil
2459,truck,nil
2459,taxi,nil
2460,minibus,nil
2460,tgv,nil
2460,ter,nil
2460,truck,nil
2460,taxi,nil
2461,minibus,nil
2461,tgv,nil
2461,ter,nil
2461,truck,nil
2461,taxi,nil
2462,minibus,nil
2462,tgv,nil
2462,ter,nil
2462,truck,nil
2462,taxi,nil
2463,minibus,nil
2463,tgv,nil
2463,ter,nil
2463,truck,nil
2463,taxi,nil
2464,minibus,nil
2464,tgv,nil
2464,ter,nil
2464,truck,nil
2464,taxi,nil
2465,minibus,nil
2465,tgv,nil
2465,ter,nil
2465,truck,nil
2465,taxi,nil
2466,minibus,nil
2466,tgv,nil
2466,ter,nil
2466,truck,nil
2466,taxi,nil
2467,minibus,nil
2467,tgv,nil
2467,ter,nil
2467,truck,nil
2467,taxi,nil
2468,minibus,nil
2468,tgv,nil
2468,ter,nil
2468,truck,nil
2468,taxi,nil
2469,minibus,nil
2469,tgv,nil
2469,ter,nil
2469,truck,nil
2469,taxi,nil
2470,minibus,nil
2470,tgv,nil
2470,ter,nil
2470,truck,nil
2470,taxi,nil
2471,minibus,nil
2471,tgv,nil
2471,ter,nil
2471,truck,nil
2471,taxi,nil
2472,minibus,nil
2472,tgv,nil
2472,ter,nil
2472,truck,nil
2472,taxi,nil
2473,minibus,nil
2473,tgv,nil
2473,ter,nil
2473,truck,nil
2473,taxi,nil
2474,minibus,nil
2474,tgv,nil
2474,ter,nil
2474,truck,nil
2474,taxi,nil
2475,minibus,nil
2475,tgv,nil
2475,ter,nil
2475,truck,nil
2475,taxi,nil
2476,minibus,nil
2476,tgv,nil
2476,ter,nil
2476,truck,nil
2476,taxi,nil
2477,minibus,nil
2477,tgv,nil
2477,ter,nil
2477,truck,nil
2477,taxi,nil
2478,minibus,nil
2478,tgv,nil
2478,ter,nil
2478,truck,nil
2478,taxi,nil
2479,minibus,nil
2479,tgv,nil
2479,ter,nil
2479,truck,nil
2479,taxi,nil
2480,minibus,nil
2480,tgv,nil
2480,ter,nil
2480,truck,nil
2480,taxi,nil
2481,minibus,nil
2481,tgv,nil
2481,ter,nil
2481,truck,nil
2481,taxi,nil
2482,minibus,nil
2482,tgv,nil
2482,ter,nil
2482,truck,nil
2482,taxi,nil
2483,minibus,nil
2483,tgv,nil
2483,ter,nil
2483,truck,nil
2483,taxi,nil
2484,minibus,nil
2484,tgv,nil
2484,ter,nil
2484,truck,nil
2484,taxi,nil
2485,minibus,nil
2485,tgv,nil
2485,ter,nil
2485,truck,nil
2485,taxi,nil
2486,minibus,nil
2486,tgv,nil
2486,ter,nil
2486,truck,nil
2486,taxi,nil
2487,minibus,nil
2487,tgv,nil
2487,ter,nil
2487,truck,nil
2487,taxi,nil
2488,minibus,nil
2488,tgv,nil
2488,ter,nil
2488,truck,nil
2488,taxi,nil
2489,minibus,nil
2489,tgv,nil
2489,ter,nil
2489,truck,nil
2489,taxi,nil
2490,minibus,nil
2490,tgv,nil
2490,ter,nil
2490,truck,nil
2490,taxi,nil
2491,minibus,nil
2491,tgv,nil
2491,ter,nil
2491,truck,nil
2491,taxi,nil
2492,minibus,nil
2492,tgv,nil
2492,ter,nil
2492,truck,nil
2492,taxi,nil
2493,minibus,nil
2493,tgv,nil
2493,ter,nil
2493,truck,nil
2493,taxi,nil
2494,minibus,nil
2494,tgv,nil
2494,ter,nil
2494,truck,nil
2494,taxi,nil
2495,minibus,nil
2495,tgv,nil
2495,ter,nil
2495,truck,nil
2495,taxi,nil
2496,minibus,nil
2496,tgv,nil
2496,ter,nil
2496,truck,nil
2496,taxi,nil
2497,minibus,nil
2497,tgv,nil
2497,ter,nil
2497,truck,nil
2497,taxi,nil
2498,minibus,nil
2498,tgv,nil
2498,ter,nil
2498,truck,nil
2498,taxi,nil
2499,minibus,nil
2499,tgv,nil
2499,ter,nil
2499,truck,nil
2499,taxi,nil
2500,minibus,nil
2500,tgv,nil
2500,ter,nil
2500,truck,nil
2500,taxi,nil
2501,minibus,nil
2501,tgv,nil
2501,ter,nil
2501,truck,nil
2501,taxi,nil
2502,minibus,nil
2502,tgv,nil
2502,ter,nil
2502,truck,nil
2502,taxi,nil
2503,minibus,nil
2503,tgv,nil
2503,ter,nil
2503,truck,nil
2503,taxi,nil
2504,minibus,nil
2504,tgv,nil
2504,ter,nil
2504,truck,nil
2504,taxi,nil
2505,minibus,nil
2505,tgv,nil
2505,ter,nil
2505,truck,nil
2505,taxi,nil
2506,minibus,nil
2506,tgv,nil
2506,ter,nil
2506,truck,nil
2506,taxi,nil
2507,minibus,nil
2507,tgv,nil
2507,ter,nil
2507,truck,nil
2507,taxi,nil
2508,minibus,nil
2508,tgv,nil
2508,ter,nil
2508,truck,nil
2508,taxi,nil
2509,minibus,nil
2509,tgv,nil
2509,ter,nil
2509,truck,nil
2509,taxi,nil
2510,minibus,nil
2510,tgv,nil
2510,ter,nil
2510,truck,nil
2510,taxi,nil
2511,minibus,nil
2511,tgv,nil
2511,ter,nil
2511,truck,nil
2511,taxi,nil
2512,minibus,nil
2512,tgv,nil
2512,ter,nil
2512,truck,nil
2512,taxi,nil
2513,minibus,nil
2513,tgv,nil
2513,ter,nil
2513,truck,nil
2513,taxi,nil
2514,minibus,nil
2514,tgv,nil
2514,ter,nil
2514,truck,nil
2514,taxi,nil
2515,minibus,nil
2515,tgv,nil
2515,ter,nil
2515,truck,nil
2515,taxi,nil
2516,minibus,nil
2516,tgv,nil
2516,ter,nil
2516,truck,nil
2516,taxi,nil
2517,minibus,nil
2517,tgv,nil
2517,ter,nil
2517,truck,nil
2517,taxi,nil
2518,minibus,nil
2518,tgv,nil
2518,ter,nil
2518,truck,nil
2518,taxi,nil
2519,minibus,nil
2519,tgv,nil
2519,ter,nil
2519,truck,nil
2519,taxi,nil
2520,minibus,nil
2520,tgv,nil
2520,ter,nil
2520,truck,nil
2520,taxi,nil
2521,minibus,nil
2521,tgv,nil
2521,ter,nil
2521,truck,nil
2521,taxi,nil
2522,minibus,nil
2522,tgv,nil
2522,ter,nil
2522,truck,nil
2522,taxi,nil
2523,minibus,nil
2523,tgv,nil
2523,ter,nil
2523,truck,nil
2523,taxi,nil
2524,minibus,nil
2524,tgv,nil
2524,ter,nil
2524,truck,nil
2524,taxi,nil
2525,minibus,nil
2525,tgv,nil
2525,ter,nil
2525,truck,nil
2525,taxi,nil
2526,minibus,nil
2526,tgv,nil
2526,ter,nil
2526,truck,nil
2526,taxi,nil
2527,minibus,nil
2527,tgv,nil
2527,ter,nil
2527,truck,nil
2527,taxi,nil
2528,minibus,nil
2528,tgv,nil
2528,ter,nil
2528,truck,nil
2528,taxi,nil
2529,minibus,nil
2529,tgv,nil
2529,ter,nil
2529,truck,nil
2529,taxi,nil
2530,minibus,nil
2530,tgv,nil
2530,ter,nil
2530,truck,nil
2530,taxi,nil
2531,minibus,nil
2531,tgv,nil
2531,ter,nil
2531,truck,nil
2531,taxi,nil
2532,minibus,nil
2532,tgv,nil
2532,ter,nil
2532,truck,nil
2532,taxi,nil
2533,minibus,nil
2533,tgv,nil
2533,ter,nil
2533,truck,nil
2533,taxi,nil
2534,minibus,nil
2534,tgv,nil
2534,ter,nil
2534,truck,nil
2534,taxi,nil
2535,minibus,nil
2535,tgv,nil
2535,ter,nil
2535,truck,nil
2535,taxi,nil
2536,minibus,nil
2536,tgv,nil
2536,ter,nil
2536,truck,nil
2536,taxi,nil
2537,minibus,nil
2537,tgv,nil
2537,ter,nil
2537,truck,nil
2537,taxi,nil
2538,minibus,nil
2538,tgv,nil
2538,ter,nil
2538,truck,nil
2538,taxi,nil
2539,minibus,nil
2539,tgv,nil
2539,ter,nil
2539,truck,nil
2539,taxi,nil
2540,minibus,nil
2540,tgv,nil
2540,ter,nil
2540,truck,nil
2540,taxi,nil
2541,minibus,nil
2541,tgv,nil
2541,ter,nil
2541,truck,nil
2541,taxi,nil
2542,minibus,nil
2542,tgv,nil
2542,ter,nil
2542,truck,nil
2542,taxi,nil
2543,minibus,nil
2543,tgv,nil
2543,ter,nil
2543,truck,nil
2543,taxi,nil
2544,minibus,nil
2544,tgv,nil
2544,ter,nil
2544,truck,nil
2544,taxi,nil
2545,minibus,nil
2545,tgv,nil
2545,ter,nil
2545,truck,nil
2545,taxi,nil
2546,minibus,nil
2546,tgv,nil
2546,ter,nil
2546,truck,nil
2546,taxi,nil
2547,minibus,nil
2547,tgv,nil
2547,ter,nil
2547,truck,nil
2547,taxi,nil
2548,minibus,nil
2548,tgv,nil
2548,ter,nil
2548,truck,nil
2548,taxi,nil
2549,minibus,nil
2549,tgv,nil
2549,ter,nil
2549,truck,nil
2549,taxi,nil
2550,minibus,nil
2550,tgv,nil
2550,ter,nil
2550,truck,nil
2550,taxi,nil
2551,minibus,nil
2551,tgv,nil
2551,ter,nil
2551,truck,nil
2551,taxi,nil
2552,minibus,nil
2552,tgv,nil
2552,ter,nil
2552,truck,nil
2552,taxi,nil
2553,minibus,nil
2553,tgv,nil
2553,ter,nil
2553,truck,nil
2553,taxi,nil
2554,minibus,nil
2554,tgv,nil
2554,ter,nil
2554,truck,nil
2554,taxi,nil
2555,minibus,nil
2555,tgv,nil
2555,ter,nil
2555,truck,nil
2555,taxi,nil
2556,minibus,nil
2556,tgv,nil
2556,ter,nil
2556,truck,nil
2556,taxi,nil
2557,minibus,nil
2557,tgv,nil
2557,ter,nil
2557,truck,nil
2557,taxi,nil
2558,minibus,nil
2558,tgv,nil
2558,ter,nil
2558,truck,nil
2558,taxi,nil
2559,minibus,nil
2559,tgv,nil
2559,ter,nil
2559,truck,nil
2559,taxi,nil
2560,minibus,nil
2560,tgv,nil
2560,ter,nil
2560,truck,nil
2560,taxi,nil
2561,minibus,nil
2561,tgv,nil
2561,ter,nil
2561,truck,nil
2561,taxi,nil
2562,minibus,nil
2562,tgv,nil
2562,ter,nil
2562,truck,nil
2562,taxi,nil
2563,minibus,nil
2563,tgv,nil
2563,ter,nil
2563,truck,nil
2563,taxi,nil
2564,minibus,nil
2564,tgv,nil
2564,ter,nil
2564,truck,nil
2564,taxi,nil
2565,minibus,nil
2565,tgv,nil
2565,ter,nil
2565,truck,nil
2565,taxi,nil
2566,minibus,nil
2566,tgv,nil
2566,ter,nil
2566,truck,nil
2566,taxi,nil
2567,minibus,nil
2567,tgv,nil
2567,ter,nil
2567,truck,nil
2567,taxi,nil
2568,minibus,nil
2568,tgv,nil
2568,ter,nil
2568,truck,nil
2568,taxi,nil
2569,minibus,nil
2569,tgv,nil
2569,ter,nil
2569,truck,nil
2569,taxi,nil
2570,minibus,nil
2570,tgv,nil
2570,ter,nil
2570,truck,nil
2570,taxi,nil
2571,minibus,nil
2571,tgv,nil
2571,ter,nil
2571,truck,nil
2571,taxi,nil
2572,minibus,nil
2572,tgv,nil
2572,ter,nil
2572,truck,nil
2572,taxi,nil
2573,minibus,nil
2573,tgv,nil
2573,ter,nil
2573,truck,nil
2573,taxi,nil
2574,minibus,nil
2574,tgv,nil
2574,ter,nil
2574,truck,nil
2574,taxi,nil
2575,minibus,nil
2575,tgv,nil
2575,ter,nil
2575,truck,nil
2575,taxi,nil
2576,minibus,nil
2576,tgv,nil
2576,ter,nil
2576,truck,nil
2576,taxi,nil
2577,minibus,nil
2577,tgv,nil
2577,ter,nil
2577,truck,nil
2577,taxi,nil
2578,minibus,nil
2578,tgv,nil
2578,ter,nil
2578,truck,nil
2578,taxi,nil
2579,minibus,nil
2579,tgv,nil
2579,ter,nil
2579,truck,nil
2579,taxi,nil
2580,minibus,nil
2580,tgv,nil
2580,ter,nil
2580,truck,nil
2580,taxi,nil
2581,minibus,nil
2581,tgv,nil
2581,ter,nil
2581,truck,nil
2581,taxi,nil
2582,minibus,nil
2582,tgv,nil
2582,ter,nil
2582,truck,nil
2582,taxi,nil
2583,minibus,nil
2583,tgv,nil
2583,ter,nil
2583,truck,nil
2583,taxi,nil
2584,minibus,nil
2584,tgv,nil
2584,ter,nil
2584,truck,nil
2584,taxi,nil
2585,minibus,nil
2585,tgv,nil
2585,ter,nil
2585,truck,nil
2585,taxi,nil
2586,minibus,nil
2586,tgv,nil
2586,ter,nil
2586,truck,nil
2586,taxi,nil
2587,minibus,nil
2587,tgv,nil
2587,ter,nil
2587,truck,nil
2587,taxi,nil
2588,minibus,nil
2588,tgv,nil
2588,ter,nil
2588,truck,nil
2588,taxi,nil
2589,minibus,nil
2589,tgv,nil
2589,ter,nil
2589,truck,nil
2589,taxi,nil
2590,minibus,nil
2590,tgv,nil
2590,ter,nil
2590,truck,nil
2590,taxi,nil
2591,minibus,nil
2591,tgv,nil
2591,ter,nil
2591,truck,nil
2591,taxi,nil
2592,minibus,nil
2592,tgv,nil
2592,ter,nil
2592,truck,nil
2592,taxi,nil
2593,minibus,nil
2593,tgv,nil
2593,ter,nil
2593,truck,nil
2593,taxi,nil
2594,minibus,nil
2594,tgv,nil
2594,ter,nil
2594,truck,nil
2594,taxi,nil
2595,minibus,nil
2595,tgv,nil
2595,ter,nil
2595,truck,nil
2595,taxi,nil
2596,minibus,nil
2596,tgv,nil
2596,ter,nil
2596,truck,nil
2596,taxi,nil
2597,minibus,nil
2597,tgv,nil
2597,ter,nil
2597,truck,nil
2597,taxi,nil
2598,minibus,nil
2598,tgv,nil
2598,ter,nil
2598,truck,nil
2598,taxi,nil
2599,minibus,nil
2599,tgv,nil
2599,ter,nil
2599,truck,nil
2599,taxi,nil
2600,minibus,nil
2600,tgv,nil
2600,ter,nil
2600,truck,nil
2600,taxi,nil
2601,minibus,nil
2601,tgv,nil
2601,ter,nil
2601,truck,nil
2601,taxi,nil
2602,minibus,nil
2602,tgv,nil
2602,ter,nil
2602,truck,nil
2602,taxi,nil
2603,minibus,nil
2603,tgv,nil
2603,ter,nil
2603,truck,nil
2603,taxi,nil
2604,minibus,nil
2604,tgv,nil
2604,ter,nil
2604,truck,nil
2604,taxi,nil
2605,minibus,nil
2605,tgv,nil
2605,ter,nil
2605,truck,nil
2605,taxi,nil
2606,minibus,nil
2606,tgv,nil
2606,ter,nil
2606,truck,nil
2606,taxi,nil
2607,minibus,nil
2607,tgv,nil
2607,ter,nil
2607,truck,nil
2607,taxi,nil
2608,minibus,nil
2608,tgv,nil
2608,ter,nil
2608,truck,nil
2608,taxi,nil
2609,minibus,nil
2609,tgv,nil
2609,ter,nil
2609,truck,nil
2609,taxi,nil
2610,minibus,nil
2610,tgv,nil
2610,ter,nil
2610,truck,nil
2610,taxi,nil
2611,minibus,nil
2611,tgv,nil
2611,ter,nil
2611,truck,nil
2611,taxi,nil
2612,minibus,nil
2612,tgv,nil
2612,ter,nil
2612,truck,nil
2612,taxi,nil
2613,minibus,nil
2613,tgv,nil
2613,ter,nil
2613,truck,nil
2613,taxi,nil
2614,minibus,nil
2614,tgv,nil
2614,ter,nil
2614,truck,nil
2614,taxi,nil
2615,minibus,nil
2615,tgv,nil
2615,ter,nil
2615,truck,nil
2615,taxi,nil
2616,minibus,nil
2616,tgv,nil
2616,ter,nil
2616,truck,nil
2616,taxi,nil
2617,minibus,nil
2617,tgv,nil
2617,ter,nil
2617,truck,nil
2617,taxi,nil
2618,minibus,nil
2618,tgv,nil
2618,ter,nil
2618,truck,nil
2618,taxi,nil
2619,minibus,nil
2619,tgv,nil
2619,ter,nil
2619,truck,nil
2619,taxi,nil
2620,minibus,nil
2620,tgv,nil
2620,ter,nil
2620,truck,nil
2620,taxi,nil
2621,minibus,nil
2621,tgv,nil
2621,ter,nil
2621,truck,nil
2621,taxi,nil
2622,minibus,nil
2622,tgv,nil
2622,ter,nil
2622,truck,nil
2622,taxi,nil
2623,minibus,nil
2623,tgv,nil
2623,ter,nil
2623,truck,nil
2623,taxi,nil
2624,minibus,nil
2624,tgv,nil
2624,ter,nil
2624,truck,nil
2624,taxi,nil
2625,minibus,nil
2625,tgv,nil
2625,ter,nil
2625,truck,nil
2625,taxi,nil
2626,minibus,nil
2626,tgv,nil
2626,ter,nil
2626,truck,nil
2626,taxi,nil
2627,minibus,nil
2627,tgv,nil
2627,ter,nil
2627,truck,nil
2627,taxi,nil
2628,minibus,nil
2628,tgv,nil
2628,ter,nil
2628,truck,nil
2628,taxi,nil
2629,minibus,nil
2629,tgv,nil
2629,ter,nil
2629,truck,nil
2629,taxi,nil
2630,minibus,nil
2630,tgv,nil
2630,ter,nil
2630,truck,nil
2630,taxi,nil
2631,minibus,nil
2631,tgv,nil
2631,ter,nil
2631,truck,nil
2631,taxi,nil
2632,minibus,nil
2632,tgv,nil
2632,ter,nil
2632,truck,nil
2632,taxi,nil
2633,minibus,nil
2633,tgv,nil
2633,ter,nil
2633,truck,nil
2633,taxi,nil
2634,minibus,nil
2634,tgv,nil
2634,ter,nil
2634,truck,nil
2634,taxi,nil
2635,minibus,nil
2635,tgv,nil
2635,ter,nil
2635,truck,nil
2635,taxi,nil
2636,minibus,nil
2636,tgv,nil
2636,ter,nil
2636,truck,nil
2636,taxi,nil
2637,minibus,nil
2637,tgv,nil
2637,ter,nil
2637,truck,nil
2637,taxi,nil
2638,minibus,nil
2638,tgv,nil
2638,ter,nil
2638,truck,nil
2638,taxi,nil
2639,minibus,nil
2639,tgv,nil
2639,ter,nil
2639,truck,nil
2639,taxi,nil
2640,minibus,nil
2640,tgv,nil
2640,ter,nil
2640,truck,nil
2640,taxi,nil
2641,minibus,nil
2641,tgv,nil
2641,ter,nil
2641,truck,nil
2641,taxi,nil
2642,minibus,nil
2642,tgv,nil
2642,ter,nil
2642,truck,nil
2642,taxi,nil
2643,minibus,nil
2643,tgv,nil
2643,ter,nil
2643,truck,nil
2643,taxi,nil
2644,minibus,nil
2644,tgv,nil
2644,ter,nil
2644,truck,nil
2644,taxi,nil
2645,minibus,nil
2645,tgv,nil
2645,ter,nil
2645,truck,nil
2645,taxi,nil
2646,minibus,nil
2646,tgv,nil
2646,ter,nil
2646,truck,nil
2646,taxi,nil
2647,minibus,nil
2647,tgv,nil
2647,ter,nil
2647,truck,nil
2647,taxi,nil
2648,minibus,nil
2648,tgv,nil
2648,ter,nil
2648,truck,nil
2648,taxi,nil
2649,minibus,nil
2649,tgv,nil
2649,ter,nil
2649,truck,nil
2649,taxi,nil
2650,minibus,nil
2650,tgv,nil
2650,ter,nil
2650,truck,nil
2650,taxi,nil
2651,minibus,nil
2651,tgv,nil
2651,ter,nil
2651,truck,nil
2651,taxi,nil
2652,minibus,nil
2652,tgv,nil
2652,ter,nil
2652,truck,nil
2652,taxi,nil
2653,minibus,nil
2653,tgv,nil
2653,ter,nil
2653,truck,nil
2653,taxi,nil
2654,minibus,nil
2654,tgv,nil
2654,ter,nil
2654,truck,nil
2654,taxi,nil
2655,minibus,nil
2655,tgv,nil
2655,ter,nil
2655,truck,nil
2655,taxi,nil
2656,minibus,nil
2656,tgv,nil
2656,ter,nil
2656,truck,nil
2656,taxi,nil
2657,minibus,nil
2657,tgv,nil
2657,ter,nil
2657,truck,nil
2657,taxi,nil
2658,minibus,nil
2658,tgv,nil
2658,ter,nil
2658,truck,nil
2658,taxi,nil
2659,minibus,nil
2659,tgv,nil
2659,ter,nil
2659,truck,nil
2659,taxi,nil
2660,minibus,nil
2660,tgv,nil
2660,ter,nil
2660,truck,nil
2660,taxi,nil
2661,minibus,nil
2661,tgv,nil
2661,ter,nil
2661,truck,nil
2661,taxi,nil
2662,minibus,nil
2662,tgv,nil
2662,ter,nil
2662,truck,nil
2662,taxi,nil
2663,minibus,nil
2663,tgv,nil
2663,ter,nil
2663,truck,nil
2663,taxi,nil
2664,minibus,nil
2664,tgv,nil
2664,ter,nil
2664,truck,nil
2664,taxi,nil
2665,minibus,nil
2665,tgv,nil
2665,ter,nil
2665,truck,nil
2665,taxi,nil
2666,minibus,nil
2666,tgv,nil
2666,ter,nil
2666,truck,nil
2666,taxi,nil
2667,minibus,nil
2667,tgv,nil
2667,ter,nil
2667,truck,nil
2667,taxi,nil
2668,minibus,nil
2668,tgv,nil
2668,ter,nil
2668,truck,nil
2668,taxi,nil
2669,minibus,nil
2669,tgv,nil
2669,ter,nil
2669,truck,nil
2669,taxi,nil
2670,minibus,nil
2670,tgv,nil
2670,ter,nil
2670,truck,nil
2670,taxi,nil
2671,minibus,nil
2671,tgv,nil
2671,ter,nil
2671,truck,nil
2671,taxi,nil
2672,minibus,nil
2672,tgv,nil
2672,ter,nil
2672,truck,nil
2672,taxi,nil
2673,minibus,nil
2673,tgv,nil
2673,ter,nil
2673,truck,nil
2673,taxi,nil
2674,minibus,nil
2674,tgv,nil
2674,ter,nil
2674,truck,nil
2674,taxi,nil
2675,minibus,nil
2675,tgv,nil
2675,ter,nil
2675,truck,nil
2675,taxi,nil
2676,minibus,nil
2676,tgv,nil
2676,ter,nil
2676,truck,nil
2676,taxi,nil
2677,minibus,nil
2677,tgv,nil
2677,ter,nil
2677,truck,nil
2677,taxi,nil
2678,minibus,nil
2678,tgv,nil
2678,ter,nil
2678,truck,nil
2678,taxi,nil
2679,minibus,nil
2679,tgv,nil
2679,ter,nil
2679,truck,nil
2679,taxi,nil
2680,minibus,nil
2680,tgv,nil
2680,ter,nil
2680,truck,nil
2680,taxi,nil
2681,minibus,nil
2681,tgv,nil
2681,ter,nil
2681,truck,nil
2681,taxi,nil
2682,minibus,nil
2682,tgv,nil
2682,ter,nil
2682,truck,nil
2682,taxi,nil
2683,minibus,nil
2683,tgv,nil
2683,ter,nil
2683,truck,nil
2683,taxi,nil
2684,minibus,nil
2684,tgv,nil
2684,ter,nil
2684,truck,nil
2684,taxi,nil
2685,minibus,nil
2685,tgv,nil
2685,ter,nil
2685,truck,nil
2685,taxi,nil
2686,minibus,nil
2686,tgv,nil
2686,ter,nil
2686,truck,nil
2686,taxi,nil
2687,minibus,nil
2687,tgv,nil
2687,ter,nil
2687,truck,nil
2687,taxi,nil
2688,minibus,nil
2688,tgv,nil
2688,ter,nil
2688,truck,nil
2688,taxi,nil
2689,minibus,nil
2689,tgv,nil
2689,ter,nil
2689,truck,nil
2689,taxi,nil
2690,minibus,nil
2690,tgv,nil
2690,ter,nil
2690,truck,nil
2690,taxi,nil
2691,minibus,nil
2691,tgv,nil
2691,ter,nil
2691,truck,nil
2691,taxi,nil
2692,minibus,nil
2692,tgv,nil
2692,ter,nil
2692,truck,nil
2692,taxi,nil
2693,minibus,nil
2693,tgv,nil
2693,ter,nil
2693,truck,nil
2693,taxi,nil
2694,minibus,nil
2694,tgv,nil
2694,ter,nil
2694,truck,nil
2694,taxi,nil
2695,minibus,nil
2695,tgv,nil
2695,ter,nil
2695,truck,nil
2695,taxi,nil
2696,minibus,nil
2696,tgv,nil
2696,ter,nil
2696,truck,nil
2696,taxi,nil
2697,minibus,nil
2697,tgv,nil
2697,ter,nil
2697,truck,nil
2697,taxi,nil
2698,minibus,nil
2698,tgv,nil
2698,ter,nil
2698,truck,nil
2698,taxi,nil
2699,minibus,nil
2699,tgv,nil
2699,ter,nil
2699,truck,nil
2699,taxi,nil
2700,minibus,nil
2700,tgv,nil
2700,ter,nil
2700,truck,nil
2700,taxi,nil
2701,minibus,nil
2701,tgv,nil
2701,ter,nil
2701,truck,nil
2701,taxi,nil
2702,minibus,nil
2702,tgv,nil
2702,ter,nil
2702,truck,nil
2702,taxi,nil
2703,minibus,nil
2703,tgv,nil
2703,ter,nil
2703,truck,nil
2703,taxi,nil
2704,minibus,nil
2704,tgv,nil
2704,ter,nil
2704,truck,nil
2704,taxi,nil
2705,minibus,nil
2705,tgv,nil
2705,ter,nil
2705,truck,nil
2705,taxi,nil
2706,minibus,nil
2706,tgv,nil
2706,ter,nil
2706,truck,nil
2706,taxi,nil
2707,minibus,nil
2707,tgv,nil
2707,ter,nil
2707,truck,nil
2707,taxi,nil
2708,minibus,nil
2708,tgv,nil
2708,ter,nil
2708,truck,nil
2708,taxi,nil
2709,minibus,nil
2709,tgv,nil
2709,ter,nil
2709,truck,nil
2709,taxi,nil
2710,minibus,nil
2710,tgv,nil
2710,ter,nil
2710,truck,nil
2710,taxi,nil
2711,minibus,nil
2711,tgv,nil
2711,ter,nil
2711,truck,nil
2711,taxi,nil
2712,minibus,nil
2712,tgv,nil
2712,ter,nil
2712,truck,nil
2712,taxi,nil
2713,minibus,nil
2713,tgv,nil
2713,ter,nil
2713,truck,nil
2713,taxi,nil
2714,minibus,nil
2714,tgv,nil
2714,ter,nil
2714,truck,nil
2714,taxi,nil
2715,minibus,nil
2715,tgv,nil
2715,ter,nil
2715,truck,nil
2715,taxi,nil
2716,minibus,nil
2716,tgv,nil
2716,ter,nil
2716,truck,nil
2716,taxi,nil
2717,minibus,nil
2717,tgv,nil
2717,ter,nil
2717,truck,nil
2717,taxi,nil
2718,minibus,nil
2718,tgv,nil
2718,ter,nil
2718,truck,nil
2718,taxi,nil
2719,minibus,nil
2719,tgv,nil
2719,ter,nil
2719,truck,nil
2719,taxi,nil
2720,minibus,nil
2720,tgv,nil
2720,ter,nil
2720,truck,nil
2720,taxi,nil
2721,minibus,nil
2721,tgv,nil
2721,ter,nil
2721,truck,nil
2721,taxi,nil
2722,minibus,nil
2722,tgv,nil
2722,ter,nil
2722,truck,nil
2722,taxi,nil
2723,minibus,nil
2723,tgv,nil
2723,ter,nil
2723,truck,nil
2723,taxi,nil
2724,minibus,nil
2724,tgv,nil
2724,ter,nil
2724,truck,nil
2724,taxi,nil
2725,minibus,nil
2725,tgv,nil
2725,ter,nil
2725,truck,nil
2725,taxi,nil
2726,minibus,nil
2726,tgv,nil
2726,ter,nil
2726,truck,nil
2726,taxi,nil
2727,minibus,nil
2727,tgv,nil
2727,ter,nil
2727,truck,nil
2727,taxi,nil
2728,minibus,nil
2728,tgv,nil
2728,ter,nil
2728,truck,nil
2728,taxi,nil
2729,minibus,nil
2729,tgv,nil
2729,ter,nil
2729,truck,nil
2729,taxi,nil
2730,minibus,nil
2730,tgv,nil
2730,ter,nil
2730,truck,nil
2730,taxi,nil
2731,minibus,nil
2731,tgv,nil
2731,ter,nil
2731,truck,nil
2731,taxi,nil
2732,minibus,nil
2732,tgv,nil
2732,ter,nil
2732,truck,nil
2732,taxi,nil
2733,minibus,nil
2733,tgv,nil
2733,ter,nil
2733,truck,nil
