cycle,c,tick_production_Tc
4266,taxi,nil
4267,minibus,nil
4267,tgv,nil
4267,ter,nil
4267,truck,nil
4267,taxi,nil
4268,minibus,nil
4268,tgv,nil
4268,ter,nil
4268,truck,nil
4268,taxi,nil
4269,minibus,nil
4269,tgv,nil
4269,ter,nil
4269,truck,nil
4269,taxi,nil
4270,minibus,nil
4270,tgv,nil
4270,ter,nil
4270,truck,nil
4270,taxi,nil
4271,minibus,nil
4271,tgv,nil
4271,ter,nil
4271,truck,nil
4271,taxi,nil
4272,minibus,nil
4272,tgv,nil
4272,ter,nil
4272,truck,nil
4272,taxi,nil
4273,minibus,nil
4273,tgv,nil
4273,ter,nil
4273,truck,nil
4273,taxi,nil
4274,minibus,nil
4274,tgv,nil
4274,ter,nil
4274,truck,nil
4274,taxi,nil
4275,minibus,nil
4275,tgv,nil
4275,ter,nil
4275,truck,nil
4275,taxi,nil
4276,minibus,nil
4276,tgv,nil
4276,ter,nil
4276,truck,nil
4276,taxi,nil
4277,minibus,nil
4277,tgv,nil
4277,ter,nil
4277,truck,nil
4277,taxi,nil
4278,minibus,nil
4278,tgv,nil
4278,ter,nil
4278,truck,nil
4278,taxi,nil
4279,minibus,nil
4279,tgv,nil
4279,ter,nil
4279,truck,nil
4279,taxi,nil
4280,minibus,nil
4280,tgv,nil
4280,ter,nil
4280,truck,nil
4280,taxi,nil
4281,minibus,nil
4281,tgv,nil
4281,ter,nil
4281,truck,nil
4281,taxi,nil
4282,minibus,nil
4282,tgv,nil
4282,ter,nil
4282,truck,nil
4282,taxi,nil
4283,minibus,nil
4283,tgv,nil
4283,ter,nil
4283,truck,nil
4283,taxi,nil
4284,minibus,nil
4284,tgv,nil
4284,ter,nil
4284,truck,nil
4284,taxi,nil
4285,minibus,nil
4285,tgv,nil
4285,ter,nil
4285,truck,nil
4285,taxi,nil
4286,minibus,nil
4286,tgv,nil
4286,ter,nil
4286,truck,nil
4286,taxi,nil
4287,minibus,nil
4287,tgv,nil
4287,ter,nil
4287,truck,nil
4287,taxi,nil
4288,minibus,nil
4288,tgv,nil
4288,ter,nil
4288,truck,nil
4288,taxi,nil
4289,minibus,nil
4289,tgv,nil
4289,ter,nil
4289,truck,nil
4289,taxi,nil
4290,minibus,nil
4290,tgv,nil
4290,ter,nil
4290,truck,nil
4290,taxi,nil
4291,minibus,nil
4291,tgv,nil
4291,ter,nil
4291,truck,nil
4291,taxi,nil
4292,minibus,nil
4292,tgv,nil
4292,ter,nil
4292,truck,nil
4292,taxi,nil
4293,minibus,nil
4293,tgv,nil
4293,ter,nil
4293,truck,nil
4293,taxi,nil
4294,minibus,nil
4294,tgv,nil
4294,ter,nil
4294,truck,nil
4294,taxi,nil
4295,minibus,nil
4295,tgv,nil
4295,ter,nil
4295,truck,nil
4295,taxi,nil
4296,minibus,nil
4296,tgv,nil
4296,ter,nil
4296,truck,nil
4296,taxi,nil
4297,minibus,nil
4297,tgv,nil
4297,ter,nil
4297,truck,nil
4297,taxi,nil
4298,minibus,nil
4298,tgv,nil
4298,ter,nil
4298,truck,nil
4298,taxi,nil
4299,minibus,nil
4299,tgv,nil
4299,ter,nil
4299,truck,nil
4299,taxi,nil
4300,minibus,nil
4300,tgv,nil
4300,ter,nil
4300,truck,nil
4300,taxi,nil
4301,minibus,nil
4301,tgv,nil
4301,ter,nil
4301,truck,nil
4301,taxi,nil
4302,minibus,nil
4302,tgv,nil
4302,ter,nil
4302,truck,nil
4302,taxi,nil
4303,minibus,nil
4303,tgv,nil
4303,ter,nil
4303,truck,nil
4303,taxi,nil
4304,minibus,nil
4304,tgv,nil
4304,ter,nil
4304,truck,nil
4304,taxi,nil
4305,minibus,nil
4305,tgv,nil
4305,ter,nil
4305,truck,nil
4305,taxi,nil
4306,minibus,nil
4306,tgv,nil
4306,ter,nil
4306,truck,nil
4306,taxi,nil
4307,minibus,nil
4307,tgv,nil
4307,ter,nil
4307,truck,nil
4307,taxi,nil
4308,minibus,nil
4308,tgv,nil
4308,ter,nil
4308,truck,nil
4308,taxi,nil
4309,minibus,nil
4309,tgv,nil
4309,ter,nil
4309,truck,nil
4309,taxi,nil
4310,minibus,nil
4310,tgv,nil
4310,ter,nil
4310,truck,nil
4310,taxi,nil
4311,minibus,nil
4311,tgv,nil
4311,ter,nil
4311,truck,nil
4311,taxi,nil
4312,minibus,nil
4312,tgv,nil
4312,ter,nil
4312,truck,nil
4312,taxi,nil
4313,minibus,nil
4313,tgv,nil
4313,ter,nil
4313,truck,nil
4313,taxi,nil
4314,minibus,nil
4314,tgv,nil
4314,ter,nil
4314,truck,nil
4314,taxi,nil
4315,minibus,nil
4315,tgv,nil
4315,ter,nil
4315,truck,nil
4315,taxi,nil
4316,minibus,nil
4316,tgv,nil
4316,ter,nil
4316,truck,nil
4316,taxi,nil
4317,minibus,nil
4317,tgv,nil
4317,ter,nil
4317,truck,nil
4317,taxi,nil
4318,minibus,nil
4318,tgv,nil
4318,ter,nil
4318,truck,nil
4318,taxi,nil
4319,minibus,nil
4319,tgv,nil
4319,ter,nil
4319,truck,nil
4319,taxi,nil
4320,minibus,nil
4320,tgv,nil
4320,ter,nil
4320,truck,nil
4320,taxi,nil
4321,minibus,nil
4321,tgv,nil
4321,ter,nil
4321,truck,nil
4321,taxi,nil
4322,minibus,nil
4322,tgv,nil
4322,ter,nil
4322,truck,nil
4322,taxi,nil
4323,minibus,nil
4323,tgv,nil
4323,ter,nil
4323,truck,nil
4323,taxi,nil
4324,minibus,nil
4324,tgv,nil
4324,ter,nil
4324,truck,nil
4324,taxi,nil
4325,minibus,nil
4325,tgv,nil
4325,ter,nil
4325,truck,nil
4325,taxi,nil
4326,minibus,nil
4326,tgv,nil
4326,ter,nil
4326,truck,nil
4326,taxi,nil
4327,minibus,nil
4327,tgv,nil
4327,ter,nil
4327,truck,nil
4327,taxi,nil
4328,minibus,nil
4328,tgv,nil
4328,ter,nil
4328,truck,nil
4328,taxi,nil
4329,minibus,nil
4329,tgv,nil
4329,ter,nil
4329,truck,nil
4329,taxi,nil
4330,minibus,nil
4330,tgv,nil
4330,ter,nil
4330,truck,nil
4330,taxi,nil
4331,minibus,nil
4331,tgv,nil
4331,ter,nil
4331,truck,nil
4331,taxi,nil
4332,minibus,nil
4332,tgv,nil
4332,ter,nil
4332,truck,nil
4332,taxi,nil
4333,minibus,nil
4333,tgv,nil
4333,ter,nil
4333,truck,nil
4333,taxi,nil
4334,minibus,nil
4334,tgv,nil
4334,ter,nil
4334,truck,nil
4334,taxi,nil
4335,minibus,nil
4335,tgv,nil
4335,ter,nil
4335,truck,nil
4335,taxi,nil
4336,minibus,nil
4336,tgv,nil
4336,ter,nil
4336,truck,nil
4336,taxi,nil
4337,minibus,nil
4337,tgv,nil
4337,ter,nil
4337,truck,nil
4337,taxi,nil
4338,minibus,nil
4338,tgv,nil
4338,ter,nil
4338,truck,nil
4338,taxi,nil
4339,minibus,nil
4339,tgv,nil
4339,ter,nil
4339,truck,nil
4339,taxi,nil
4340,minibus,nil
4340,tgv,nil
4340,ter,nil
4340,truck,nil
4340,taxi,nil
4341,minibus,nil
4341,tgv,nil
4341,ter,nil
4341,truck,nil
4341,taxi,nil
4342,minibus,nil
4342,tgv,nil
4342,ter,nil
4342,truck,nil
4342,taxi,nil
4343,minibus,nil
4343,tgv,nil
4343,ter,nil
4343,truck,nil
4343,taxi,nil
4344,minibus,nil
4344,tgv,nil
4344,ter,nil
4344,truck,nil
4344,taxi,nil
4345,minibus,nil
4345,tgv,nil
4345,ter,nil
4345,truck,nil
4345,taxi,nil
4346,minibus,nil
4346,tgv,nil
4346,ter,nil
4346,truck,nil
4346,taxi,nil
4347,minibus,nil
4347,tgv,nil
4347,ter,nil
4347,truck,nil
4347,taxi,nil
4348,minibus,nil
4348,tgv,nil
4348,ter,nil
4348,truck,nil
4348,taxi,nil
4349,minibus,nil
4349,tgv,nil
4349,ter,nil
4349,truck,nil
4349,taxi,nil
4350,minibus,nil
4350,tgv,nil
4350,ter,nil
4350,truck,nil
4350,taxi,nil
4351,minibus,nil
4351,tgv,nil
4351,ter,nil
4351,truck,nil
4351,taxi,nil
4352,minibus,nil
4352,tgv,nil
4352,ter,nil
4352,truck,nil
4352,taxi,nil
4353,minibus,nil
4353,tgv,nil
4353,ter,nil
4353,truck,nil
4353,taxi,nil
4354,minibus,nil
4354,tgv,nil
4354,ter,nil
4354,truck,nil
4354,taxi,nil
4355,minibus,nil
4355,tgv,nil
4355,ter,nil
4355,truck,nil
4355,taxi,nil
4356,minibus,nil
4356,tgv,nil
4356,ter,nil
4356,truck,nil
4356,taxi,nil
4357,minibus,nil
4357,tgv,nil
4357,ter,nil
4357,truck,nil
4357,taxi,nil
4358,minibus,nil
4358,tgv,nil
4358,ter,nil
4358,truck,nil
4358,taxi,nil
4359,minibus,nil
4359,tgv,nil
4359,ter,nil
4359,truck,nil
4359,taxi,nil
4360,minibus,nil
4360,tgv,nil
4360,ter,nil
4360,truck,nil
4360,taxi,nil
4361,minibus,nil
4361,tgv,nil
4361,ter,nil
4361,truck,nil
4361,taxi,nil
4362,minibus,nil
4362,tgv,nil
4362,ter,nil
4362,truck,nil
4362,taxi,nil
4363,minibus,nil
4363,tgv,nil
4363,ter,nil
4363,truck,nil
4363,taxi,nil
4364,minibus,nil
4364,tgv,nil
4364,ter,nil
4364,truck,nil
4364,taxi,nil
4365,minibus,nil
4365,tgv,nil
4365,ter,nil
4365,truck,nil
4365,taxi,nil
4366,minibus,nil
4366,tgv,nil
4366,ter,nil
4366,truck,nil
4366,taxi,nil
4367,minibus,nil
4367,tgv,nil
4367,ter,nil
4367,truck,nil
4367,taxi,nil
4368,minibus,nil
4368,tgv,nil
4368,ter,nil
4368,truck,nil
4368,taxi,nil
4369,minibus,nil
4369,tgv,nil
4369,ter,nil
4369,truck,nil
4369,taxi,nil
4370,minibus,nil
4370,tgv,nil
4370,ter,nil
4370,truck,nil
4370,taxi,nil
4371,minibus,nil
4371,tgv,nil
4371,ter,nil
4371,truck,nil
4371,taxi,nil
4372,minibus,nil
4372,tgv,nil
4372,ter,nil
4372,truck,nil
4372,taxi,nil
4373,minibus,nil
4373,tgv,nil
4373,ter,nil
4373,truck,nil
4373,taxi,nil
4374,minibus,nil
4374,tgv,nil
4374,ter,nil
4374,truck,nil
4374,taxi,nil
4375,minibus,nil
4375,tgv,nil
4375,ter,nil
4375,truck,nil
4375,taxi,nil
4376,minibus,nil
4376,tgv,nil
4376,ter,nil
4376,truck,nil
4376,taxi,nil
4377,minibus,nil
4377,tgv,nil
4377,ter,nil
4377,truck,nil
4377,taxi,nil
4378,minibus,nil
4378,tgv,nil
4378,ter,nil
4378,truck,nil
4378,taxi,nil
4379,minibus,nil
4379,tgv,nil
4379,ter,nil
4379,truck,nil
4379,taxi,nil
4380,minibus,nil
4380,tgv,nil
4380,ter,nil
4380,truck,nil
4380,taxi,nil
4381,minibus,nil
4381,tgv,nil
4381,ter,nil
4381,truck,nil
4381,taxi,nil
4382,minibus,nil
4382,tgv,nil
4382,ter,nil
4382,truck,nil
4382,taxi,nil
4383,minibus,nil
4383,tgv,nil
4383,ter,nil
4383,truck,nil
4383,taxi,nil
4384,minibus,nil
4384,tgv,nil
4384,ter,nil
4384,truck,nil
4384,taxi,nil
4385,minibus,nil
4385,tgv,nil
4385,ter,nil
4385,truck,nil
4385,taxi,nil
4386,minibus,nil
4386,tgv,nil
4386,ter,nil
4386,truck,nil
4386,taxi,nil
4387,minibus,nil
4387,tgv,nil
4387,ter,nil
4387,truck,nil
4387,taxi,nil
4388,minibus,nil
4388,tgv,nil
4388,ter,nil
4388,truck,nil
4388,taxi,nil
4389,minibus,nil
4389,tgv,nil
4389,ter,nil
4389,truck,nil
4389,taxi,nil
4390,minibus,nil
4390,tgv,nil
4390,ter,nil
4390,truck,nil
4390,taxi,nil
4391,minibus,nil
4391,tgv,nil
4391,ter,nil
4391,truck,nil
4391,taxi,nil
4392,minibus,nil
4392,tgv,nil
4392,ter,nil
4392,truck,nil
4392,taxi,nil
4393,minibus,nil
4393,tgv,nil
4393,ter,nil
4393,truck,nil
4393,taxi,nil
4394,minibus,nil
4394,tgv,nil
4394,ter,nil
4394,truck,nil
4394,taxi,nil
4395,minibus,nil
4395,tgv,nil
4395,ter,nil
4395,truck,nil
4395,taxi,nil
4396,minibus,nil
4396,tgv,nil
4396,ter,nil
4396,truck,nil
4396,taxi,nil
4397,minibus,nil
4397,tgv,nil
4397,ter,nil
4397,truck,nil
4397,taxi,nil
4398,minibus,nil
4398,tgv,nil
4398,ter,nil
4398,truck,nil
4398,taxi,nil
4399,minibus,nil
4399,tgv,nil
4399,ter,nil
4399,truck,nil
4399,taxi,nil
4400,minibus,nil
4400,tgv,nil
4400,ter,nil
4400,truck,nil
4400,taxi,nil
4401,minibus,nil
4401,tgv,nil
4401,ter,nil
4401,truck,nil
4401,taxi,nil
4402,minibus,nil
4402,tgv,nil
4402,ter,nil
4402,truck,nil
4402,taxi,nil
4403,minibus,nil
4403,tgv,nil
4403,ter,nil
4403,truck,nil
4403,taxi,nil
4404,minibus,nil
4404,tgv,nil
4404,ter,nil
4404,truck,nil
4404,taxi,nil
4405,minibus,nil
4405,tgv,nil
4405,ter,nil
4405,truck,nil
4405,taxi,nil
4406,minibus,nil
4406,tgv,nil
4406,ter,nil
4406,truck,nil
4406,taxi,nil
4407,minibus,nil
4407,tgv,nil
4407,ter,nil
4407,truck,nil
4407,taxi,nil
4408,minibus,nil
4408,tgv,nil
4408,ter,nil
4408,truck,nil
4408,taxi,nil
4409,minibus,nil
4409,tgv,nil
4409,ter,nil
4409,truck,nil
4409,taxi,nil
4410,minibus,nil
4410,tgv,nil
4410,ter,nil
4410,truck,nil
4410,taxi,nil
4411,minibus,nil
4411,tgv,nil
4411,ter,nil
4411,truck,nil
4411,taxi,nil
4412,minibus,nil
4412,tgv,nil
4412,ter,nil
4412,truck,nil
4412,taxi,nil
4413,minibus,nil
4413,tgv,nil
4413,ter,nil
4413,truck,nil
4413,taxi,nil
4414,minibus,nil
4414,tgv,nil
4414,ter,nil
4414,truck,nil
4414,taxi,nil
4415,minibus,nil
4415,tgv,nil
4415,ter,nil
4415,truck,nil
4415,taxi,nil
4416,minibus,nil
4416,tgv,nil
4416,ter,nil
4416,truck,nil
4416,taxi,nil
4417,minibus,nil
4417,tgv,nil
4417,ter,nil
4417,truck,nil
4417,taxi,nil
4418,minibus,nil
4418,tgv,nil
4418,ter,nil
4418,truck,nil
4418,taxi,nil
4419,minibus,nil
4419,tgv,nil
4419,ter,nil
4419,truck,nil
4419,taxi,nil
4420,minibus,nil
4420,tgv,nil
4420,ter,nil
4420,truck,nil
4420,taxi,nil
4421,minibus,nil
4421,tgv,nil
4421,ter,nil
4421,truck,nil
4421,taxi,nil
4422,minibus,nil
4422,tgv,nil
4422,ter,nil
4422,truck,nil
4422,taxi,nil
4423,minibus,nil
4423,tgv,nil
4423,ter,nil
4423,truck,nil
4423,taxi,nil
4424,minibus,nil
4424,tgv,nil
4424,ter,nil
4424,truck,nil
4424,taxi,nil
4425,minibus,nil
4425,tgv,nil
4425,ter,nil
4425,truck,nil
4425,taxi,nil
4426,minibus,nil
4426,tgv,nil
4426,ter,nil
4426,truck,nil
4426,taxi,nil
4427,minibus,nil
4427,tgv,nil
4427,ter,nil
4427,truck,nil
4427,taxi,nil
4428,minibus,nil
4428,tgv,nil
4428,ter,nil
4428,truck,nil
4428,taxi,nil
4429,minibus,nil
4429,tgv,nil
4429,ter,nil
4429,truck,nil
4429,taxi,nil
4430,minibus,nil
4430,tgv,nil
4430,ter,nil
4430,truck,nil
4430,taxi,nil
4431,minibus,nil
4431,tgv,nil
4431,ter,nil
4431,truck,nil
4431,taxi,nil
4432,minibus,nil
4432,tgv,nil
4432,ter,nil
4432,truck,nil
4432,taxi,nil
4433,minibus,nil
4433,tgv,nil
4433,ter,nil
4433,truck,nil
4433,taxi,nil
4434,minibus,nil
4434,tgv,nil
4434,ter,nil
4434,truck,nil
4434,taxi,nil
4435,minibus,nil
4435,tgv,nil
4435,ter,nil
4435,truck,nil
4435,taxi,nil
4436,minibus,nil
4436,tgv,nil
4436,ter,nil
4436,truck,nil
4436,taxi,nil
4437,minibus,nil
4437,tgv,nil
4437,ter,nil
4437,truck,nil
4437,taxi,nil
4438,minibus,nil
4438,tgv,nil
4438,ter,nil
4438,truck,nil
4438,taxi,nil
4439,minibus,nil
4439,tgv,nil
4439,ter,nil
4439,truck,nil
4439,taxi,nil
4440,minibus,nil
4440,tgv,nil
4440,ter,nil
4440,truck,nil
4440,taxi,nil
4441,minibus,nil
4441,tgv,nil
4441,ter,nil
4441,truck,nil
4441,taxi,nil
4442,minibus,nil
4442,tgv,nil
4442,ter,nil
4442,truck,nil
4442,taxi,nil
4443,minibus,nil
4443,tgv,nil
4443,ter,nil
4443,truck,nil
4443,taxi,nil
4444,minibus,nil
4444,tgv,nil
4444,ter,nil
4444,truck,nil
4444,taxi,nil
4445,minibus,nil
4445,tgv,nil
4445,ter,nil
4445,truck,nil
4445,taxi,nil
4446,minibus,nil
4446,tgv,nil
4446,ter,nil
4446,truck,nil
4446,taxi,nil
4447,minibus,nil
4447,tgv,nil
4447,ter,nil
4447,truck,nil
4447,taxi,nil
4448,minibus,nil
4448,tgv,nil
4448,ter,nil
4448,truck,nil
4448,taxi,nil
4449,minibus,nil
4449,tgv,nil
4449,ter,nil
4449,truck,nil
4449,taxi,nil
4450,minibus,nil
4450,tgv,nil
4450,ter,nil
4450,truck,nil
4450,taxi,nil
4451,minibus,nil
4451,tgv,nil
4451,ter,nil
4451,truck,nil
4451,taxi,nil
4452,minibus,nil
4452,tgv,nil
4452,ter,nil
4452,truck,nil
4452,taxi,nil
4453,minibus,nil
4453,tgv,nil
4453,ter,nil
4453,truck,nil
4453,taxi,nil
4454,minibus,nil
4454,tgv,nil
4454,ter,nil
4454,truck,nil
4454,taxi,nil
4455,minibus,nil
4455,tgv,nil
4455,ter,nil
4455,truck,nil
4455,taxi,nil
4456,minibus,nil
4456,tgv,nil
4456,ter,nil
4456,truck,nil
4456,taxi,nil
4457,minibus,nil
4457,tgv,nil
4457,ter,nil
4457,truck,nil
4457,taxi,nil
4458,minibus,nil
4458,tgv,nil
4458,ter,nil
4458,truck,nil
4458,taxi,nil
4459,minibus,nil
4459,tgv,nil
4459,ter,nil
4459,truck,nil
4459,taxi,nil
4460,minibus,nil
4460,tgv,nil
4460,ter,nil
4460,truck,nil
4460,taxi,nil
4461,minibus,nil
4461,tgv,nil
4461,ter,nil
4461,truck,nil
4461,taxi,nil
4462,minibus,nil
4462,tgv,nil
4462,ter,nil
4462,truck,nil
4462,taxi,nil
4463,minibus,nil
4463,tgv,nil
4463,ter,nil
4463,truck,nil
4463,taxi,nil
4464,minibus,nil
4464,tgv,nil
4464,ter,nil
4464,truck,nil
4464,taxi,nil
4465,minibus,nil
4465,tgv,nil
4465,ter,nil
4465,truck,nil
4465,taxi,nil
4466,minibus,nil
4466,tgv,nil
4466,ter,nil
4466,truck,nil
4466,taxi,nil
4467,minibus,nil
4467,tgv,nil
4467,ter,nil
4467,truck,nil
4467,taxi,nil
4468,minibus,nil
4468,tgv,nil
4468,ter,nil
4468,truck,nil
4468,taxi,nil
4469,minibus,nil
4469,tgv,nil
4469,ter,nil
4469,truck,nil
4469,taxi,nil
4470,minibus,nil
4470,tgv,nil
4470,ter,nil
4470,truck,nil
4470,taxi,nil
4471,minibus,nil
4471,tgv,nil
4471,ter,nil
4471,truck,nil
4471,taxi,nil
4472,minibus,nil
4472,tgv,nil
4472,ter,nil
4472,truck,nil
4472,taxi,nil
4473,minibus,nil
4473,tgv,nil
4473,ter,nil
4473,truck,nil
4473,taxi,nil
4474,minibus,nil
4474,tgv,nil
4474,ter,nil
4474,truck,nil
4474,taxi,nil
4475,minibus,nil
4475,tgv,nil
4475,ter,nil
4475,truck,nil
4475,taxi,nil
4476,minibus,nil
4476,tgv,nil
4476,ter,nil
4476,truck,nil
4476,taxi,nil
4477,minibus,nil
4477,tgv,nil
4477,ter,nil
4477,truck,nil
4477,taxi,nil
4478,minibus,nil
4478,tgv,nil
4478,ter,nil
4478,truck,nil
4478,taxi,nil
4479,minibus,nil
4479,tgv,nil
4479,ter,nil
4479,truck,nil
4479,taxi,nil
4480,minibus,nil
4480,tgv,nil
4480,ter,nil
4480,truck,nil
4480,taxi,nil
4481,minibus,nil
4481,tgv,nil
4481,ter,nil
4481,truck,nil
4481,taxi,nil
4482,minibus,nil
4482,tgv,nil
4482,ter,nil
4482,truck,nil
4482,taxi,nil
4483,minibus,nil
4483,tgv,nil
4483,ter,nil
4483,truck,nil
4483,taxi,nil
4484,minibus,nil
4484,tgv,nil
4484,ter,nil
4484,truck,nil
4484,taxi,nil
4485,minibus,nil
4485,tgv,nil
4485,ter,nil
4485,truck,nil
4485,taxi,nil
4486,minibus,nil
4486,tgv,nil
4486,ter,nil
4486,truck,nil
4486,taxi,nil
4487,minibus,nil
4487,tgv,nil
4487,ter,nil
4487,truck,nil
4487,taxi,nil
4488,minibus,nil
4488,tgv,nil
4488,ter,nil
4488,truck,nil
4488,taxi,nil
4489,minibus,nil
4489,tgv,nil
4489,ter,nil
4489,truck,nil
4489,taxi,nil
4490,minibus,nil
4490,tgv,nil
4490,ter,nil
4490,truck,nil
4490,taxi,nil
4491,minibus,nil
4491,tgv,nil
4491,ter,nil
4491,truck,nil
4491,taxi,nil
4492,minibus,nil
4492,tgv,nil
4492,ter,nil
4492,truck,nil
4492,taxi,nil
4493,minibus,nil
4493,tgv,nil
4493,ter,nil
4493,truck,nil
4493,taxi,nil
4494,minibus,nil
4494,tgv,nil
4494,ter,nil
4494,truck,nil
4494,taxi,nil
4495,minibus,nil
4495,tgv,nil
4495,ter,nil
4495,truck,nil
4495,taxi,nil
4496,minibus,nil
4496,tgv,nil
4496,ter,nil
4496,truck,nil
4496,taxi,nil
4497,minibus,nil
4497,tgv,nil
4497,ter,nil
4497,truck,nil
4497,taxi,nil
4498,minibus,nil
4498,tgv,nil
4498,ter,nil
4498,truck,nil
4498,taxi,nil
4499,minibus,nil
4499,tgv,nil
4499,ter,nil
4499,truck,nil
4499,taxi,nil
4500,minibus,nil
4500,tgv,nil
4500,ter,nil
4500,truck,nil
4500,taxi,nil
4501,minibus,nil
4501,tgv,nil
4501,ter,nil
4501,truck,nil
4501,taxi,nil
4502,minibus,nil
4502,tgv,nil
4502,ter,nil
4502,truck,nil
4502,taxi,nil
4503,minibus,nil
4503,tgv,nil
4503,ter,nil
4503,truck,nil
4503,taxi,nil
4504,minibus,nil
4504,tgv,nil
4504,ter,nil
4504,truck,nil
4504,taxi,nil
4505,minibus,nil
4505,tgv,nil
4505,ter,nil
4505,truck,nil
4505,taxi,nil
4506,minibus,nil
4506,tgv,nil
4506,ter,nil
4506,truck,nil
4506,taxi,nil
4507,minibus,nil
4507,tgv,nil
4507,ter,nil
4507,truck,nil
4507,taxi,nil
4508,minibus,nil
4508,tgv,nil
4508,ter,nil
4508,truck,nil
4508,taxi,nil
4509,minibus,nil
4509,tgv,nil
4509,ter,nil
4509,truck,nil
4509,taxi,nil
4510,minibus,nil
4510,tgv,nil
4510,ter,nil
4510,truck,nil
4510,taxi,nil
4511,minibus,nil
4511,tgv,nil
4511,ter,nil
4511,truck,nil
4511,taxi,nil
4512,minibus,nil
4512,tgv,nil
4512,ter,nil
4512,truck,nil
4512,taxi,nil
4513,minibus,nil
4513,tgv,nil
4513,ter,nil
4513,truck,nil
4513,taxi,nil
4514,minibus,nil
4514,tgv,nil
4514,ter,nil
4514,truck,nil
4514,taxi,nil
4515,minibus,nil
4515,tgv,nil
4515,ter,nil
4515,truck,nil
4515,taxi,nil
4516,minibus,nil
4516,tgv,nil
4516,ter,nil
4516,truck,nil
4516,taxi,nil
4517,minibus,nil
4517,tgv,nil
4517,ter,nil
4517,truck,nil
4517,taxi,nil
4518,minibus,nil
4518,tgv,nil
4518,ter,nil
4518,truck,nil
4518,taxi,nil
4519,minibus,nil
4519,tgv,nil
4519,ter,nil
4519,truck,nil
4519,taxi,nil
4520,minibus,nil
4520,tgv,nil
4520,ter,nil
4520,truck,nil
4520,taxi,nil
4521,minibus,nil
4521,tgv,nil
4521,ter,nil
4521,truck,nil
4521,taxi,nil
4522,minibus,nil
4522,tgv,nil
4522,ter,nil
4522,truck,nil
4522,taxi,nil
4523,minibus,nil
4523,tgv,nil
4523,ter,nil
4523,truck,nil
4523,taxi,nil
4524,minibus,nil
4524,tgv,nil
4524,ter,nil
4524,truck,nil
4524,taxi,nil
4525,minibus,nil
4525,tgv,nil
4525,ter,nil
4525,truck,nil
4525,taxi,nil
4526,minibus,nil
4526,tgv,nil
4526,ter,nil
4526,truck,nil
4526,taxi,nil
4527,minibus,nil
4527,tgv,nil
4527,ter,nil
4527,truck,nil
4527,taxi,nil
4528,minibus,nil
4528,tgv,nil
4528,ter,nil
4528,truck,nil
4528,taxi,nil
4529,minibus,nil
4529,tgv,nil
4529,ter,nil
4529,truck,nil
4529,taxi,nil
4530,minibus,nil
4530,tgv,nil
4530,ter,nil
4530,truck,nil
4530,taxi,nil
4531,minibus,nil
4531,tgv,nil
4531,ter,nil
4531,truck,nil
4531,taxi,nil
4532,minibus,nil
4532,tgv,nil
4532,ter,nil
4532,truck,nil
4532,taxi,nil
4533,minibus,nil
4533,tgv,nil
4533,ter,nil
4533,truck,nil
4533,taxi,nil
4534,minibus,nil
4534,tgv,nil
4534,ter,nil
4534,truck,nil
4534,taxi,nil
4535,minibus,nil
4535,tgv,nil
4535,ter,nil
4535,truck,nil
4535,taxi,nil
4536,minibus,nil
4536,tgv,nil
4536,ter,nil
4536,truck,nil
4536,taxi,nil
4537,minibus,nil
4537,tgv,nil
4537,ter,nil
4537,truck,nil
4537,taxi,nil
4538,minibus,nil
4538,tgv,nil
4538,ter,nil
4538,truck,nil
4538,taxi,nil
4539,minibus,nil
4539,tgv,nil
4539,ter,nil
4539,truck,nil
4539,taxi,nil
4540,minibus,nil
4540,tgv,nil
4540,ter,nil
4540,truck,nil
4540,taxi,nil
4541,minibus,nil
4541,tgv,nil
4541,ter,nil
4541,truck,nil
4541,taxi,nil
4542,minibus,nil
4542,tgv,nil
4542,ter,nil
4542,truck,nil
4542,taxi,nil
4543,minibus,nil
4543,tgv,nil
4543,ter,nil
4543,truck,nil
4543,taxi,nil
4544,minibus,nil
4544,tgv,nil
4544,ter,nil
4544,truck,nil
4544,taxi,nil
4545,minibus,nil
4545,tgv,nil
4545,ter,nil
4545,truck,nil
4545,taxi,nil
4546,minibus,nil
4546,tgv,nil
4546,ter,nil
4546,truck,nil
4546,taxi,nil
4547,minibus,nil
4547,tgv,nil
4547,ter,nil
4547,truck,nil
4547,taxi,nil
4548,minibus,nil
4548,tgv,nil
4548,ter,nil
4548,truck,nil
4548,taxi,nil
4549,minibus,nil
4549,tgv,nil
4549,ter,nil
4549,truck,nil
4549,taxi,nil
4550,minibus,nil
4550,tgv,nil
4550,ter,nil
4550,truck,nil
4550,taxi,nil
4551,minibus,nil
4551,tgv,nil
4551,ter,nil
4551,truck,nil
4551,taxi,nil
4552,minibus,nil
4552,tgv,nil
4552,ter,nil
4552,truck,nil
4552,taxi,nil
4553,minibus,nil
4553,tgv,nil
4553,ter,nil
4553,truck,nil
4553,taxi,nil
4554,minibus,nil
4554,tgv,nil
4554,ter,nil
4554,truck,nil
4554,taxi,nil
4555,minibus,nil
4555,tgv,nil
4555,ter,nil
4555,truck,nil
4555,taxi,nil
4556,minibus,nil
4556,tgv,nil
4556,ter,nil
4556,truck,nil
4556,taxi,nil
4557,minibus,nil
4557,tgv,nil
4557,ter,nil
4557,truck,nil
4557,taxi,nil
