cycle,mode,tick_short_tripsmode
820,trip_bike,nil
820,trip_walking,nil
821,trip_minibus,nil
821,trip_bike,nil
821,trip_walking,nil
822,trip_minibus,nil
822,trip_bike,nil
822,trip_walking,nil
823,trip_minibus,nil
823,trip_bike,nil
823,trip_walking,nil
824,trip_minibus,nil
824,trip_bike,nil
824,trip_walking,nil
825,trip_minibus,nil
825,trip_bike,nil
825,trip_walking,nil
826,trip_minibus,nil
826,trip_bike,nil
826,trip_walking,nil
827,trip_minibus,nil
827,trip_bike,nil
827,trip_walking,nil
828,trip_minibus,nil
828,trip_bike,nil
828,trip_walking,nil
829,trip_minibus,nil
829,trip_bike,nil
829,trip_walking,nil
830,trip_minibus,nil
830,trip_bike,nil
830,trip_walking,nil
831,trip_minibus,nil
831,trip_bike,nil
831,trip_walking,nil
832,trip_minibus,nil
832,trip_bike,nil
832,trip_walking,nil
833,trip_minibus,nil
833,trip_bike,nil
833,trip_walking,nil
834,trip_minibus,nil
834,trip_bike,nil
834,trip_walking,nil
835,trip_minibus,nil
835,trip_bike,nil
835,trip_walking,nil
836,trip_minibus,nil
836,trip_bike,nil
836,trip_walking,nil
837,trip_minibus,nil
837,trip_bike,nil
837,trip_walking,nil
838,trip_minibus,nil
838,trip_bike,nil
838,trip_walking,nil
839,trip_minibus,nil
839,trip_bike,nil
839,trip_walking,nil
840,trip_minibus,nil
840,trip_bike,nil
840,trip_walking,nil
841,trip_minibus,nil
841,trip_bike,nil
841,trip_walking,nil
842,trip_minibus,nil
842,trip_bike,nil
842,trip_walking,nil
843,trip_minibus,nil
843,trip_bike,nil
843,trip_walking,nil
844,trip_minibus,nil
844,trip_bike,nil
844,trip_walking,nil
845,trip_minibus,nil
845,trip_bike,nil
845,trip_walking,nil
846,trip_minibus,nil
846,trip_bike,nil
846,trip_walking,nil
847,trip_minibus,nil
847,trip_bike,nil
847,trip_walking,nil
848,trip_minibus,nil
848,trip_bike,nil
848,trip_walking,nil
849,trip_minibus,nil
849,trip_bike,nil
849,trip_walking,nil
850,trip_minibus,nil
850,trip_bike,nil
850,trip_walking,nil
851,trip_minibus,nil
851,trip_bike,nil
851,trip_walking,nil
852,trip_minibus,nil
852,trip_bike,nil
852,trip_walking,nil
853,trip_minibus,nil
853,trip_bike,nil
853,trip_walking,nil
854,trip_minibus,nil
854,trip_bike,nil
854,trip_walking,nil
855,trip_minibus,nil
855,trip_bike,nil
855,trip_walking,nil
856,trip_minibus,nil
856,trip_bike,nil
856,trip_walking,nil
857,trip_minibus,nil
857,trip_bike,nil
857,trip_walking,nil
858,trip_minibus,nil
858,trip_bike,nil
858,trip_walking,nil
859,trip_minibus,nil
859,trip_bike,nil
859,trip_walking,nil
860,trip_minibus,nil
860,trip_bike,nil
860,trip_walking,nil
861,trip_minibus,nil
861,trip_bike,nil
861,trip_walking,nil
862,trip_minibus,nil
862,trip_bike,nil
862,trip_walking,nil
863,trip_minibus,nil
863,trip_bike,nil
863,trip_walking,nil
864,trip_minibus,nil
864,trip_bike,nil
864,trip_walking,nil
865,trip_minibus,nil
865,trip_bike,nil
865,trip_walking,nil
866,trip_minibus,nil
866,trip_bike,nil
866,trip_walking,nil
867,trip_minibus,nil
867,trip_bike,nil
867,trip_walking,nil
868,trip_minibus,nil
868,trip_bike,nil
868,trip_walking,nil
869,trip_minibus,nil
869,trip_bike,nil
869,trip_walking,nil
870,trip_minibus,nil
870,trip_bike,nil
870,trip_walking,nil
871,trip_minibus,nil
871,trip_bike,nil
871,trip_walking,nil
872,trip_minibus,nil
872,trip_bike,nil
872,trip_walking,nil
873,trip_minibus,nil
873,trip_bike,nil
873,trip_walking,nil
874,trip_minibus,nil
874,trip_bike,nil
874,trip_walking,nil
875,trip_minibus,nil
875,trip_bike,nil
875,trip_walking,nil
876,trip_minibus,nil
876,trip_bike,nil
876,trip_walking,nil
877,trip_minibus,nil
877,trip_bike,nil
877,trip_walking,nil
878,trip_minibus,nil
878,trip_bike,nil
878,trip_walking,nil
879,trip_minibus,nil
879,trip_bike,nil
879,trip_walking,nil
880,trip_minibus,nil
880,trip_bike,nil
880,trip_walking,nil
881,trip_minibus,nil
881,trip_bike,nil
881,trip_walking,nil
882,trip_minibus,nil
882,trip_bike,nil
882,trip_walking,nil
883,trip_minibus,nil
883,trip_bike,nil
883,trip_walking,nil
884,trip_minibus,nil
884,trip_bike,nil
884,trip_walking,nil
885,trip_minibus,nil
885,trip_bike,nil
885,trip_walking,nil
886,trip_minibus,nil
886,trip_bike,nil
886,trip_walking,nil
887,trip_minibus,nil
887,trip_bike,nil
887,trip_walking,nil
888,trip_minibus,nil
888,trip_bike,nil
888,trip_walking,nil
889,trip_minibus,nil
889,trip_bike,nil
889,trip_walking,nil
890,trip_minibus,nil
890,trip_bike,nil
890,trip_walking,nil
891,trip_minibus,nil
891,trip_bike,nil
891,trip_walking,nil
892,trip_minibus,nil
892,trip_bike,nil
892,trip_walking,nil
893,trip_minibus,nil
893,trip_bike,nil
893,trip_walking,nil
894,trip_minibus,nil
894,trip_bike,nil
894,trip_walking,nil
895,trip_minibus,nil
895,trip_bike,nil
895,trip_walking,nil
896,trip_minibus,nil
896,trip_bike,nil
896,trip_walking,nil
897,trip_minibus,nil
897,trip_bike,nil
897,trip_walking,nil
898,trip_minibus,nil
898,trip_bike,nil
898,trip_walking,nil
899,trip_minibus,nil
899,trip_bike,nil
899,trip_walking,nil
900,trip_minibus,nil
900,trip_bike,nil
900,trip_walking,nil
901,trip_minibus,nil
901,trip_bike,nil
901,trip_walking,nil
902,trip_minibus,nil
902,trip_bike,nil
902,trip_walking,nil
903,trip_minibus,nil
903,trip_bike,nil
903,trip_walking,nil
904,trip_minibus,nil
904,trip_bike,nil
904,trip_walking,nil
905,trip_minibus,nil
905,trip_bike,nil
905,trip_walking,nil
906,trip_minibus,nil
906,trip_bike,nil
906,trip_walking,nil
907,trip_minibus,nil
907,trip_bike,nil
907,trip_walking,nil
908,trip_minibus,nil
908,trip_bike,nil
908,trip_walking,nil
909,trip_minibus,nil
909,trip_bike,nil
909,trip_walking,nil
910,trip_minibus,nil
910,trip_bike,nil
910,trip_walking,nil
911,trip_minibus,nil
911,trip_bike,nil
911,trip_walking,nil
912,trip_minibus,nil
912,trip_bike,nil
912,trip_walking,nil
913,trip_minibus,nil
913,trip_bike,nil
913,trip_walking,nil
914,trip_minibus,nil
914,trip_bike,nil
914,trip_walking,nil
915,trip_minibus,nil
915,trip_bike,nil
915,trip_walking,nil
916,trip_minibus,nil
916,trip_bike,nil
916,trip_walking,nil
917,trip_minibus,nil
917,trip_bike,nil
917,trip_walking,nil
918,trip_minibus,nil
918,trip_bike,nil
918,trip_walking,nil
919,trip_minibus,nil
919,trip_bike,nil
919,trip_walking,nil
920,trip_minibus,nil
920,trip_bike,nil
920,trip_walking,nil
921,trip_minibus,nil
921,trip_bike,nil
921,trip_walking,nil
922,trip_minibus,nil
922,trip_bike,nil
922,trip_walking,nil
923,trip_minibus,nil
923,trip_bike,nil
923,trip_walking,nil
924,trip_minibus,nil
924,trip_bike,nil
924,trip_walking,nil
925,trip_minibus,nil
925,trip_bike,nil
925,trip_walking,nil
926,trip_minibus,nil
926,trip_bike,nil
926,trip_walking,nil
927,trip_minibus,nil
927,trip_bike,nil
927,trip_walking,nil
928,trip_minibus,nil
928,trip_bike,nil
928,trip_walking,nil
929,trip_minibus,nil
929,trip_bike,nil
929,trip_walking,nil
930,trip_minibus,nil
930,trip_bike,nil
930,trip_walking,nil
931,trip_minibus,nil
931,trip_bike,nil
931,trip_walking,nil
932,trip_minibus,nil
932,trip_bike,nil
932,trip_walking,nil
933,trip_minibus,nil
933,trip_bike,nil
933,trip_walking,nil
934,trip_minibus,nil
934,trip_bike,nil
934,trip_walking,nil
935,trip_minibus,nil
935,trip_bike,nil
935,trip_walking,nil
936,trip_minibus,nil
936,trip_bike,nil
936,trip_walking,nil
937,trip_minibus,nil
937,trip_bike,nil
937,trip_walking,nil
938,trip_minibus,nil
938,trip_bike,nil
938,trip_walking,nil
939,trip_minibus,nil
939,trip_bike,nil
939,trip_walking,nil
940,trip_minibus,nil
940,trip_bike,nil
940,trip_walking,nil
941,trip_minibus,nil
941,trip_bike,nil
941,trip_walking,nil
942,trip_minibus,nil
942,trip_bike,nil
942,trip_walking,nil
943,trip_minibus,nil
943,trip_bike,nil
943,trip_walking,nil
944,trip_minibus,nil
944,trip_bike,nil
944,trip_walking,nil
945,trip_minibus,nil
945,trip_bike,nil
945,trip_walking,nil
946,trip_minibus,nil
946,trip_bike,nil
946,trip_walking,nil
947,trip_minibus,nil
947,trip_bike,nil
947,trip_walking,nil
948,trip_minibus,nil
948,trip_bike,nil
948,trip_walking,nil
949,trip_minibus,nil
949,trip_bike,nil
949,trip_walking,nil
950,trip_minibus,nil
950,trip_bike,nil
950,trip_walking,nil
951,trip_minibus,nil
951,trip_bike,nil
951,trip_walking,nil
952,trip_minibus,nil
952,trip_bike,nil
952,trip_walking,nil
953,trip_minibus,nil
953,trip_bike,nil
953,trip_walking,nil
954,trip_minibus,nil
954,trip_bike,nil
954,trip_walking,nil
955,trip_minibus,nil
955,trip_bike,nil
955,trip_walking,nil
956,trip_minibus,nil
956,trip_bike,nil
956,trip_walking,nil
957,trip_minibus,nil
957,trip_bike,nil
957,trip_walking,nil
958,trip_minibus,nil
958,trip_bike,nil
958,trip_walking,nil
959,trip_minibus,nil
959,trip_bike,nil
959,trip_walking,nil
960,trip_minibus,nil
960,trip_bike,nil
960,trip_walking,nil
961,trip_minibus,nil
961,trip_bike,nil
961,trip_walking,nil
962,trip_minibus,nil
962,trip_bike,nil
962,trip_walking,nil
963,trip_minibus,nil
963,trip_bike,nil
963,trip_walking,nil
964,trip_minibus,nil
964,trip_bike,nil
964,trip_walking,nil
965,trip_minibus,nil
965,trip_bike,nil
965,trip_walking,nil
966,trip_minibus,nil
966,trip_bike,nil
966,trip_walking,nil
967,trip_minibus,nil
967,trip_bike,nil
967,trip_walking,nil
968,trip_minibus,nil
968,trip_bike,nil
968,trip_walking,nil
969,trip_minibus,nil
969,trip_bike,nil
969,trip_walking,nil
970,trip_minibus,nil
970,trip_bike,nil
970,trip_walking,nil
971,trip_minibus,nil
971,trip_bike,nil
971,trip_walking,nil
972,trip_minibus,nil
972,trip_bike,nil
972,trip_walking,nil
973,trip_minibus,nil
973,trip_bike,nil
973,trip_walking,nil
974,trip_minibus,nil
974,trip_bike,nil
974,trip_walking,nil
975,trip_minibus,nil
975,trip_bike,nil
975,trip_walking,nil
976,trip_minibus,nil
976,trip_bike,nil
976,trip_walking,nil
977,trip_minibus,nil
977,trip_bike,nil
977,trip_walking,nil
978,trip_minibus,nil
978,trip_bike,nil
978,trip_walking,nil
979,trip_minibus,nil
979,trip_bike,nil
979,trip_walking,nil
980,trip_minibus,nil
980,trip_bike,nil
980,trip_walking,nil
981,trip_minibus,nil
981,trip_bike,nil
981,trip_walking,nil
982,trip_minibus,nil
982,trip_bike,nil
982,trip_walking,nil
983,trip_minibus,nil
983,trip_bike,nil
983,trip_walking,nil
984,trip_minibus,nil
984,trip_bike,nil
984,trip_walking,nil
985,trip_minibus,nil
985,trip_bike,nil
985,trip_walking,nil
986,trip_minibus,nil
986,trip_bike,nil
986,trip_walking,nil
987,trip_minibus,nil
987,trip_bike,nil
987,trip_walking,nil
988,trip_minibus,nil
988,trip_bike,nil
988,trip_walking,nil
989,trip_minibus,nil
989,trip_bike,nil
989,trip_walking,nil
990,trip_minibus,nil
990,trip_bike,nil
990,trip_walking,nil
991,trip_minibus,nil
991,trip_bike,nil
991,trip_walking,nil
992,trip_minibus,nil
992,trip_bike,nil
992,trip_walking,nil
993,trip_minibus,nil
993,trip_bike,nil
993,trip_walking,nil
994,trip_minibus,nil
994,trip_bike,nil
994,trip_walking,nil
995,trip_minibus,nil
995,trip_bike,nil
995,trip_walking,nil
996,trip_minibus,nil
996,trip_bike,nil
996,trip_walking,nil
997,trip_minibus,nil
997,trip_bike,nil
997,trip_walking,nil
998,trip_minibus,nil
998,trip_bike,nil
998,trip_walking,nil
999,trip_minibus,nil
999,trip_bike,nil
999,trip_walking,nil
1000,trip_minibus,nil
1000,trip_bike,nil
1000,trip_walking,nil
1001,trip_minibus,nil
1001,trip_bike,nil
1001,trip_walking,nil
1002,trip_minibus,nil
1002,trip_bike,nil
1002,trip_walking,nil
1003,trip_minibus,nil
1003,trip_bike,nil
1003,trip_walking,nil
1004,trip_minibus,nil
1004,trip_bike,nil
1004,trip_walking,nil
1005,trip_minibus,nil
1005,trip_bike,nil
1005,trip_walking,nil
1006,trip_minibus,nil
1006,trip_bike,nil
1006,trip_walking,nil
1007,trip_minibus,nil
1007,trip_bike,nil
1007,trip_walking,nil
1008,trip_minibus,nil
1008,trip_bike,nil
1008,trip_walking,nil
1009,trip_minibus,nil
1009,trip_bike,nil
1009,trip_walking,nil
1010,trip_minibus,nil
1010,trip_bike,nil
1010,trip_walking,nil
1011,trip_minibus,nil
1011,trip_bike,nil
1011,trip_walking,nil
1012,trip_minibus,nil
1012,trip_bike,nil
1012,trip_walking,nil
1013,trip_minibus,nil
1013,trip_bike,nil
1013,trip_walking,nil
1014,trip_minibus,nil
1014,trip_bike,nil
1014,trip_walking,nil
1015,trip_minibus,nil
1015,trip_bike,nil
1015,trip_walking,nil
1016,trip_minibus,nil
1016,trip_bike,nil
1016,trip_walking,nil
1017,trip_minibus,nil
1017,trip_bike,nil
1017,trip_walking,nil
1018,trip_minibus,nil
1018,trip_bike,nil
1018,trip_walking,nil
1019,trip_minibus,nil
1019,trip_bike,nil
1019,trip_walking,nil
1020,trip_minibus,nil
1020,trip_bike,nil
1020,trip_walking,nil
1021,trip_minibus,nil
1021,trip_bike,nil
1021,trip_walking,nil
1022,trip_minibus,nil
1022,trip_bike,nil
1022,trip_walking,nil
1023,trip_minibus,nil
1023,trip_bike,nil
1023,trip_walking,nil
1024,trip_minibus,nil
1024,trip_bike,nil
1024,trip_walking,nil
1025,trip_minibus,nil
1025,trip_bike,nil
1025,trip_walking,nil
1026,trip_minibus,nil
1026,trip_bike,nil
1026,trip_walking,nil
1027,trip_minibus,nil
1027,trip_bike,nil
1027,trip_walking,nil
1028,trip_minibus,nil
1028,trip_bike,nil
1028,trip_walking,nil
1029,trip_minibus,nil
1029,trip_bike,nil
1029,trip_walking,nil
1030,trip_minibus,nil
1030,trip_bike,nil
1030,trip_walking,nil
1031,trip_minibus,nil
1031,trip_bike,nil
1031,trip_walking,nil
1032,trip_minibus,nil
1032,trip_bike,nil
1032,trip_walking,nil
1033,trip_minibus,nil
1033,trip_bike,nil
1033,trip_walking,nil
1034,trip_minibus,nil
1034,trip_bike,nil
1034,trip_walking,nil
1035,trip_minibus,nil
1035,trip_bike,nil
1035,trip_walking,nil
1036,trip_minibus,nil
1036,trip_bike,nil
1036,trip_walking,nil
1037,trip_minibus,nil
1037,trip_bike,nil
1037,trip_walking,nil
1038,trip_minibus,nil
1038,trip_bike,nil
1038,trip_walking,nil
1039,trip_minibus,nil
1039,trip_bike,nil
1039,trip_walking,nil
1040,trip_minibus,nil
1040,trip_bike,nil
1040,trip_walking,nil
1041,trip_minibus,nil
1041,trip_bike,nil
1041,trip_walking,nil
1042,trip_minibus,nil
1042,trip_bike,nil
1042,trip_walking,nil
1043,trip_minibus,nil
1043,trip_bike,nil
1043,trip_walking,nil
1044,trip_minibus,nil
1044,trip_bike,nil
1044,trip_walking,nil
1045,trip_minibus,nil
1045,trip_bike,nil
1045,trip_walking,nil
1046,trip_minibus,nil
1046,trip_bike,nil
1046,trip_walking,nil
1047,trip_minibus,nil
1047,trip_bike,nil
1047,trip_walking,nil
1048,trip_minibus,nil
1048,trip_bike,nil
1048,trip_walking,nil
1049,trip_minibus,nil
1049,trip_bike,nil
1049,trip_walking,nil
1050,trip_minibus,nil
1050,trip_bike,nil
1050,trip_walking,nil
1051,trip_minibus,nil
1051,trip_bike,nil
1051,trip_walking,nil
1052,trip_minibus,nil
1052,trip_bike,nil
1052,trip_walking,nil
1053,trip_minibus,nil
1053,trip_bike,nil
1053,trip_walking,nil
1054,trip_minibus,nil
1054,trip_bike,nil
1054,trip_walking,nil
1055,trip_minibus,nil
1055,trip_bike,nil
1055,trip_walking,nil
1056,trip_minibus,nil
1056,trip_bike,nil
1056,trip_walking,nil
1057,trip_minibus,nil
1057,trip_bike,nil
1057,trip_walking,nil
1058,trip_minibus,nil
1058,trip_bike,nil
1058,trip_walking,nil
1059,trip_minibus,nil
1059,trip_bike,nil
1059,trip_walking,nil
1060,trip_minibus,nil
1060,trip_bike,nil
1060,trip_walking,nil
1061,trip_minibus,nil
1061,trip_bike,nil
1061,trip_walking,nil
1062,trip_minibus,nil
1062,trip_bike,nil
1062,trip_walking,nil
1063,trip_minibus,nil
1063,trip_bike,nil
1063,trip_walking,nil
1064,trip_minibus,nil
1064,trip_bike,nil
1064,trip_walking,nil
1065,trip_minibus,nil
1065,trip_bike,nil
1065,trip_walking,nil
1066,trip_minibus,nil
1066,trip_bike,nil
1066,trip_walking,nil
1067,trip_minibus,nil
1067,trip_bike,nil
1067,trip_walking,nil
1068,trip_minibus,nil
1068,trip_bike,nil
1068,trip_walking,nil
1069,trip_minibus,nil
1069,trip_bike,nil
1069,trip_walking,nil
1070,trip_minibus,nil
1070,trip_bike,nil
1070,trip_walking,nil
1071,trip_minibus,nil
1071,trip_bike,nil
1071,trip_walking,nil
1072,trip_minibus,nil
1072,trip_bike,nil
1072,trip_walking,nil
1073,trip_minibus,nil
1073,trip_bike,nil
1073,trip_walking,nil
1074,trip_minibus,nil
1074,trip_bike,nil
1074,trip_walking,nil
1075,trip_minibus,nil
1075,trip_bike,nil
1075,trip_walking,nil
1076,trip_minibus,nil
1076,trip_bike,nil
1076,trip_walking,nil
1077,trip_minibus,nil
1077,trip_bike,nil
1077,trip_walking,nil
1078,trip_minibus,nil
1078,trip_bike,nil
1078,trip_walking,nil
1079,trip_minibus,nil
1079,trip_bike,nil
1079,trip_walking,nil
1080,trip_minibus,nil
1080,trip_bike,nil
1080,trip_walking,nil
1081,trip_minibus,nil
1081,trip_bike,nil
1081,trip_walking,nil
1082,trip_minibus,nil
1082,trip_bike,nil
1082,trip_walking,nil
1083,trip_minibus,nil
1083,trip_bike,nil
1083,trip_walking,nil
1084,trip_minibus,nil
1084,trip_bike,nil
1084,trip_walking,nil
1085,trip_minibus,nil
1085,trip_bike,nil
1085,trip_walking,nil
1086,trip_minibus,nil
1086,trip_bike,nil
1086,trip_walking,nil
1087,trip_minibus,nil
1087,trip_bike,nil
1087,trip_walking,nil
1088,trip_minibus,nil
1088,trip_bike,nil
1088,trip_walking,nil
1089,trip_minibus,nil
1089,trip_bike,nil
1089,trip_walking,nil
1090,trip_minibus,nil
1090,trip_bike,nil
1090,trip_walking,nil
1091,trip_minibus,nil
1091,trip_bike,nil
1091,trip_walking,nil
1092,trip_minibus,nil
1092,trip_bike,nil
1092,trip_walking,nil
1093,trip_minibus,nil
1093,trip_bike,nil
1093,trip_walking,nil
1094,trip_minibus,nil
1094,trip_bike,nil
1094,trip_walking,nil
1095,trip_minibus,nil
1095,trip_bike,nil
1095,trip_walking,nil
1096,trip_minibus,nil
1096,trip_bike,nil
1096,trip_walking,nil
1097,trip_minibus,nil
1097,trip_bike,nil
1097,trip_walking,nil
1098,trip_minibus,nil
1098,trip_bike,nil
1098,trip_walking,nil
1099,trip_minibus,nil
1099,trip_bike,nil
1099,trip_walking,nil
1100,trip_minibus,nil
1100,trip_bike,nil
1100,trip_walking,nil
1101,trip_minibus,nil
1101,trip_bike,nil
1101,trip_walking,nil
1102,trip_minibus,nil
1102,trip_bike,nil
1102,trip_walking,nil
1103,trip_minibus,nil
1103,trip_bike,nil
1103,trip_walking,nil
1104,trip_minibus,nil
1104,trip_bike,nil
1104,trip_walking,nil
1105,trip_minibus,nil
1105,trip_bike,nil
1105,trip_walking,nil
1106,trip_minibus,nil
1106,trip_bike,nil
1106,trip_walking,nil
1107,trip_minibus,nil
1107,trip_bike,nil
1107,trip_walking,nil
1108,trip_minibus,nil
1108,trip_bike,nil
1108,trip_walking,nil
1109,trip_minibus,nil
1109,trip_bike,nil
1109,trip_walking,nil
1110,trip_minibus,nil
1110,trip_bike,nil
1110,trip_walking,nil
1111,trip_minibus,nil
1111,trip_bike,nil
1111,trip_walking,nil
1112,trip_minibus,nil
1112,trip_bike,nil
1112,trip_walking,nil
1113,trip_minibus,nil
1113,trip_bike,nil
1113,trip_walking,nil
1114,trip_minibus,nil
1114,trip_bike,nil
1114,trip_walking,nil
1115,trip_minibus,nil
1115,trip_bike,nil
1115,trip_walking,nil
1116,trip_minibus,nil
1116,trip_bike,nil
1116,trip_walking,nil
1117,trip_minibus,nil
1117,trip_bike,nil
1117,trip_walking,nil
1118,trip_minibus,nil
1118,trip_bike,nil
1118,trip_walking,nil
1119,trip_minibus,nil
1119,trip_bike,nil
1119,trip_walking,nil
1120,trip_minibus,nil
1120,trip_bike,nil
1120,trip_walking,nil
1121,trip_minibus,nil
1121,trip_bike,nil
1121,trip_walking,nil
1122,trip_minibus,nil
1122,trip_bike,nil
1122,trip_walking,nil
1123,trip_minibus,nil
1123,trip_bike,nil
1123,trip_walking,nil
1124,trip_minibus,nil
1124,trip_bike,nil
1124,trip_walking,nil
1125,trip_minibus,nil
1125,trip_bike,nil
1125,trip_walking,nil
1126,trip_minibus,nil
1126,trip_bike,nil
1126,trip_walking,nil
1127,trip_minibus,nil
1127,trip_bike,nil
1127,trip_walking,nil
1128,trip_minibus,nil
1128,trip_bike,nil
1128,trip_walking,nil
1129,trip_minibus,nil
1129,trip_bike,nil
1129,trip_walking,nil
1130,trip_minibus,nil
1130,trip_bike,nil
1130,trip_walking,nil
1131,trip_minibus,nil
1131,trip_bike,nil
1131,trip_walking,nil
1132,trip_minibus,nil
1132,trip_bike,nil
1132,trip_walking,nil
1133,trip_minibus,nil
1133,trip_bike,nil
1133,trip_walking,nil
1134,trip_minibus,nil
1134,trip_bike,nil
1134,trip_walking,nil
1135,trip_minibus,nil
1135,trip_bike,nil
1135,trip_walking,nil
1136,trip_minibus,nil
1136,trip_bike,nil
1136,trip_walking,nil
1137,trip_minibus,nil
1137,trip_bike,nil
1137,trip_walking,nil
1138,trip_minibus,nil
1138,trip_bike,nil
1138,trip_walking,nil
1139,trip_minibus,nil
1139,trip_bike,nil
1139,trip_walking,nil
1140,trip_minibus,nil
1140,trip_bike,nil
1140,trip_walking,nil
1141,trip_minibus,nil
1141,trip_bike,nil
1141,trip_walking,nil
1142,trip_minibus,nil
1142,trip_bike,nil
1142,trip_walking,nil
1143,trip_minibus,nil
1143,trip_bike,nil
1143,trip_walking,nil
1144,trip_minibus,nil
1144,trip_bike,nil
1144,trip_walking,nil
1145,trip_minibus,nil
1145,trip_bike,nil
1145,trip_walking,nil
1146,trip_minibus,nil
1146,trip_bike,nil
1146,trip_walking,nil
1147,trip_minibus,nil
1147,trip_bike,nil
1147,trip_walking,nil
1148,trip_minibus,nil
1148,trip_bike,nil
1148,trip_walking,nil
1149,trip_minibus,nil
1149,trip_bike,nil
1149,trip_walking,nil
1150,trip_minibus,nil
1150,trip_bike,nil
1150,trip_walking,nil
1151,trip_minibus,nil
1151,trip_bike,nil
1151,trip_walking,nil
1152,trip_minibus,nil
1152,trip_bike,nil
1152,trip_walking,nil
1153,trip_minibus,nil
1153,trip_bike,nil
1153,trip_walking,nil
1154,trip_minibus,nil
1154,trip_bike,nil
1154,trip_walking,nil
1155,trip_minibus,nil
1155,trip_bike,nil
1155,trip_walking,nil
1156,trip_minibus,nil
1156,trip_bike,nil
1156,trip_walking,nil
1157,trip_minibus,nil
1157,trip_bike,nil
1157,trip_walking,nil
1158,trip_minibus,nil
1158,trip_bike,nil
1158,trip_walking,nil
1159,trip_minibus,nil
1159,trip_bike,nil
1159,trip_walking,nil
1160,trip_minibus,nil
1160,trip_bike,nil
1160,trip_walking,nil
1161,trip_minibus,nil
1161,trip_bike,nil
1161,trip_walking,nil
1162,trip_minibus,nil
1162,trip_bike,nil
1162,trip_walking,nil
1163,trip_minibus,nil
1163,trip_bike,nil
1163,trip_walking,nil
1164,trip_minibus,nil
1164,trip_bike,nil
1164,trip_walking,nil
1165,trip_minibus,nil
1165,trip_bike,nil
1165,trip_walking,nil
1166,trip_minibus,nil
1166,trip_bike,nil
1166,trip_walking,nil
1167,trip_minibus,nil
1167,trip_bike,nil
1167,trip_walking,nil
1168,trip_minibus,nil
1168,trip_bike,nil
1168,trip_walking,nil
1169,trip_minibus,nil
1169,trip_bike,nil
1169,trip_walking,nil
1170,trip_minibus,nil
1170,trip_bike,nil
1170,trip_walking,nil
1171,trip_minibus,nil
1171,trip_bike,nil
1171,trip_walking,nil
1172,trip_minibus,nil
1172,trip_bike,nil
1172,trip_walking,nil
1173,trip_minibus,nil
1173,trip_bike,nil
1173,trip_walking,nil
1174,trip_minibus,nil
1174,trip_bike,nil
1174,trip_walking,nil
1175,trip_minibus,nil
1175,trip_bike,nil
1175,trip_walking,nil
1176,trip_minibus,nil
1176,trip_bike,nil
1176,trip_walking,nil
1177,trip_minibus,nil
1177,trip_bike,nil
1177,trip_walking,nil
1178,trip_minibus,nil
1178,trip_bike,nil
1178,trip_walking,nil
1179,trip_minibus,nil
1179,trip_bike,nil
1179,trip_walking,nil
1180,trip_minibus,nil
1180,trip_bike,nil
1180,trip_walking,nil
1181,trip_minibus,nil
1181,trip_bike,nil
1181,trip_walking,nil
1182,trip_minibus,nil
1182,trip_bike,nil
1182,trip_walking,nil
1183,trip_minibus,nil
1183,trip_bike,nil
1183,trip_walking,nil
1184,trip_minibus,nil
1184,trip_bike,nil
1184,trip_walking,nil
1185,trip_minibus,nil
1185,trip_bike,nil
1185,trip_walking,nil
1186,trip_minibus,nil
1186,trip_bike,nil
1186,trip_walking,nil
1187,trip_minibus,nil
1187,trip_bike,nil
1187,trip_walking,nil
1188,trip_minibus,nil
1188,trip_bike,nil
1188,trip_walking,nil
1189,trip_minibus,nil
1189,trip_bike,nil
1189,trip_walking,nil
1190,trip_minibus,nil
1190,trip_bike,nil
1190,trip_walking,nil
1191,trip_minibus,nil
1191,trip_bike,nil
1191,trip_walking,nil
1192,trip_minibus,nil
1192,trip_bike,nil
1192,trip_walking,nil
1193,trip_minibus,nil
1193,trip_bike,nil
1193,trip_walking,nil
1194,trip_minibus,nil
1194,trip_bike,nil
1194,trip_walking,nil
1195,trip_minibus,nil
1195,trip_bike,nil
1195,trip_walking,nil
1196,trip_minibus,nil
1196,trip_bike,nil
1196,trip_walking,nil
1197,trip_minibus,nil
1197,trip_bike,nil
1197,trip_walking,nil
1198,trip_minibus,nil
1198,trip_bike,nil
1198,trip_walking,nil
1199,trip_minibus,nil
1199,trip_bike,nil
1199,trip_walking,nil
1200,trip_minibus,nil
1200,trip_bike,nil
1200,trip_walking,nil
1201,trip_minibus,nil
1201,trip_bike,nil
1201,trip_walking,nil
1202,trip_minibus,nil
1202,trip_bike,nil
1202,trip_walking,nil
1203,trip_minibus,nil
1203,trip_bike,nil
1203,trip_walking,nil
1204,trip_minibus,nil
1204,trip_bike,nil
1204,trip_walking,nil
1205,trip_minibus,nil
1205,trip_bike,nil
1205,trip_walking,nil
1206,trip_minibus,nil
1206,trip_bike,nil
1206,trip_walking,nil
1207,trip_minibus,nil
1207,trip_bike,nil
1207,trip_walking,nil
1208,trip_minibus,nil
1208,trip_bike,nil
1208,trip_walking,nil
1209,trip_minibus,nil
1209,trip_bike,nil
1209,trip_walking,nil
1210,trip_minibus,nil
1210,trip_bike,nil
1210,trip_walking,nil
1211,trip_minibus,nil
1211,trip_bike,nil
1211,trip_walking,nil
1212,trip_minibus,nil
1212,trip_bike,nil
