cycle,o,tick_consumption_Uo
1936,school,0.2
1937,modular house,0.2
1937,modular house extension,nil
1937,wooden house,0.2
1937,plastic factory,0.2
1937,company,0.2
1937,leisure,0.2
1937,school,0.2
1938,modular house,0.2
1938,modular house extension,nil
1938,wooden house,0.2
1938,plastic factory,0.2
1938,company,0.2
1938,leisure,0.2
1938,school,0.2
1939,modular house,0.2
1939,modular house extension,nil
1939,wooden house,0.2
1939,plastic factory,0.2
1939,company,0.2
1939,leisure,0.2
1939,school,0.2
1940,modular house,0.2
1940,modular house extension,nil
1940,wooden house,0.2
1940,plastic factory,0.2
1940,company,0.2
1940,leisure,0.2
1940,school,0.2
1941,modular house,0.2
1941,modular house extension,nil
1941,wooden house,0.2
1941,plastic factory,0.2
1941,company,0.2
1941,leisure,0.2
1941,school,0.2
1942,modular house,0.2
1942,modular house extension,nil
1942,wooden house,0.2
1942,plastic factory,0.2
1942,company,0.2
1942,leisure,0.2
1942,school,0.2
1943,modular house,0.2
1943,modular house extension,nil
1943,wooden house,0.2
1943,plastic factory,0.2
1943,company,0.2
1943,leisure,0.2
1943,school,0.2
1944,modular house,0.2
1944,modular house extension,nil
1944,wooden house,0.2
1944,plastic factory,0.2
1944,company,0.2
1944,leisure,0.2
1944,school,0.2
1945,modular house,0.2
1945,modular house extension,nil
1945,wooden house,0.2
1945,plastic factory,0.2
1945,company,0.2
1945,leisure,0.2
1945,school,0.2
1946,modular house,0.2
1946,modular house extension,nil
1946,wooden house,0.2
1946,plastic factory,0.2
1946,company,0.2
1946,leisure,0.2
1946,school,0.2
1947,modular house,0.2
1947,modular house extension,nil
1947,wooden house,0.2
1947,plastic factory,0.2
1947,company,0.2
1947,leisure,0.2
1947,school,0.2
1948,modular house,0.2
1948,modular house extension,nil
1948,wooden house,0.2
1948,plastic factory,0.2
1948,company,0.2
1948,leisure,0.2
1948,school,0.2
1949,modular house,0.2
1949,modular house extension,nil
1949,wooden house,0.2
1949,plastic factory,0.2
1949,company,0.2
1949,leisure,0.2
1949,school,0.2
1950,modular house,0.2
1950,modular house extension,nil
1950,wooden house,0.2
1950,plastic factory,0.2
1950,company,0.2
1950,leisure,0.2
1950,school,0.2
1951,modular house,0.2
1951,modular house extension,nil
1951,wooden house,0.2
1951,plastic factory,0.2
1951,company,0.2
1951,leisure,0.2
1951,school,0.2
1952,modular house,0.2
1952,modular house extension,nil
1952,wooden house,0.2
1952,plastic factory,0.2
1952,company,0.2
1952,leisure,0.2
1952,school,0.2
1953,modular house,0.2
1953,modular house extension,nil
1953,wooden house,0.2
1953,plastic factory,0.2
1953,company,0.2
1953,leisure,0.2
1953,school,0.2
1954,modular house,0.2
1954,modular house extension,nil
1954,wooden house,0.2
1954,plastic factory,0.2
1954,company,0.2
1954,leisure,0.2
1954,school,0.2
1955,modular house,0.2
1955,modular house extension,nil
1955,wooden house,0.2
1955,plastic factory,0.2
1955,company,0.2
1955,leisure,0.2
1955,school,0.2
1956,modular house,0.2
1956,modular house extension,nil
1956,wooden house,0.2
1956,plastic factory,0.2
1956,company,0.2
1956,leisure,0.2
1956,school,0.2
1957,modular house,0.2
1957,modular house extension,nil
1957,wooden house,0.2
1957,plastic factory,0.2
1957,company,0.2
1957,leisure,0.2
1957,school,0.2
1958,modular house,0.2
1958,modular house extension,nil
1958,wooden house,0.2
1958,plastic factory,0.2
1958,company,0.2
1958,leisure,0.2
1958,school,0.2
1959,modular house,0.2
1959,modular house extension,nil
1959,wooden house,0.2
1959,plastic factory,0.2
1959,company,0.2
1959,leisure,0.2
1959,school,0.2
1960,modular house,0.2
1960,modular house extension,nil
1960,wooden house,0.2
1960,plastic factory,0.2
1960,company,0.2
1960,leisure,0.2
1960,school,0.2
1961,modular house,0.2
1961,modular house extension,nil
1961,wooden house,0.2
1961,plastic factory,0.2
1961,company,0.2
1961,leisure,0.2
1961,school,0.2
1962,modular house,0.2
1962,modular house extension,nil
1962,wooden house,0.2
1962,plastic factory,0.2
1962,company,0.2
1962,leisure,0.2
1962,school,0.2
1963,modular house,0.2
1963,modular house extension,nil
1963,wooden house,0.2
1963,plastic factory,0.2
1963,company,0.2
1963,leisure,0.2
1963,school,0.2
1964,modular house,0.2
1964,modular house extension,nil
1964,wooden house,0.2
1964,plastic factory,0.2
1964,company,0.2
1964,leisure,0.2
1964,school,0.2
1965,modular house,0.2
1965,modular house extension,nil
1965,wooden house,0.2
1965,plastic factory,0.2
1965,company,0.2
1965,leisure,0.2
1965,school,0.2
1966,modular house,0.2
1966,modular house extension,nil
1966,wooden house,0.2
1966,plastic factory,0.2
1966,company,0.2
1966,leisure,0.2
1966,school,0.2
1967,modular house,0.2
1967,modular house extension,nil
1967,wooden house,0.2
1967,plastic factory,0.2
1967,company,0.2
1967,leisure,0.2
1967,school,0.2
1968,modular house,0.2
1968,modular house extension,nil
1968,wooden house,0.2
1968,plastic factory,0.2
1968,company,0.2
1968,leisure,0.2
1968,school,0.2
1969,modular house,0.2
1969,modular house extension,nil
1969,wooden house,0.2
1969,plastic factory,0.2
1969,company,0.2
1969,leisure,0.2
1969,school,0.2
1970,modular house,0.2
1970,modular house extension,nil
1970,wooden house,0.2
1970,plastic factory,0.2
1970,company,0.2
1970,leisure,0.2
1970,school,0.2
1971,modular house,0.2
1971,modular house extension,nil
1971,wooden house,0.2
1971,plastic factory,0.2
1971,company,0.2
1971,leisure,0.2
1971,school,0.2
1972,modular house,0.2
1972,modular house extension,nil
1972,wooden house,0.2
1972,plastic factory,0.2
1972,company,0.2
1972,leisure,0.2
1972,school,0.2
1973,modular house,0.2
1973,modular house extension,nil
1973,wooden house,0.2
1973,plastic factory,0.2
1973,company,0.2
1973,leisure,0.2
1973,school,0.2
1974,modular house,0.2
1974,modular house extension,nil
1974,wooden house,0.2
1974,plastic factory,0.2
1974,company,0.2
1974,leisure,0.2
1974,school,0.2
1975,modular house,0.2
1975,modular house extension,nil
1975,wooden house,0.2
1975,plastic factory,0.2
1975,company,0.2
1975,leisure,0.2
1975,school,0.2
1976,modular house,0.2
1976,modular house extension,nil
1976,wooden house,0.2
1976,plastic factory,0.2
1976,company,0.2
1976,leisure,0.2
1976,school,0.2
1977,modular house,0.2
1977,modular house extension,nil
1977,wooden house,0.2
1977,plastic factory,0.2
1977,company,0.2
1977,leisure,0.2
1977,school,0.2
1978,modular house,0.2
1978,modular house extension,nil
1978,wooden house,0.2
1978,plastic factory,0.2
1978,company,0.2
1978,leisure,0.2
1978,school,0.2
1979,modular house,0.2
1979,modular house extension,nil
1979,wooden house,0.2
1979,plastic factory,0.2
1979,company,0.2
1979,leisure,0.2
1979,school,0.2
1980,modular house,0.2
1980,modular house extension,nil
1980,wooden house,0.2
1980,plastic factory,0.2
1980,company,0.2
1980,leisure,0.2
1980,school,0.2
1981,modular house,0.2
1981,modular house extension,nil
1981,wooden house,0.2
1981,plastic factory,0.2
1981,company,0.2
1981,leisure,0.2
1981,school,0.2
1982,modular house,0.2
1982,modular house extension,nil
1982,wooden house,0.2
1982,plastic factory,0.2
1982,company,0.2
1982,leisure,0.2
1982,school,0.2
1983,modular house,0.2
1983,modular house extension,nil
1983,wooden house,0.2
1983,plastic factory,0.2
1983,company,0.2
1983,leisure,0.2
1983,school,0.2
1984,modular house,0.2
1984,modular house extension,nil
1984,wooden house,0.2
1984,plastic factory,0.2
1984,company,0.2
1984,leisure,0.2
1984,school,0.2
1985,modular house,0.2
1985,modular house extension,nil
1985,wooden house,0.2
1985,plastic factory,0.2
1985,company,0.2
1985,leisure,0.2
1985,school,0.2
1986,modular house,0.2
1986,modular house extension,nil
1986,wooden house,0.2
1986,plastic factory,0.2
1986,company,0.2
1986,leisure,0.2
1986,school,0.2
1987,modular house,0.2
1987,modular house extension,nil
1987,wooden house,0.2
1987,plastic factory,0.2
1987,company,0.2
1987,leisure,0.2
1987,school,0.2
1988,modular house,0.2
1988,modular house extension,nil
1988,wooden house,0.2
1988,plastic factory,0.2
1988,company,0.2
1988,leisure,0.2
1988,school,0.2
1989,modular house,0.2
1989,modular house extension,nil
1989,wooden house,0.2
1989,plastic factory,0.2
1989,company,0.2
1989,leisure,0.2
1989,school,0.2
1990,modular house,0.2
1990,modular house extension,nil
1990,wooden house,0.2
1990,plastic factory,0.2
1990,company,0.2
1990,leisure,0.2
1990,school,0.2
1991,modular house,0.2
1991,modular house extension,nil
1991,wooden house,0.2
1991,plastic factory,0.2
1991,company,0.2
1991,leisure,0.2
1991,school,0.2
1992,modular house,0.2
1992,modular house extension,nil
1992,wooden house,0.2
1992,plastic factory,0.2
1992,company,0.2
1992,leisure,0.2
1992,school,0.2
1993,modular house,0.2
1993,modular house extension,nil
1993,wooden house,0.2
1993,plastic factory,0.2
1993,company,0.2
1993,leisure,0.2
1993,school,0.2
1994,modular house,0.2
1994,modular house extension,nil
1994,wooden house,0.2
1994,plastic factory,0.2
1994,company,0.2
1994,leisure,0.2
1994,school,0.2
1995,modular house,0.2
1995,modular house extension,nil
1995,wooden house,0.2
1995,plastic factory,0.2
1995,company,0.2
1995,leisure,0.2
1995,school,0.2
1996,modular house,0.2
1996,modular house extension,nil
1996,wooden house,0.2
1996,plastic factory,0.2
1996,company,0.2
1996,leisure,0.2
1996,school,0.2
1997,modular house,0.2
1997,modular house extension,nil
1997,wooden house,0.2
1997,plastic factory,0.2
1997,company,0.2
1997,leisure,0.2
1997,school,0.2
1998,modular house,0.2
1998,modular house extension,nil
1998,wooden house,0.2
1998,plastic factory,0.2
1998,company,0.2
1998,leisure,0.2
1998,school,0.2
1999,modular house,0.2
1999,modular house extension,nil
1999,wooden house,0.2
1999,plastic factory,0.2
1999,company,0.2
1999,leisure,0.2
1999,school,0.2
2000,modular house,0.2
2000,modular house extension,nil
2000,wooden house,0.2
2000,plastic factory,0.2
2000,company,0.2
2000,leisure,0.2
2000,school,0.2
2001,modular house,0.2
2001,modular house extension,nil
2001,wooden house,0.2
2001,plastic factory,0.2
2001,company,0.2
2001,leisure,0.2
2001,school,0.2
2002,modular house,0.2
2002,modular house extension,nil
2002,wooden house,0.2
2002,plastic factory,0.2
2002,company,0.2
2002,leisure,0.2
2002,school,0.2
2003,modular house,0.2
2003,modular house extension,nil
2003,wooden house,0.2
2003,plastic factory,0.2
2003,company,0.2
2003,leisure,0.2
2003,school,0.2
2004,modular house,0.2
2004,modular house extension,nil
2004,wooden house,0.2
2004,plastic factory,0.2
2004,company,0.2
2004,leisure,0.2
2004,school,0.2
2005,modular house,0.2
2005,modular house extension,nil
2005,wooden house,0.2
2005,plastic factory,0.2
2005,company,0.2
2005,leisure,0.2
2005,school,0.2
2006,modular house,0.2
2006,modular house extension,nil
2006,wooden house,0.2
2006,plastic factory,0.2
2006,company,0.2
2006,leisure,0.2
2006,school,0.2
2007,modular house,0.2
2007,modular house extension,nil
2007,wooden house,0.2
2007,plastic factory,0.2
2007,company,0.2
2007,leisure,0.2
2007,school,0.2
2008,modular house,0.2
2008,modular house extension,nil
2008,wooden house,0.2
2008,plastic factory,0.2
2008,company,0.2
2008,leisure,0.2
2008,school,0.2
2009,modular house,0.2
2009,modular house extension,nil
2009,wooden house,0.2
2009,plastic factory,0.2
2009,company,0.2
2009,leisure,0.2
2009,school,0.2
2010,modular house,0.2
2010,modular house extension,nil
2010,wooden house,0.2
2010,plastic factory,0.2
2010,company,0.2
2010,leisure,0.2
2010,school,0.2
2011,modular house,0.2
2011,modular house extension,nil
2011,wooden house,0.2
2011,plastic factory,0.2
2011,company,0.2
2011,leisure,0.2
2011,school,0.2
2012,modular house,0.2
2012,modular house extension,nil
2012,wooden house,0.2
2012,plastic factory,0.2
2012,company,0.2
2012,leisure,0.2
2012,school,0.2
2013,modular house,0.2
2013,modular house extension,nil
2013,wooden house,0.2
2013,plastic factory,0.2
2013,company,0.2
2013,leisure,0.2
2013,school,0.2
2014,modular house,0.2
2014,modular house extension,nil
2014,wooden house,0.2
2014,plastic factory,0.2
2014,company,0.2
2014,leisure,0.2
2014,school,0.2
2015,modular house,0.2
2015,modular house extension,nil
2015,wooden house,0.2
2015,plastic factory,0.2
2015,company,0.2
2015,leisure,0.2
2015,school,0.2
2016,modular house,0.2
2016,modular house extension,nil
2016,wooden house,0.2
2016,plastic factory,0.2
2016,company,0.2
2016,leisure,0.2
2016,school,0.2
2017,modular house,0.2
2017,modular house extension,nil
2017,wooden house,0.2
2017,plastic factory,0.2
2017,company,0.2
2017,leisure,0.2
2017,school,0.2
2018,modular house,0.2
2018,modular house extension,nil
2018,wooden house,0.2
2018,plastic factory,0.2
2018,company,0.2
2018,leisure,0.2
2018,school,0.2
2019,modular house,0.2
2019,modular house extension,nil
2019,wooden house,0.2
2019,plastic factory,0.2
2019,company,0.2
2019,leisure,0.2
2019,school,0.2
2020,modular house,0.2
2020,modular house extension,nil
2020,wooden house,0.2
2020,plastic factory,0.2
2020,company,0.2
2020,leisure,0.2
2020,school,0.2
2021,modular house,0.2
2021,modular house extension,nil
2021,wooden house,0.2
2021,plastic factory,0.2
2021,company,0.2
2021,leisure,0.2
2021,school,0.2
2022,modular house,0.2
2022,modular house extension,nil
2022,wooden house,0.2
2022,plastic factory,0.2
2022,company,0.2
2022,leisure,0.2
2022,school,0.2
2023,modular house,0.2
2023,modular house extension,nil
2023,wooden house,0.2
2023,plastic factory,0.2
2023,company,0.2
2023,leisure,0.2
2023,school,0.2
2024,modular house,0.2
2024,modular house extension,nil
2024,wooden house,0.2
2024,plastic factory,0.2
2024,company,0.2
2024,leisure,0.2
2024,school,0.2
2025,modular house,0.2
2025,modular house extension,nil
2025,wooden house,0.2
2025,plastic factory,0.2
2025,company,0.2
2025,leisure,0.2
2025,school,0.2
2026,modular house,0.2
2026,modular house extension,nil
2026,wooden house,0.2
2026,plastic factory,0.2
2026,company,0.2
2026,leisure,0.2
2026,school,0.2
2027,modular house,0.2
2027,modular house extension,nil
2027,wooden house,0.2
2027,plastic factory,0.2
2027,company,0.2
2027,leisure,0.2
2027,school,0.2
2028,modular house,0.2
2028,modular house extension,nil
2028,wooden house,0.2
2028,plastic factory,0.2
2028,company,0.2
2028,leisure,0.2
2028,school,0.2
2029,modular house,0.2
2029,modular house extension,nil
2029,wooden house,0.2
2029,plastic factory,0.2
2029,company,0.2
2029,leisure,0.2
2029,school,0.2
2030,modular house,0.2
2030,modular house extension,nil
2030,wooden house,0.2
2030,plastic factory,0.2
2030,company,0.2
2030,leisure,0.2
2030,school,0.2
2031,modular house,0.2
2031,modular house extension,nil
2031,wooden house,0.2
2031,plastic factory,0.2
2031,company,0.2
2031,leisure,0.2
2031,school,0.2
2032,modular house,0.2
2032,modular house extension,nil
2032,wooden house,0.2
2032,plastic factory,0.2
2032,company,0.2
2032,leisure,0.2
2032,school,0.2
2033,modular house,0.2
2033,modular house extension,nil
2033,wooden house,0.2
2033,plastic factory,0.2
2033,company,0.2
2033,leisure,0.2
2033,school,0.2
2034,modular house,0.2
2034,modular house extension,nil
2034,wooden house,0.2
2034,plastic factory,0.2
2034,company,0.2
2034,leisure,0.2
2034,school,0.2
2035,modular house,0.2
2035,modular house extension,nil
2035,wooden house,0.2
2035,plastic factory,0.2
2035,company,0.2
2035,leisure,0.2
2035,school,0.2
2036,modular house,0.2
2036,modular house extension,nil
2036,wooden house,0.2
2036,plastic factory,0.2
2036,company,0.2
2036,leisure,0.2
2036,school,0.2
2037,modular house,0.2
2037,modular house extension,nil
2037,wooden house,0.2
2037,plastic factory,0.2
2037,company,0.2
2037,leisure,0.2
2037,school,0.2
2038,modular house,0.2
2038,modular house extension,nil
2038,wooden house,0.2
2038,plastic factory,0.2
2038,company,0.2
2038,leisure,0.2
2038,school,0.2
2039,modular house,0.2
2039,modular house extension,nil
2039,wooden house,0.2
2039,plastic factory,0.2
2039,company,0.2
2039,leisure,0.2
2039,school,0.2
2040,modular house,0.2
2040,modular house extension,nil
2040,wooden house,0.2
2040,plastic factory,0.2
2040,company,0.2
2040,leisure,0.2
2040,school,0.2
2041,modular house,0.2
2041,modular house extension,nil
2041,wooden house,0.2
2041,plastic factory,0.2
2041,company,0.2
2041,leisure,0.2
2041,school,0.2
2042,modular house,0.2
2042,modular house extension,nil
2042,wooden house,0.2
2042,plastic factory,0.2
2042,company,0.2
2042,leisure,0.2
2042,school,0.2
2043,modular house,0.2
2043,modular house extension,nil
2043,wooden house,0.2
2043,plastic factory,0.2
2043,company,0.2
2043,leisure,0.2
2043,school,0.2
2044,modular house,0.2
2044,modular house extension,nil
2044,wooden house,0.2
2044,plastic factory,0.2
2044,company,0.2
2044,leisure,0.2
2044,school,0.2
2045,modular house,0.2
2045,modular house extension,nil
2045,wooden house,0.2
2045,plastic factory,0.2
2045,company,0.2
2045,leisure,0.2
2045,school,0.2
2046,modular house,0.2
2046,modular house extension,nil
2046,wooden house,0.2
2046,plastic factory,0.2
2046,company,0.2
2046,leisure,0.2
2046,school,0.2
2047,modular house,0.2
2047,modular house extension,nil
2047,wooden house,0.2
2047,plastic factory,0.2
2047,company,0.2
2047,leisure,0.2
2047,school,0.2
2048,modular house,0.2
2048,modular house extension,nil
2048,wooden house,0.2
2048,plastic factory,0.2
2048,company,0.2
2048,leisure,0.2
2048,school,0.2
2049,modular house,0.2
2049,modular house extension,nil
2049,wooden house,0.2
2049,plastic factory,0.2
2049,company,0.2
2049,leisure,0.2
2049,school,0.2
2050,modular house,0.2
2050,modular house extension,nil
2050,wooden house,0.2
2050,plastic factory,0.2
2050,company,0.2
2050,leisure,0.2
2050,school,0.2
2051,modular house,0.2
2051,modular house extension,nil
2051,wooden house,0.2
2051,plastic factory,0.2
2051,company,0.2
2051,leisure,0.2
2051,school,0.2
2052,modular house,0.2
2052,modular house extension,nil
2052,wooden house,0.2
2052,plastic factory,0.2
2052,company,0.2
2052,leisure,0.2
2052,school,0.2
2053,modular house,0.2
2053,modular house extension,nil
2053,wooden house,0.2
2053,plastic factory,0.2
2053,company,0.2
2053,leisure,0.2
2053,school,0.2
2054,modular house,0.2
2054,modular house extension,nil
2054,wooden house,0.2
2054,plastic factory,0.2
2054,company,0.2
2054,leisure,0.2
2054,school,0.2
2055,modular house,0.2
2055,modular house extension,nil
2055,wooden house,0.2
2055,plastic factory,0.2
2055,company,0.2
2055,leisure,0.2
2055,school,0.2
2056,modular house,0.2
2056,modular house extension,nil
2056,wooden house,0.2
2056,plastic factory,0.2
2056,company,0.2
2056,leisure,0.2
2056,school,0.2
2057,modular house,0.2
2057,modular house extension,nil
2057,wooden house,0.2
2057,plastic factory,0.2
2057,company,0.2
2057,leisure,0.2
2057,school,0.2
2058,modular house,0.2
2058,modular house extension,nil
2058,wooden house,0.2
2058,plastic factory,0.2
2058,company,0.2
2058,leisure,0.2
2058,school,0.2
2059,modular house,0.2
2059,modular house extension,nil
2059,wooden house,0.2
2059,plastic factory,0.2
2059,company,0.2
2059,leisure,0.2
2059,school,0.2
2060,modular house,0.2
2060,modular house extension,nil
2060,wooden house,0.2
2060,plastic factory,0.2
2060,company,0.2
2060,leisure,0.2
2060,school,0.2
2061,modular house,0.2
2061,modular house extension,nil
2061,wooden house,0.2
2061,plastic factory,0.2
2061,company,0.2
2061,leisure,0.2
2061,school,0.2
2062,modular house,0.2
2062,modular house extension,nil
2062,wooden house,0.2
2062,plastic factory,0.2
2062,company,0.2
2062,leisure,0.2
2062,school,0.2
2063,modular house,0.2
2063,modular house extension,nil
2063,wooden house,0.2
2063,plastic factory,0.2
2063,company,0.2
2063,leisure,0.2
2063,school,0.2
2064,modular house,0.2
2064,modular house extension,nil
2064,wooden house,0.2
2064,plastic factory,0.2
2064,company,0.2
2064,leisure,0.2
2064,school,0.2
2065,modular house,0.2
2065,modular house extension,nil
2065,wooden house,0.2
2065,plastic factory,0.2
2065,company,0.2
2065,leisure,0.2
2065,school,0.2
2066,modular house,0.2
2066,modular house extension,nil
2066,wooden house,0.2
2066,plastic factory,0.2
2066,company,0.2
2066,leisure,0.2
2066,school,0.2
2067,modular house,0.2
2067,modular house extension,nil
2067,wooden house,0.2
2067,plastic factory,0.2
2067,company,0.2
2067,leisure,0.2
2067,school,0.2
2068,modular house,0.2
2068,modular house extension,nil
2068,wooden house,0.2
2068,plastic factory,0.2
2068,company,0.2
2068,leisure,0.2
2068,school,0.2
2069,modular house,0.2
2069,modular house extension,nil
2069,wooden house,0.2
2069,plastic factory,0.2
2069,company,0.2
2069,leisure,0.2
2069,school,0.2
2070,modular house,0.2
2070,modular house extension,nil
2070,wooden house,0.2
2070,plastic factory,0.2
2070,company,0.2
2070,leisure,0.2
2070,school,0.2
2071,modular house,0.2
2071,modular house extension,nil
2071,wooden house,0.2
2071,plastic factory,0.2
2071,company,0.2
2071,leisure,0.2
2071,school,0.2
2072,modular house,0.2
2072,modular house extension,nil
2072,wooden house,0.2
2072,plastic factory,0.2
2072,company,0.2
2072,leisure,0.2
2072,school,0.2
2073,modular house,0.2
2073,modular house extension,nil
2073,wooden house,0.2
2073,plastic factory,0.2
2073,company,0.2
2073,leisure,0.2
2073,school,0.2
2074,modular house,0.2
2074,modular house extension,nil
2074,wooden house,0.2
2074,plastic factory,0.2
2074,company,0.2
2074,leisure,0.2
2074,school,0.2
2075,modular house,0.2
2075,modular house extension,nil
2075,wooden house,0.2
2075,plastic factory,0.2
2075,company,0.2
2075,leisure,0.2
2075,school,0.2
2076,modular house,0.2
2076,modular house extension,nil
2076,wooden house,0.2
2076,plastic factory,0.2
2076,company,0.2
2076,leisure,0.2
2076,school,0.2
2077,modular house,0.2
2077,modular house extension,nil
2077,wooden house,0.2
2077,plastic factory,0.2
2077,company,0.2
2077,leisure,0.2
2077,school,0.2
2078,modular house,0.2
2078,modular house extension,nil
2078,wooden house,0.2
2078,plastic factory,0.2
2078,company,0.2
2078,leisure,0.2
2078,school,0.2
2079,modular house,0.2
2079,modular house extension,nil
2079,wooden house,0.2
2079,plastic factory,0.2
2079,company,0.2
2079,leisure,0.2
2079,school,0.2
2080,modular house,0.2
2080,modular house extension,nil
2080,wooden house,0.2
2080,plastic factory,0.2
2080,company,0.2
2080,leisure,0.2
2080,school,0.2
2081,modular house,0.2
2081,modular house extension,nil
2081,wooden house,0.2
2081,plastic factory,0.2
2081,company,0.2
2081,leisure,0.2
2081,school,0.2
2082,modular house,0.2
2082,modular house extension,nil
2082,wooden house,0.2
2082,plastic factory,0.2
2082,company,0.2
2082,leisure,0.2
2082,school,0.2
2083,modular house,0.2
2083,modular house extension,nil
2083,wooden house,0.2
2083,plastic factory,0.2
2083,company,0.2
2083,leisure,0.2
2083,school,0.2
2084,modular house,0.2
2084,modular house extension,nil
2084,wooden house,0.2
2084,plastic factory,0.2
2084,company,0.2
2084,leisure,0.2
2084,school,0.2
2085,modular house,0.2
2085,modular house extension,nil
2085,wooden house,0.2
2085,plastic factory,0.2
2085,company,0.2
2085,leisure,0.2
2085,school,0.2
2086,modular house,0.2
2086,modular house extension,nil
2086,wooden house,0.2
2086,plastic factory,0.2
2086,company,0.2
2086,leisure,0.2
2086,school,0.2
2087,modular house,0.2
2087,modular house extension,nil
2087,wooden house,0.2
2087,plastic factory,0.2
2087,company,0.2
2087,leisure,0.2
2087,school,0.2
2088,modular house,0.2
2088,modular house extension,nil
2088,wooden house,0.2
2088,plastic factory,0.2
2088,company,0.2
2088,leisure,0.2
2088,school,0.2
2089,modular house,0.2
2089,modular house extension,nil
2089,wooden house,0.2
2089,plastic factory,0.2
2089,company,0.2
2089,leisure,0.2
2089,school,0.2
2090,modular house,0.2
2090,modular house extension,nil
2090,wooden house,0.2
2090,plastic factory,0.2
2090,company,0.2
2090,leisure,0.2
2090,school,0.2
2091,modular house,0.2
2091,modular house extension,nil
2091,wooden house,0.2
2091,plastic factory,0.2
2091,company,0.2
2091,leisure,0.2
2091,school,0.2
2092,modular house,0.2
2092,modular house extension,nil
2092,wooden house,0.2
2092,plastic factory,0.2
2092,company,0.2
2092,leisure,0.2
2092,school,0.2
2093,modular house,0.2
2093,modular house extension,nil
2093,wooden house,0.2
2093,plastic factory,0.2
2093,company,0.2
2093,leisure,0.2
2093,school,0.2
2094,modular house,0.2
2094,modular house extension,nil
2094,wooden house,0.2
2094,plastic factory,0.2
2094,company,0.2
2094,leisure,0.2
2094,school,0.2
2095,modular house,0.2
2095,modular house extension,nil
2095,wooden house,0.2
2095,plastic factory,0.2
2095,company,0.2
2095,leisure,0.2
2095,school,0.2
2096,modular house,0.2
2096,modular house extension,nil
2096,wooden house,0.2
2096,plastic factory,0.2
2096,company,0.2
2096,leisure,0.2
2096,school,0.2
2097,modular house,0.2
2097,modular house extension,nil
2097,wooden house,0.2
2097,plastic factory,0.2
2097,company,0.2
2097,leisure,0.2
2097,school,0.2
2098,modular house,0.2
2098,modular house extension,nil
2098,wooden house,0.2
2098,plastic factory,0.2
2098,company,0.2
2098,leisure,0.2
2098,school,0.2
2099,modular house,0.2
2099,modular house extension,nil
2099,wooden house,0.2
2099,plastic factory,0.2
2099,company,0.2
2099,leisure,0.2
2099,school,0.2
2100,modular house,0.2
2100,modular house extension,nil
2100,wooden house,0.2
2100,plastic factory,0.2
2100,company,0.2
2100,leisure,0.2
2100,school,0.2
2101,modular house,0.2
2101,modular house extension,nil
2101,wooden house,0.2
2101,plastic factory,0.2
2101,company,0.2
2101,leisure,0.2
2101,school,0.2
2102,modular house,0.2
2102,modular house extension,nil
2102,wooden house,0.2
2102,plastic factory,0.2
2102,company,0.2
2102,leisure,0.2
2102,school,0.2
2103,modular house,0.2
2103,modular house extension,nil
2103,wooden house,0.2
2103,plastic factory,0.2
2103,company,0.2
2103,leisure,0.2
2103,school,0.2
2104,modular house,0.2
2104,modular house extension,nil
2104,wooden house,0.2
2104,plastic factory,0.2
2104,company,0.2
2104,leisure,0.2
2104,school,0.2
2105,modular house,0.2
2105,modular house extension,nil
2105,wooden house,0.2
2105,plastic factory,0.2
2105,company,0.2
2105,leisure,0.2
2105,school,0.2
2106,modular house,0.2
2106,modular house extension,nil
2106,wooden house,0.2
2106,plastic factory,0.2
2106,company,0.2
2106,leisure,0.2
2106,school,0.2
2107,modular house,0.2
2107,modular house extension,nil
2107,wooden house,0.2
2107,plastic factory,0.2
2107,company,0.2
2107,leisure,0.2
2107,school,0.2
2108,modular house,0.2
2108,modular house extension,nil
2108,wooden house,0.2
2108,plastic factory,0.2
2108,company,0.2
2108,leisure,0.2
2108,school,0.2
2109,modular house,0.2
2109,modular house extension,nil
2109,wooden house,0.2
2109,plastic factory,0.2
2109,company,0.2
2109,leisure,0.2
2109,school,0.2
2110,modular house,0.2
2110,modular house extension,nil
2110,wooden house,0.2
2110,plastic factory,0.2
2110,company,0.2
2110,leisure,0.2
2110,school,0.2
2111,modular house,0.2
2111,modular house extension,nil
2111,wooden house,0.2
2111,plastic factory,0.2
2111,company,0.2
2111,leisure,0.2
2111,school,0.2
2112,modular house,0.2
2112,modular house extension,nil
2112,wooden house,0.2
2112,plastic factory,0.2
2112,company,0.2
2112,leisure,0.2
2112,school,0.2
2113,modular house,0.2
2113,modular house extension,nil
2113,wooden house,0.2
2113,plastic factory,0.2
2113,company,0.2
2113,leisure,0.2
2113,school,0.2
2114,modular house,0.2
2114,modular house extension,nil
2114,wooden house,0.2
2114,plastic factory,0.2
2114,company,0.2
2114,leisure,0.2
2114,school,0.2
2115,modular house,0.2
2115,modular house extension,nil
2115,wooden house,0.2
2115,plastic factory,0.2
2115,company,0.2
2115,leisure,0.2
2115,school,0.2
2116,modular house,0.2
2116,modular house extension,nil
2116,wooden house,0.2
2116,plastic factory,0.2
2116,company,0.2
2116,leisure,0.2
2116,school,0.2
2117,modular house,0.2
2117,modular house extension,nil
2117,wooden house,0.2
2117,plastic factory,0.2
2117,company,0.2
2117,leisure,0.2
2117,school,0.2
2118,modular house,0.2
2118,modular house extension,nil
2118,wooden house,0.2
