cycle,o,tick_consumption_Uo
396,company,0.2
396,leisure,0.2
396,school,0.2
397,modular house,0.2
397,modular house extension,nil
397,wooden house,0.2
397,plastic factory,0.2
397,company,0.2
397,leisure,0.2
397,school,0.2
398,modular house,0.2
398,modular house extension,nil
398,wooden house,0.2
398,plastic factory,0.2
398,company,0.2
398,leisure,0.2
398,school,0.2
399,modular house,0.2
399,modular house extension,nil
399,wooden house,0.2
399,plastic factory,0.2
399,company,0.2
399,leisure,0.2
399,school,0.2
400,modular house,0.2
400,modular house extension,nil
400,wooden house,0.2
400,plastic factory,0.2
400,company,0.2
400,leisure,0.2
400,school,0.2
401,modular house,0.2
401,modular house extension,nil
401,wooden house,0.2
401,plastic factory,0.2
401,company,0.2
401,leisure,0.2
401,school,0.2
402,modular house,0.2
402,modular house extension,nil
402,wooden house,0.2
402,plastic factory,0.2
402,company,0.2
402,leisure,0.2
402,school,0.2
403,modular house,0.2
403,modular house extension,nil
403,wooden house,0.2
403,plastic factory,0.2
403,company,0.2
403,leisure,0.2
403,school,0.2
404,modular house,0.2
404,modular house extension,nil
404,wooden house,0.2
404,plastic factory,0.2
404,company,0.2
404,leisure,0.2
404,school,0.2
405,modular house,0.2
405,modular house extension,nil
405,wooden house,0.2
405,plastic factory,0.2
405,company,0.2
405,leisure,0.2
405,school,0.2
406,modular house,0.2
406,modular house extension,nil
406,wooden house,0.2
406,plastic factory,0.2
406,company,0.2
406,leisure,0.2
406,school,0.2
407,modular house,0.2
407,modular house extension,nil
407,wooden house,0.2
407,plastic factory,0.2
407,company,0.2
407,leisure,0.2
407,school,0.2
408,modular house,0.2
408,modular house extension,nil
408,wooden house,0.2
408,plastic factory,0.2
408,company,0.2
408,leisure,0.2
408,school,0.2
409,modular house,0.2
409,modular house extension,nil
409,wooden house,0.2
409,plastic factory,0.2
409,company,0.2
409,leisure,0.2
409,school,0.2
410,modular house,0.2
410,modular house extension,nil
410,wooden house,0.2
410,plastic factory,0.2
410,company,0.2
410,leisure,0.2
410,school,0.2
411,modular house,0.2
411,modular house extension,nil
411,wooden house,0.2
411,plastic factory,0.2
411,company,0.2
411,leisure,0.2
411,school,0.2
412,modular house,0.2
412,modular house extension,nil
412,wooden house,0.2
412,plastic factory,0.2
412,company,0.2
412,leisure,0.2
412,school,0.2
413,modular house,0.2
413,modular house extension,nil
413,wooden house,0.2
413,plastic factory,0.2
413,company,0.2
413,leisure,0.2
413,school,0.2
414,modular house,0.2
414,modular house extension,nil
414,wooden house,0.2
414,plastic factory,0.2
414,company,0.2
414,leisure,0.2
414,school,0.2
415,modular house,0.2
415,modular house extension,nil
415,wooden house,0.2
415,plastic factory,0.2
415,company,0.2
415,leisure,0.2
415,school,0.2
416,modular house,0.2
416,modular house extension,nil
416,wooden house,0.2
416,plastic factory,0.2
416,company,0.2
416,leisure,0.2
416,school,0.2
417,modular house,0.2
417,modular house extension,nil
417,wooden house,0.2
417,plastic factory,0.2
417,company,0.2
417,leisure,0.2
417,school,0.2
418,modular house,0.2
418,modular house extension,nil
418,wooden house,0.2
418,plastic factory,0.2
418,company,0.2
418,leisure,0.2
418,school,0.2
419,modular house,0.2
419,modular house extension,nil
419,wooden house,0.2
419,plastic factory,0.2
419,company,0.2
419,leisure,0.2
419,school,0.2
420,modular house,0.2
420,modular house extension,nil
420,wooden house,0.2
420,plastic factory,0.2
420,company,0.2
420,leisure,0.2
420,school,0.2
421,modular house,0.2
421,modular house extension,nil
421,wooden house,0.2
421,plastic factory,0.2
421,company,0.2
421,leisure,0.2
421,school,0.2
422,modular house,0.2
422,modular house extension,nil
422,wooden house,0.2
422,plastic factory,0.2
422,company,0.2
422,leisure,0.2
422,school,0.2
423,modular house,0.2
423,modular house extension,nil
423,wooden house,0.2
423,plastic factory,0.2
423,company,0.2
423,leisure,0.2
423,school,0.2
424,modular house,0.2
424,modular house extension,nil
424,wooden house,0.2
424,plastic factory,0.2
424,company,0.2
424,leisure,0.2
424,school,0.2
425,modular house,0.2
425,modular house extension,nil
425,wooden house,0.2
425,plastic factory,0.2
425,company,0.2
425,leisure,0.2
425,school,0.2
426,modular house,0.2
426,modular house extension,nil
426,wooden house,0.2
426,plastic factory,0.2
426,company,0.2
426,leisure,0.2
426,school,0.2
427,modular house,0.2
427,modular house extension,nil
427,wooden house,0.2
427,plastic factory,0.2
427,company,0.2
427,leisure,0.2
427,school,0.2
428,modular house,0.2
428,modular house extension,nil
428,wooden house,0.2
428,plastic factory,0.2
428,company,0.2
428,leisure,0.2
428,school,0.2
429,modular house,0.2
429,modular house extension,nil
429,wooden house,0.2
429,plastic factory,0.2
429,company,0.2
429,leisure,0.2
429,school,0.2
430,modular house,0.2
430,modular house extension,nil
430,wooden house,0.2
430,plastic factory,0.2
430,company,0.2
430,leisure,0.2
430,school,0.2
431,modular house,0.2
431,modular house extension,nil
431,wooden house,0.2
431,plastic factory,0.2
431,company,0.2
431,leisure,0.2
431,school,0.2
432,modular house,0.2
432,modular house extension,nil
432,wooden house,0.2
432,plastic factory,0.2
432,company,0.2
432,leisure,0.2
432,school,0.2
433,modular house,0.2
433,modular house extension,nil
433,wooden house,0.2
433,plastic factory,0.2
433,company,0.2
433,leisure,0.2
433,school,0.2
434,modular house,0.2
434,modular house extension,nil
434,wooden house,0.2
434,plastic factory,0.2
434,company,0.2
434,leisure,0.2
434,school,0.2
435,modular house,0.2
435,modular house extension,nil
435,wooden house,0.2
435,plastic factory,0.2
435,company,0.2
435,leisure,0.2
435,school,0.2
436,modular house,0.2
436,modular house extension,nil
436,wooden house,0.2
436,plastic factory,0.2
436,company,0.2
436,leisure,0.2
436,school,0.2
437,modular house,0.2
437,modular house extension,nil
437,wooden house,0.2
437,plastic factory,0.2
437,company,0.2
437,leisure,0.2
437,school,0.2
438,modular house,0.2
438,modular house extension,nil
438,wooden house,0.2
438,plastic factory,0.2
438,company,0.2
438,leisure,0.2
438,school,0.2
439,modular house,0.2
439,modular house extension,nil
439,wooden house,0.2
439,plastic factory,0.2
439,company,0.2
439,leisure,0.2
439,school,0.2
440,modular house,0.2
440,modular house extension,nil
440,wooden house,0.2
440,plastic factory,0.2
440,company,0.2
440,leisure,0.2
440,school,0.2
441,modular house,0.2
441,modular house extension,nil
441,wooden house,0.2
441,plastic factory,0.2
441,company,0.2
441,leisure,0.2
441,school,0.2
442,modular house,0.2
442,modular house extension,nil
442,wooden house,0.2
442,plastic factory,0.2
442,company,0.2
442,leisure,0.2
442,school,0.2
443,modular house,0.2
443,modular house extension,nil
443,wooden house,0.2
443,plastic factory,0.2
443,company,0.2
443,leisure,0.2
443,school,0.2
444,modular house,0.2
444,modular house extension,nil
444,wooden house,0.2
444,plastic factory,0.2
444,company,0.2
444,leisure,0.2
444,school,0.2
445,modular house,0.2
445,modular house extension,nil
445,wooden house,0.2
445,plastic factory,0.2
445,company,0.2
445,leisure,0.2
445,school,0.2
446,modular house,0.2
446,modular house extension,nil
446,wooden house,0.2
446,plastic factory,0.2
446,company,0.2
446,leisure,0.2
446,school,0.2
447,modular house,0.2
447,modular house extension,nil
447,wooden house,0.2
447,plastic factory,0.2
447,company,0.2
447,leisure,0.2
447,school,0.2
448,modular house,0.2
448,modular house extension,nil
448,wooden house,0.2
448,plastic factory,0.2
448,company,0.2
448,leisure,0.2
448,school,0.2
449,modular house,0.2
449,modular house extension,nil
449,wooden house,0.2
449,plastic factory,0.2
449,company,0.2
449,leisure,0.2
449,school,0.2
450,modular house,0.2
450,modular house extension,nil
450,wooden house,0.2
450,plastic factory,0.2
450,company,0.2
450,leisure,0.2
450,school,0.2
451,modular house,0.2
451,modular house extension,nil
451,wooden house,0.2
451,plastic factory,0.2
451,company,0.2
451,leisure,0.2
451,school,0.2
452,modular house,0.2
452,modular house extension,nil
452,wooden house,0.2
452,plastic factory,0.2
452,company,0.2
452,leisure,0.2
452,school,0.2
453,modular house,0.2
453,modular house extension,nil
453,wooden house,0.2
453,plastic factory,0.2
453,company,0.2
453,leisure,0.2
453,school,0.2
454,modular house,0.2
454,modular house extension,nil
454,wooden house,0.2
454,plastic factory,0.2
454,company,0.2
454,leisure,0.2
454,school,0.2
455,modular house,0.2
455,modular house extension,nil
455,wooden house,0.2
455,plastic factory,0.2
455,company,0.2
455,leisure,0.2
455,school,0.2
456,modular house,0.2
456,modular house extension,nil
456,wooden house,0.2
456,plastic factory,0.2
456,company,0.2
456,leisure,0.2
456,school,0.2
457,modular house,0.2
457,modular house extension,nil
457,wooden house,0.2
457,plastic factory,0.2
457,company,0.2
457,leisure,0.2
457,school,0.2
458,modular house,0.2
458,modular house extension,nil
458,wooden house,0.2
458,plastic factory,0.2
458,company,0.2
458,leisure,0.2
458,school,0.2
459,modular house,0.2
459,modular house extension,nil
459,wooden house,0.2
459,plastic factory,0.2
459,company,0.2
459,leisure,0.2
459,school,0.2
460,modular house,0.2
460,modular house extension,nil
460,wooden house,0.2
460,plastic factory,0.2
460,company,0.2
460,leisure,0.2
460,school,0.2
461,modular house,0.2
461,modular house extension,nil
461,wooden house,0.2
461,plastic factory,0.2
461,company,0.2
461,leisure,0.2
461,school,0.2
462,modular house,0.2
462,modular house extension,nil
462,wooden house,0.2
462,plastic factory,0.2
462,company,0.2
462,leisure,0.2
462,school,0.2
463,modular house,0.2
463,modular house extension,nil
463,wooden house,0.2
463,plastic factory,0.2
463,company,0.2
463,leisure,0.2
463,school,0.2
464,modular house,0.2
464,modular house extension,nil
464,wooden house,0.2
464,plastic factory,0.2
464,company,0.2
464,leisure,0.2
464,school,0.2
465,modular house,0.2
465,modular house extension,nil
465,wooden house,0.2
465,plastic factory,0.2
465,company,0.2
465,leisure,0.2
465,school,0.2
466,modular house,0.2
466,modular house extension,nil
466,wooden house,0.2
466,plastic factory,0.2
466,company,0.2
466,leisure,0.2
466,school,0.2
467,modular house,0.2
467,modular house extension,nil
467,wooden house,0.2
467,plastic factory,0.2
467,company,0.2
467,leisure,0.2
467,school,0.2
468,modular house,0.2
468,modular house extension,nil
468,wooden house,0.2
468,plastic factory,0.2
468,company,0.2
468,leisure,0.2
468,school,0.2
469,modular house,0.2
469,modular house extension,nil
469,wooden house,0.2
469,plastic factory,0.2
469,company,0.2
469,leisure,0.2
469,school,0.2
470,modular house,0.2
470,modular house extension,nil
470,wooden house,0.2
470,plastic factory,0.2
470,company,0.2
470,leisure,0.2
470,school,0.2
471,modular house,0.2
471,modular house extension,nil
471,wooden house,0.2
471,plastic factory,0.2
471,company,0.2
471,leisure,0.2
471,school,0.2
472,modular house,0.2
472,modular house extension,nil
472,wooden house,0.2
472,plastic factory,0.2
472,company,0.2
472,leisure,0.2
472,school,0.2
473,modular house,0.2
473,modular house extension,nil
473,wooden house,0.2
473,plastic factory,0.2
473,company,0.2
473,leisure,0.2
473,school,0.2
474,modular house,0.2
474,modular house extension,nil
474,wooden house,0.2
474,plastic factory,0.2
474,company,0.2
474,leisure,0.2
474,school,0.2
475,modular house,0.2
475,modular house extension,nil
475,wooden house,0.2
475,plastic factory,0.2
475,company,0.2
475,leisure,0.2
475,school,0.2
476,modular house,0.2
476,modular house extension,nil
476,wooden house,0.2
476,plastic factory,0.2
476,company,0.2
476,leisure,0.2
476,school,0.2
477,modular house,0.2
477,modular house extension,nil
477,wooden house,0.2
477,plastic factory,0.2
477,company,0.2
477,leisure,0.2
477,school,0.2
478,modular house,0.2
478,modular house extension,nil
478,wooden house,0.2
478,plastic factory,0.2
478,company,0.2
478,leisure,0.2
478,school,0.2
479,modular house,0.2
479,modular house extension,nil
479,wooden house,0.2
479,plastic factory,0.2
479,company,0.2
479,leisure,0.2
479,school,0.2
480,modular house,0.2
480,modular house extension,nil
480,wooden house,0.2
480,plastic factory,0.2
480,company,0.2
480,leisure,0.2
480,school,0.2
481,modular house,0.2
481,modular house extension,nil
481,wooden house,0.2
481,plastic factory,0.2
481,company,0.2
481,leisure,0.2
481,school,0.2
482,modular house,0.2
482,modular house extension,nil
482,wooden house,0.2
482,plastic factory,0.2
482,company,0.2
482,leisure,0.2
482,school,0.2
483,modular house,0.2
483,modular house extension,nil
483,wooden house,0.2
483,plastic factory,0.2
483,company,0.2
483,leisure,0.2
483,school,0.2
484,modular house,0.2
484,modular house extension,nil
484,wooden house,0.2
484,plastic factory,0.2
484,company,0.2
484,leisure,0.2
484,school,0.2
485,modular house,0.2
485,modular house extension,nil
485,wooden house,0.2
485,plastic factory,0.2
485,company,0.2
485,leisure,0.2
485,school,0.2
486,modular house,0.2
486,modular house extension,nil
486,wooden house,0.2
486,plastic factory,0.2
486,company,0.2
486,leisure,0.2
486,school,0.2
487,modular house,0.2
487,modular house extension,nil
487,wooden house,0.2
487,plastic factory,0.2
487,company,0.2
487,leisure,0.2
487,school,0.2
488,modular house,0.2
488,modular house extension,nil
488,wooden house,0.2
488,plastic factory,0.2
488,company,0.2
488,leisure,0.2
488,school,0.2
489,modular house,0.2
489,modular house extension,nil
489,wooden house,0.2
489,plastic factory,0.2
489,company,0.2
489,leisure,0.2
489,school,0.2
490,modular house,0.2
490,modular house extension,nil
490,wooden house,0.2
490,plastic factory,0.2
490,company,0.2
490,leisure,0.2
490,school,0.2
491,modular house,0.2
491,modular house extension,nil
491,wooden house,0.2
491,plastic factory,0.2
491,company,0.2
491,leisure,0.2
491,school,0.2
492,modular house,0.2
492,modular house extension,nil
492,wooden house,0.2
492,plastic factory,0.2
492,company,0.2
492,leisure,0.2
492,school,0.2
493,modular house,0.2
493,modular house extension,nil
493,wooden house,0.2
493,plastic factory,0.2
493,company,0.2
493,leisure,0.2
493,school,0.2
494,modular house,0.2
494,modular house extension,nil
494,wooden house,0.2
494,plastic factory,0.2
494,company,0.2
494,leisure,0.2
494,school,0.2
495,modular house,0.2
495,modular house extension,nil
495,wooden house,0.2
495,plastic factory,0.2
495,company,0.2
495,leisure,0.2
495,school,0.2
496,modular house,0.2
496,modular house extension,nil
496,wooden house,0.2
496,plastic factory,0.2
496,company,0.2
496,leisure,0.2
496,school,0.2
497,modular house,0.2
497,modular house extension,nil
497,wooden house,0.2
497,plastic factory,0.2
497,company,0.2
497,leisure,0.2
497,school,0.2
498,modular house,0.2
498,modular house extension,nil
498,wooden house,0.2
498,plastic factory,0.2
498,company,0.2
498,leisure,0.2
498,school,0.2
499,modular house,0.2
499,modular house extension,nil
499,wooden house,0.2
499,plastic factory,0.2
499,company,0.2
499,leisure,0.2
499,school,0.2
500,modular house,0.2
500,modular house extension,nil
500,wooden house,0.2
500,plastic factory,0.2
500,company,0.2
500,leisure,0.2
500,school,0.2
501,modular house,0.2
501,modular house extension,nil
501,wooden house,0.2
501,plastic factory,0.2
501,company,0.2
501,leisure,0.2
501,school,0.2
502,modular house,0.2
502,modular house extension,nil
502,wooden house,0.2
502,plastic factory,0.2
502,company,0.2
502,leisure,0.2
502,school,0.2
503,modular house,0.2
503,modular house extension,nil
503,wooden house,0.2
503,plastic factory,0.2
503,company,0.2
503,leisure,0.2
503,school,0.2
504,modular house,0.2
504,modular house extension,nil
504,wooden house,0.2
504,plastic factory,0.2
504,company,0.2
504,leisure,0.2
504,school,0.2
505,modular house,0.2
