cycle,o,tick_production_Uo
417,school,49.0
418,modular house,210.0
418,modular house extension,0.0
418,wooden house,427.0
418,plastic factory,36.0
418,company,93.0
418,leisure,0.0
418,school,46.0
419,modular house,219.0
419,modular house extension,3.0
419,wooden house,427.0
419,plastic factory,35.0
419,company,93.0
419,leisure,0.0
419,school,51.0
420,modular house,233.0
420,modular house extension,15.0
420,wooden house,424.0
420,plastic factory,35.0
420,company,92.0
420,leisure,0.0
420,school,58.0
421,modular house,218.0
421,modular house extension,3.0
421,wooden house,403.0
421,plastic factory,35.0
421,company,100.0
421,leisure,0.0
421,school,58.0
422,modular house,200.0
422,modular house extension,9.0
422,wooden house,383.0
422,plastic factory,36.0
422,company,105.0
422,leisure,0.0
422,school,60.0
423,modular house,200.0
423,modular house extension,6.0
423,wooden house,366.0
423,plastic factory,37.0
423,company,95.0
423,leisure,0.0
423,school,60.0
424,modular house,212.0
424,modular house extension,0.0
424,wooden house,354.0
424,plastic factory,36.0
424,company,84.0
424,leisure,0.0
424,school,61.0
425,modular house,240.0
425,modular house extension,0.0
425,wooden house,331.0
425,plastic factory,35.0
425,company,83.0
425,leisure,0.0
425,school,59.0
426,modular house,208.0
426,modular house extension,12.0
426,wooden house,307.0
426,plastic factory,33.0
426,company,74.0
426,leisure,0.0
426,school,64.0
427,modular house,191.0
427,modular house extension,3.0
427,wooden house,287.0
427,plastic factory,33.0
427,company,82.0
427,leisure,0.0
427,school,59.0
428,modular house,202.0
428,modular house extension,9.0
428,wooden house,268.0
428,plastic factory,33.0
428,company,81.0
428,leisure,0.0
428,school,52.0
429,modular house,190.0
429,modular house extension,0.0
429,wooden house,257.0
429,plastic factory,32.0
429,company,98.0
429,leisure,0.0
429,school,48.0
430,modular house,227.0
430,modular house extension,3.0
430,wooden house,240.0
430,plastic factory,31.0
430,company,99.0
430,leisure,0.0
430,school,45.0
431,modular house,228.0
431,modular house extension,6.0
431,wooden house,230.0
431,plastic factory,31.0
431,company,103.0
431,leisure,0.0
431,school,46.0
432,modular house,212.0
432,modular house extension,0.0
432,wooden house,217.0
432,plastic factory,31.0
432,company,93.0
432,leisure,0.0
432,school,43.0
433,modular house,201.0
433,modular house extension,0.0
433,wooden house,211.0
433,plastic factory,30.0
433,company,91.0
433,leisure,0.0
433,school,46.0
434,modular house,198.0
434,modular house extension,6.0
434,wooden house,207.0
434,plastic factory,33.0
434,company,88.0
434,leisure,0.0
434,school,45.0
435,modular house,219.0
435,modular house extension,6.0
435,wooden house,206.0
435,plastic factory,34.0
435,company,87.0
435,leisure,0.0
435,school,40.0
436,modular house,238.0
436,modular house extension,10.0
436,wooden house,215.0
436,plastic factory,35.0
436,company,79.0
436,leisure,0.0
436,school,45.0
437,modular house,210.0
437,modular house extension,0.0
437,wooden house,231.0
437,plastic factory,35.0
437,company,81.0
437,leisure,0.0
437,school,46.0
438,modular house,194.0
438,modular house extension,3.0
438,wooden house,254.0
438,plastic factory,38.0
438,company,74.0
438,leisure,0.0
438,school,44.0
439,modular house,192.0
439,modular house extension,0.0
439,wooden house,277.0
439,plastic factory,37.0
439,company,80.0
439,leisure,0.0
439,school,48.0
440,modular house,207.0
440,modular house extension,6.0
440,wooden house,288.0
440,plastic factory,36.0
440,company,89.0
440,leisure,0.0
440,school,48.0
441,modular house,217.0
441,modular house extension,6.0
441,wooden house,314.0
441,plastic factory,39.0
441,company,96.0
441,leisure,0.0
441,school,49.0
442,modular house,206.0
442,modular house extension,0.0
442,wooden house,323.0
442,plastic factory,39.0
442,company,89.0
442,leisure,0.0
442,school,44.0
443,modular house,223.0
443,modular house extension,12.0
443,wooden house,351.0
443,plastic factory,40.0
443,company,80.0
443,leisure,0.0
443,school,41.0
444,modular house,199.0
444,modular house extension,6.0
444,wooden house,365.0
444,plastic factory,40.0
444,company,89.0
444,leisure,0.0
444,school,39.0
445,modular house,200.0
445,modular house extension,6.0
445,wooden house,399.0
445,plastic factory,40.0
445,company,87.0
445,leisure,0.0
445,school,39.0
446,modular house,212.0
446,modular house extension,3.0
446,wooden house,403.0
446,plastic factory,43.0
446,company,90.0
446,leisure,0.0
446,school,41.0
447,modular house,196.0
447,modular house extension,0.0
447,wooden house,410.0
447,plastic factory,45.0
447,company,91.0
447,leisure,0.0
447,school,44.0
448,modular house,191.0
448,modular house extension,6.0
448,wooden house,417.0
448,plastic factory,42.0
448,company,85.0
448,leisure,0.0
448,school,48.0
449,modular house,217.0
449,modular house extension,0.0
449,wooden house,418.0
449,plastic factory,44.0
449,company,88.0
449,leisure,0.0
449,school,52.0
450,modular house,199.0
450,modular house extension,9.0
450,wooden house,403.0
450,plastic factory,48.0
450,company,78.0
450,leisure,0.0
450,school,53.0
451,modular house,211.0
451,modular house extension,6.0
451,wooden house,382.0
451,plastic factory,59.0
451,company,78.0
451,leisure,0.0
451,school,47.0
452,modular house,203.0
452,modular house extension,9.0
452,wooden house,365.0
452,plastic factory,59.0
452,company,87.0
452,leisure,0.0
452,school,48.0
453,modular house,194.0
453,modular house extension,3.0
453,wooden house,367.0
453,plastic factory,65.0
453,company,88.0
453,leisure,0.0
453,school,48.0
454,modular house,229.0
454,modular house extension,3.0
454,wooden house,332.0
454,plastic factory,74.0
454,company,90.0
454,leisure,0.0
454,school,58.0
455,modular house,202.0
455,modular house extension,3.0
455,wooden house,318.0
455,plastic factory,87.0
455,company,86.0
455,leisure,0.0
455,school,59.0
456,modular house,195.0
456,modular house extension,0.0
456,wooden house,277.0
456,plastic factory,99.0
456,company,95.0
456,leisure,0.0
456,school,62.0
457,modular house,213.0
457,modular house extension,0.0
457,wooden house,268.0
457,plastic factory,114.0
457,company,79.0
457,leisure,0.0
457,school,58.0
458,modular house,186.0
458,modular house extension,6.0
458,wooden house,266.0
458,plastic factory,125.0
458,company,91.0
458,leisure,0.0
458,school,50.0
459,modular house,221.0
459,modular house extension,0.0
459,wooden house,251.0
459,plastic factory,138.0
459,company,83.0
459,leisure,0.0
459,school,50.0
460,modular house,193.0
460,modular house extension,0.0
460,wooden house,229.0
460,plastic factory,154.0
460,company,100.0
460,leisure,0.0
460,school,43.0
461,modular house,205.0
461,modular house extension,0.0
461,wooden house,227.0
461,plastic factory,163.0
461,company,87.0
461,leisure,0.0
461,school,42.0
462,modular house,236.0
462,modular house extension,3.0
462,wooden house,235.0
462,plastic factory,189.0
462,company,85.0
462,leisure,0.0
462,school,48.0
463,modular house,208.0
463,modular house extension,0.0
463,wooden house,242.0
463,plastic factory,205.0
463,company,87.0
463,leisure,0.0
463,school,51.0
464,modular house,220.0
464,modular house extension,7.0
464,wooden house,245.0
464,plastic factory,221.0
464,company,82.0
464,leisure,0.0
464,school,51.0
465,modular house,185.0
465,modular house extension,9.0
465,wooden house,261.0
465,plastic factory,235.0
465,company,87.0
465,leisure,0.0
465,school,54.0
466,modular house,229.0
466,modular house extension,0.0
466,wooden house,281.0
466,plastic factory,246.0
466,company,89.0
466,leisure,0.0
466,school,49.0
467,modular house,209.0
467,modular house extension,6.0
467,wooden house,293.0
467,plastic factory,254.0
467,company,92.0
467,leisure,0.0
467,school,45.0
468,modular house,199.0
468,modular house extension,0.0
468,wooden house,302.0
468,plastic factory,262.0
468,company,98.0
468,leisure,0.0
468,school,36.0
469,modular house,207.0
469,modular house extension,7.0
469,wooden house,299.0
469,plastic factory,269.0
469,company,106.0
469,leisure,0.0
469,school,44.0
470,modular house,233.0
470,modular house extension,7.0
470,wooden house,322.0
470,plastic factory,272.0
470,company,97.0
470,leisure,0.0
470,school,44.0
471,modular house,213.0
471,modular house extension,3.0
471,wooden house,353.0
471,plastic factory,271.0
471,company,94.0
471,leisure,0.0
471,school,50.0
472,modular house,201.0
472,modular house extension,3.0
472,wooden house,378.0
472,plastic factory,275.0
472,company,90.0
472,leisure,0.0
472,school,48.0
473,modular house,209.0
473,modular house extension,4.0
473,wooden house,368.0
473,plastic factory,276.0
473,company,91.0
473,leisure,0.0
473,school,45.0
474,modular house,207.0
474,modular house extension,7.0
474,wooden house,397.0
474,plastic factory,278.0
474,company,95.0
474,leisure,0.0
474,school,41.0
475,modular house,204.0
475,modular house extension,7.0
475,wooden house,420.0
475,plastic factory,280.0
475,company,94.0
475,leisure,0.0
475,school,40.0
476,modular house,216.0
476,modular house extension,4.0
476,wooden house,425.0
476,plastic factory,278.0
476,company,104.0
476,leisure,0.0
476,school,38.0
477,modular house,208.0
477,modular house extension,11.0
477,wooden house,416.0
477,plastic factory,273.0
477,company,98.0
477,leisure,0.0
477,school,35.0
478,modular house,211.0
478,modular house extension,12.0
478,wooden house,400.0
478,plastic factory,271.0
478,company,99.0
478,leisure,0.0
478,school,35.0
479,modular house,182.0
479,modular house extension,4.0
479,wooden house,391.0
479,plastic factory,267.0
479,company,93.0
479,leisure,0.0
479,school,45.0
480,modular house,238.0
480,modular house extension,7.0
480,wooden house,391.0
480,plastic factory,269.0
480,company,85.0
480,leisure,0.0
480,school,52.0
481,modular house,198.0
481,modular house extension,4.0
481,wooden house,388.0
481,plastic factory,266.0
481,company,81.0
481,leisure,0.0
481,school,56.0
482,modular house,215.0
482,modular house extension,4.0
482,wooden house,359.0
482,plastic factory,265.0
482,company,81.0
482,leisure,0.0
482,school,56.0
483,modular house,212.0
483,modular house extension,0.0
483,wooden house,324.0
483,plastic factory,262.0
483,company,86.0
483,leisure,0.0
483,school,54.0
484,modular house,198.0
484,modular house extension,11.0
484,wooden house,304.0
484,plastic factory,260.0
484,company,88.0
484,leisure,0.0
484,school,52.0
485,modular house,228.0
485,modular house extension,3.0
485,wooden house,258.0
485,plastic factory,258.0
485,company,99.0
485,leisure,0.0
485,school,52.0
486,modular house,226.0
486,modular house extension,0.0
486,wooden house,256.0
486,plastic factory,257.0
486,company,99.0
486,leisure,0.0
486,school,51.0
487,modular house,202.0
487,modular house extension,0.0
487,wooden house,238.0
487,plastic factory,252.0
487,company,87.0
487,leisure,0.0
487,school,53.0
488,modular house,198.0
488,modular house extension,3.0
488,wooden house,228.0
488,plastic factory,253.0
488,company,96.0
488,leisure,0.0
488,school,52.0
489,modular house,197.0
489,modular house extension,8.0
489,wooden house,232.0
489,plastic factory,255.0
489,company,94.0
489,leisure,0.0
489,school,53.0
490,modular house,191.0
490,modular house extension,4.0
490,wooden house,233.0
490,plastic factory,256.0
490,company,92.0
490,leisure,0.0
490,school,54.0
491,modular house,207.0
491,modular house extension,4.0
491,wooden house,238.0
491,plastic factory,253.0
491,company,81.0
491,leisure,0.0
491,school,45.0
492,modular house,202.0
492,modular house extension,9.0
492,wooden house,234.0
492,plastic factory,251.0
492,company,70.0
492,leisure,0.0
492,school,46.0
493,modular house,218.0
493,modular house extension,9.0
493,wooden house,250.0
493,plastic factory,248.0
493,company,72.0
493,leisure,0.0
493,school,46.0
494,modular house,200.0
494,modular house extension,6.0
494,wooden house,260.0
494,plastic factory,246.0
494,company,85.0
494,leisure,0.0
494,school,39.0
495,modular house,215.0
495,modular house extension,3.0
495,wooden house,278.0
495,plastic factory,246.0
495,company,84.0
495,leisure,0.0
495,school,44.0
496,modular house,207.0
496,modular house extension,10.0
496,wooden house,282.0
496,plastic factory,244.0
496,company,98.0
496,leisure,0.0
496,school,48.0
497,modular house,205.0
497,modular house extension,0.0
497,wooden house,282.0
497,plastic factory,244.0
497,company,83.0
497,leisure,0.0
497,school,48.0
498,modular house,210.0
498,modular house extension,0.0
498,wooden house,311.0
498,plastic factory,239.0
498,company,90.0
498,leisure,0.0
498,school,47.0
499,modular house,214.0
499,modular house extension,0.0
499,wooden house,334.0
499,plastic factory,232.0
499,company,87.0
499,leisure,0.0
499,school,44.0
500,modular house,205.0
500,modular house extension,0.0
500,wooden house,355.0
500,plastic factory,237.0
500,company,95.0
500,leisure,0.0
500,school,48.0
501,modular house,188.0
501,modular house extension,10.0
501,wooden house,369.0
501,plastic factory,233.0
501,company,90.0
501,leisure,0.0
501,school,49.0
502,modular house,197.0
502,modular house extension,6.0
502,wooden house,391.0
502,plastic factory,219.0
502,company,86.0
502,leisure,0.0
502,school,45.0
503,modular house,201.0
503,modular house extension,3.0
503,wooden house,406.0
503,plastic factory,209.0
503,company,80.0
503,leisure,0.0
503,school,42.0
504,modular house,219.0
504,modular house extension,0.0
504,wooden house,404.0
504,plastic factory,204.0
504,company,73.0
504,leisure,0.0
504,school,34.0
505,modular house,231.0
505,modular house extension,4.0
505,wooden house,401.0
505,plastic factory,191.0
505,company,88.0
505,leisure,0.0
505,school,37.0
506,modular house,195.0
506,modular house extension,8.0
506,wooden house,399.0
506,plastic factory,179.0
506,company,87.0
506,leisure,0.0
506,school,37.0
507,modular house,188.0
507,modular house extension,14.0
507,wooden house,399.0
507,plastic factory,167.0
507,company,82.0
507,leisure,0.0
507,school,35.0
508,modular house,196.0
508,modular house extension,0.0
508,wooden house,394.0
508,plastic factory,153.0
508,company,66.0
508,leisure,0.0
508,school,38.0
509,modular house,185.0
509,modular house extension,0.0
509,wooden house,363.0
509,plastic factory,135.0
509,company,78.0
509,leisure,0.0
509,school,40.0
510,modular house,204.0
510,modular house extension,10.0
510,wooden house,337.0
510,plastic factory,119.0
510,company,82.0
510,leisure,0.0
510,school,45.0
511,modular house,204.0
511,modular house extension,5.0
511,wooden house,324.0
511,plastic factory,103.0
511,company,92.0
511,leisure,0.0
511,school,46.0
512,modular house,211.0
512,modular house extension,4.0
512,wooden house,301.0
512,plastic factory,90.0
512,company,74.0
512,leisure,0.0
512,school,50.0
513,modular house,199.0
