cycle,o,tick_production_Uo
913,company,43.0
913,leisure,0.0
913,school,30.0
914,modular house,252.0
914,modular house extension,0.0
914,wooden house,295.0
914,plastic factory,79.0
914,company,53.0
914,leisure,0.0
914,school,31.0
915,modular house,256.0
915,modular house extension,0.0
915,wooden house,296.0
915,plastic factory,81.0
915,company,59.0
915,leisure,0.0
915,school,27.0
916,modular house,234.0
916,modular house extension,0.0
916,wooden house,305.0
916,plastic factory,77.0
916,company,62.0
916,leisure,0.0
916,school,33.0
917,modular house,245.0
917,modular house extension,0.0
917,wooden house,299.0
917,plastic factory,71.0
917,company,60.0
917,leisure,0.0
917,school,29.0
918,modular house,217.0
918,modular house extension,0.0
918,wooden house,302.0
918,plastic factory,65.0
918,company,59.0
918,leisure,0.0
918,school,32.0
919,modular house,278.0
919,modular house extension,0.0
919,wooden house,313.0
919,plastic factory,62.0
919,company,57.0
919,leisure,0.0
919,school,34.0
920,modular house,264.0
920,modular house extension,3.0
920,wooden house,300.0
920,plastic factory,67.0
920,company,58.0
920,leisure,0.0
920,school,36.0
921,modular house,229.0
921,modular house extension,0.0
921,wooden house,282.0
921,plastic factory,63.0
921,company,57.0
921,leisure,0.0
921,school,35.0
922,modular house,242.0
922,modular house extension,3.0
922,wooden house,283.0
922,plastic factory,64.0
922,company,53.0
922,leisure,0.0
922,school,33.0
923,modular house,241.0
923,modular house extension,0.0
923,wooden house,291.0
923,plastic factory,63.0
923,company,60.0
923,leisure,0.0
923,school,33.0
924,modular house,269.0
924,modular house extension,0.0
924,wooden house,295.0
924,plastic factory,62.0
924,company,54.0
924,leisure,0.0
924,school,32.0
925,modular house,235.0
925,modular house extension,0.0
925,wooden house,299.0
925,plastic factory,57.0
925,company,54.0
925,leisure,0.0
925,school,32.0
926,modular house,251.0
926,modular house extension,0.0
926,wooden house,293.0
926,plastic factory,60.0
926,company,47.0
926,leisure,0.0
926,school,33.0
927,modular house,243.0
927,modular house extension,0.0
927,wooden house,277.0
927,plastic factory,64.0
927,company,47.0
927,leisure,0.0
927,school,32.0
928,modular house,239.0
928,modular house extension,0.0
928,wooden house,268.0
928,plastic factory,58.0
928,company,46.0
928,leisure,0.0
928,school,33.0
929,modular house,267.0
929,modular house extension,0.0
929,wooden house,284.0
929,plastic factory,51.0
929,company,46.0
929,leisure,0.0
929,school,36.0
930,modular house,230.0
930,modular house extension,0.0
930,wooden house,289.0
930,plastic factory,51.0
930,company,60.0
930,leisure,0.0
930,school,36.0
931,modular house,250.0
931,modular house extension,0.0
931,wooden house,288.0
931,plastic factory,57.0
931,company,63.0
931,leisure,0.0
931,school,31.0
932,modular house,242.0
932,modular house extension,6.0
932,wooden house,305.0
932,plastic factory,55.0
932,company,61.0
932,leisure,0.0
932,school,34.0
933,modular house,240.0
933,modular house extension,0.0
933,wooden house,308.0
933,plastic factory,57.0
933,company,54.0
933,leisure,0.0
933,school,37.0
934,modular house,235.0
934,modular house extension,0.0
934,wooden house,309.0
934,plastic factory,56.0
934,company,55.0
934,leisure,0.0
934,school,41.0
935,modular house,253.0
935,modular house extension,0.0
935,wooden house,308.0
935,plastic factory,57.0
935,company,52.0
935,leisure,0.0
935,school,37.0
936,modular house,238.0
936,modular house extension,0.0
936,wooden house,306.0
936,plastic factory,54.0
936,company,54.0
936,leisure,0.0
936,school,37.0
937,modular house,283.0
937,modular house extension,0.0
937,wooden house,309.0
937,plastic factory,50.0
937,company,57.0
937,leisure,0.0
937,school,35.0
938,modular house,241.0
938,modular house extension,0.0
938,wooden house,315.0
938,plastic factory,52.0
938,company,57.0
938,leisure,0.0
938,school,32.0
939,modular house,236.0
939,modular house extension,0.0
939,wooden house,312.0
939,plastic factory,50.0
939,company,56.0
939,leisure,0.0
939,school,32.0
940,modular house,261.0
940,modular house extension,0.0
940,wooden house,312.0
940,plastic factory,48.0
940,company,56.0
940,leisure,0.0
940,school,34.0
941,modular house,229.0
941,modular house extension,0.0
941,wooden house,320.0
941,plastic factory,46.0
941,company,53.0
941,leisure,0.0
941,school,31.0
942,modular house,263.0
942,modular house extension,0.0
942,wooden house,319.0
942,plastic factory,46.0
942,company,46.0
942,leisure,0.0
942,school,27.0
943,modular house,234.0
943,modular house extension,3.0
943,wooden house,308.0
943,plastic factory,46.0
943,company,50.0
943,leisure,0.0
943,school,28.0
944,modular house,224.0
944,modular house extension,3.0
944,wooden house,304.0
944,plastic factory,46.0
944,company,44.0
944,leisure,0.0
944,school,27.0
945,modular house,271.0
945,modular house extension,6.0
945,wooden house,312.0
945,plastic factory,47.0
945,company,49.0
945,leisure,0.0
945,school,20.0
946,modular house,242.0
946,modular house extension,0.0
946,wooden house,287.0
946,plastic factory,45.0
946,company,48.0
946,leisure,0.0
946,school,21.0
947,modular house,222.0
947,modular house extension,3.0
947,wooden house,279.0
947,plastic factory,44.0
947,company,51.0
947,leisure,0.0
947,school,24.0
948,modular house,254.0
948,modular house extension,4.0
948,wooden house,280.0
948,plastic factory,45.0
948,company,46.0
948,leisure,0.0
948,school,18.0
949,modular house,224.0
949,modular house extension,0.0
949,wooden house,278.0
949,plastic factory,46.0
949,company,49.0
949,leisure,0.0
949,school,21.0
950,modular house,244.0
950,modular house extension,0.0
950,wooden house,268.0
950,plastic factory,55.0
950,company,50.0
950,leisure,0.0
950,school,23.0
951,modular house,244.0
951,modular house extension,3.0
951,wooden house,260.0
951,plastic factory,53.0
951,company,60.0
951,leisure,0.0
951,school,22.0
952,modular house,252.0
952,modular house extension,0.0
952,wooden house,250.0
952,plastic factory,55.0
952,company,52.0
952,leisure,0.0
952,school,18.0
953,modular house,250.0
953,modular house extension,0.0
953,wooden house,264.0
953,plastic factory,54.0
953,company,48.0
953,leisure,0.0
953,school,20.0
954,modular house,235.0
954,modular house extension,0.0
954,wooden house,255.0
954,plastic factory,55.0
954,company,49.0
954,leisure,0.0
954,school,25.0
955,modular house,228.0
955,modular house extension,0.0
955,wooden house,254.0
955,plastic factory,60.0
955,company,57.0
955,leisure,0.0
955,school,24.0
956,modular house,264.0
956,modular house extension,0.0
956,wooden house,252.0
956,plastic factory,61.0
956,company,58.0
956,leisure,0.0
956,school,26.0
957,modular house,247.0
957,modular house extension,0.0
957,wooden house,263.0
957,plastic factory,58.0
957,company,51.0
957,leisure,0.0
957,school,26.0
958,modular house,246.0
958,modular house extension,0.0
958,wooden house,278.0
958,plastic factory,58.0
958,company,44.0
958,leisure,0.0
958,school,28.0
959,modular house,220.0
959,modular house extension,0.0
959,wooden house,280.0
959,plastic factory,61.0
959,company,53.0
959,leisure,0.0
959,school,29.0
960,modular house,284.0
960,modular house extension,0.0
960,wooden house,295.0
960,plastic factory,64.0
960,company,55.0
960,leisure,0.0
960,school,31.0
961,modular house,270.0
961,modular house extension,0.0
961,wooden house,318.0
961,plastic factory,65.0
961,company,48.0
961,leisure,0.0
961,school,36.0
962,modular house,242.0
962,modular house extension,0.0
962,wooden house,317.0
962,plastic factory,67.0
962,company,48.0
962,leisure,0.0
962,school,35.0
963,modular house,243.0
963,modular house extension,0.0
963,wooden house,328.0
963,plastic factory,67.0
963,company,49.0
963,leisure,0.0
963,school,33.0
964,modular house,196.0
964,modular house extension,0.0
964,wooden house,321.0
964,plastic factory,69.0
964,company,51.0
964,leisure,0.0
964,school,44.0
965,modular house,257.0
965,modular house extension,3.0
965,wooden house,328.0
965,plastic factory,68.0
965,company,51.0
965,leisure,0.0
965,school,42.0
966,modular house,269.0
966,modular house extension,3.0
966,wooden house,324.0
966,plastic factory,67.0
966,company,59.0
966,leisure,0.0
966,school,37.0
967,modular house,239.0
967,modular house extension,0.0
967,wooden house,338.0
967,plastic factory,69.0
967,company,53.0
967,leisure,0.0
967,school,35.0
968,modular house,230.0
968,modular house extension,6.0
968,wooden house,337.0
968,plastic factory,73.0
968,company,51.0
968,leisure,0.0
968,school,35.0
969,modular house,251.0
969,modular house extension,0.0
969,wooden house,322.0
969,plastic factory,81.0
969,company,44.0
969,leisure,0.0
969,school,35.0
970,modular house,263.0
970,modular house extension,0.0
970,wooden house,314.0
970,plastic factory,81.0
970,company,42.0
970,leisure,0.0
970,school,33.0
971,modular house,217.0
971,modular house extension,0.0
971,wooden house,296.0
971,plastic factory,79.0
971,company,51.0
971,leisure,0.0
971,school,27.0
972,modular house,243.0
972,modular house extension,0.0
972,wooden house,294.0
972,plastic factory,82.0
972,company,55.0
972,leisure,0.0
972,school,22.0
973,modular house,247.0
973,modular house extension,0.0
973,wooden house,319.0
973,plastic factory,86.0
973,company,55.0
973,leisure,0.0
973,school,21.0
974,modular house,260.0
974,modular house extension,3.0
974,wooden house,314.0
974,plastic factory,84.0
974,company,60.0
974,leisure,0.0
974,school,23.0
975,modular house,249.0
975,modular house extension,0.0
975,wooden house,312.0
975,plastic factory,86.0
975,company,66.0
975,leisure,0.0
975,school,22.0
976,modular house,257.0
976,modular house extension,0.0
976,wooden house,315.0
976,plastic factory,87.0
976,company,62.0
976,leisure,0.0
976,school,23.0
977,modular house,232.0
977,modular house extension,0.0
977,wooden house,296.0
977,plastic factory,93.0
977,company,44.0
977,leisure,0.0
977,school,22.0
978,modular house,234.0
978,modular house extension,0.0
978,wooden house,282.0
978,plastic factory,94.0
978,company,40.0
978,leisure,0.0
978,school,25.0
979,modular house,261.0
979,modular house extension,3.0
979,wooden house,271.0
979,plastic factory,93.0
979,company,41.0
979,leisure,0.0
979,school,25.0
980,modular house,235.0
980,modular house extension,0.0
980,wooden house,279.0
980,plastic factory,97.0
980,company,41.0
980,leisure,0.0
980,school,23.0
981,modular house,267.0
981,modular house extension,0.0
981,wooden house,281.0
981,plastic factory,95.0
981,company,54.0
981,leisure,0.0
981,school,30.0
982,modular house,233.0
982,modular house extension,6.0
982,wooden house,288.0
982,plastic factory,94.0
982,company,53.0
982,leisure,0.0
982,school,28.0
983,modular house,247.0
983,modular house extension,0.0
983,wooden house,281.0
983,plastic factory,87.0
983,company,67.0
983,leisure,0.0
983,school,28.0
984,modular house,237.0
984,modular house extension,0.0
984,wooden house,253.0
984,plastic factory,82.0
984,company,58.0
984,leisure,0.0
984,school,33.0
985,modular house,250.0
985,modular house extension,3.0
985,wooden house,247.0
985,plastic factory,82.0
985,company,54.0
985,leisure,0.0
985,school,28.0
986,modular house,251.0
986,modular house extension,3.0
986,wooden house,251.0
986,plastic factory,88.0
986,company,46.0
986,leisure,0.0
986,school,20.0
987,modular house,237.0
987,modular house extension,3.0
987,wooden house,253.0
987,plastic factory,90.0
987,company,38.0
987,leisure,0.0
987,school,23.0
988,modular house,255.0
988,modular house extension,0.0
988,wooden house,268.0
988,plastic factory,90.0
988,company,38.0
988,leisure,0.0
988,school,21.0
989,modular house,245.0
989,modular house extension,0.0
989,wooden house,287.0
989,plastic factory,93.0
989,company,39.0
989,leisure,0.0
989,school,27.0
990,modular house,250.0
990,modular house extension,0.0
990,wooden house,287.0
990,plastic factory,92.0
990,company,49.0
990,leisure,0.0
990,school,27.0
991,modular house,231.0
991,modular house extension,6.0
991,wooden house,297.0
991,plastic factory,89.0
991,company,51.0
991,leisure,0.0
991,school,23.0
992,modular house,235.0
992,modular house extension,0.0
992,wooden house,297.0
992,plastic factory,88.0
992,company,52.0
992,leisure,0.0
992,school,26.0
993,modular house,241.0
993,modular house extension,3.0
993,wooden house,292.0
993,plastic factory,88.0
993,company,50.0
993,leisure,0.0
993,school,30.0
994,modular house,252.0
994,modular house extension,0.0
994,wooden house,297.0
994,plastic factory,90.0
994,company,51.0
994,leisure,0.0
994,school,28.0
995,modular house,252.0
995,modular house extension,3.0
995,wooden house,305.0
995,plastic factory,95.0
995,company,52.0
995,leisure,0.0
995,school,31.0
996,modular house,212.0
996,modular house extension,0.0
996,wooden house,308.0
996,plastic factory,99.0
996,company,58.0
996,leisure,0.0
996,school,32.0
997,modular house,252.0
997,modular house extension,3.0
997,wooden house,306.0
997,plastic factory,96.0
997,company,55.0
997,leisure,0.0
997,school,29.0
998,modular house,262.0
998,modular house extension,3.0
998,wooden house,299.0
998,plastic factory,91.0
998,company,58.0
998,leisure,0.0
998,school,29.0
999,modular house,257.0
999,modular house extension,3.0
999,wooden house,291.0
999,plastic factory,90.0
999,company,56.0
999,leisure,0.0
999,school,33.0
1000,modular house,221.0
1000,modular house extension,0.0
1000,wooden house,308.0
1000,plastic factory,88.0
1000,company,58.0
1000,leisure,0.0
1000,school,32.0
1001,modular house,258.0
1001,modular house extension,0.0
1001,wooden house,307.0
1001,plastic factory,94.0
1001,company,55.0
1001,leisure,0.0
1001,school,27.0
1002,modular house,242.0
1002,modular house extension,0.0
1002,wooden house,307.0
1002,plastic factory,91.0
1002,company,52.0
1002,leisure,0.0
1002,school,23.0
1003,modular house,254.0
1003,modular house extension,0.0
1003,wooden house,302.0
1003,plastic factory,87.0
1003,company,45.0
1003,leisure,0.0
1003,school,27.0
1004,modular house,254.0
1004,modular house extension,3.0
1004,wooden house,326.0
1004,plastic factory,92.0
1004,company,52.0
1004,leisure,0.0
1004,school,24.0
1005,modular house,258.0
1005,modular house extension,0.0
1005,wooden house,320.0
1005,plastic factory,86.0
1005,company,53.0
1005,leisure,0.0
1005,school,25.0
1006,modular house,234.0
1006,modular house extension,0.0
1006,wooden house,315.0
1006,plastic factory,90.0
1006,company,53.0
1006,leisure,0.0
1006,school,28.0
1007,modular house,235.0
1007,modular house extension,0.0
1007,wooden house,324.0
1007,plastic factory,84.0
1007,company,33.0
1007,leisure,0.0
1007,school,28.0
1008,modular house,250.0
1008,modular house extension,3.0
1008,wooden house,327.0
1008,plastic factory,80.0
1008,company,37.0
1008,leisure,0.0
1008,school,30.0
1009,modular house,253.0
1009,modular house extension,0.0
1009,wooden house,327.0
1009,plastic factory,74.0
1009,company,34.0
1009,leisure,0.0
1009,school,37.0
1010,modular house,249.0
1010,modular house extension,0.0
1010,wooden house,315.0
1010,plastic factory,77.0
1010,company,54.0
1010,leisure,0.0
1010,school,41.0
1011,modular house,250.0
1011,modular house extension,0.0
1011,wooden house,294.0
1011,plastic factory,77.0
1011,company,63.0
1011,leisure,0.0
1011,school,40.0
1012,modular house,225.0
1012,modular house extension,0.0
1012,wooden house,299.0
1012,plastic factory,76.0
1012,company,61.0
1012,leisure,0.0
1012,school,40.0
1013,modular house,234.0
1013,modular house extension,0.0
1013,wooden house,280.0
1013,plastic factory,73.0
1013,company,43.0
1013,leisure,0.0
1013,school,39.0
1014,modular house,234.0
1014,modular house extension,0.0
1014,wooden house,279.0
1014,plastic factory,74.0
1014,company,38.0
1014,leisure,0.0
1014,school,37.0
1015,modular house,246.0
1015,modular house extension,3.0
1015,wooden house,271.0
1015,plastic factory,75.0
1015,company,42.0
1015,leisure,0.0
1015,school,35.0
1016,modular house,262.0
1016,modular house extension,3.0
1016,wooden house,270.0
1016,plastic factory,71.0
1016,company,43.0
1016,leisure,0.0
1016,school,34.0
1017,modular house,263.0
1017,modular house extension,0.0
1017,wooden house,277.0
1017,plastic factory,72.0
1017,company,54.0
1017,leisure,0.0
1017,school,32.0
1018,modular house,244.0
1018,modular house extension,3.0
1018,wooden house,270.0
1018,plastic factory,71.0
1018,company,45.0
1018,leisure,0.0
1018,school,28.0
1019,modular house,235.0
1019,modular house extension,0.0
1019,wooden house,262.0
1019,plastic factory,72.0
1019,company,48.0
1019,leisure,0.0
1019,school,21.0
1020,modular house,207.0
1020,modular house extension,0.0
1020,wooden house,260.0
1020,plastic factory,71.0
1020,company,49.0
1020,leisure,0.0
1020,school,22.0
1021,modular house,226.0
1021,modular house extension,0.0
1021,wooden house,282.0
1021,plastic factory,66.0
1021,company,51.0
1021,leisure,0.0
1021,school,17.0
1022,modular house,248.0
1022,modular house extension,0.0
1022,wooden house,288.0
1022,plastic factory,62.0
1022,company,40.0
1022,leisure,0.0
1022,school,22.0
1023,modular house,231.0
1023,modular house extension,0.0
1023,wooden house,286.0
1023,plastic factory,61.0
1023,company,55.0
1023,leisure,0.0
1023,school,23.0
1024,modular house,259.0
1024,modular house extension,3.0
1024,wooden house,284.0
1024,plastic factory,60.0
1024,company,53.0
1024,leisure,0.0
1024,school,23.0
1025,modular house,234.0
1025,modular house extension,0.0
1025,wooden house,288.0
1025,plastic factory,59.0
1025,company,57.0
1025,leisure,0.0
1025,school,25.0
1026,modular house,211.0
1026,modular house extension,0.0
1026,wooden house,293.0
1026,plastic factory,60.0
1026,company,48.0
1026,leisure,0.0
1026,school,24.0
1027,modular house,233.0
1027,modular house extension,3.0
1027,wooden house,284.0
1027,plastic factory,59.0
1027,company,45.0
1027,leisure,0.0
1027,school,27.0
1028,modular house,215.0
1028,modular house extension,0.0
1028,wooden house,268.0
1028,plastic factory,60.0
1028,company,42.0
1028,leisure,0.0
1028,school,29.0
1029,modular house,261.0
1029,modular house extension,0.0
1029,wooden house,278.0
1029,plastic factory,56.0
1029,company,35.0
1029,leisure,0.0
1029,school,26.0
1030,modular house,239.0
1030,modular house extension,0.0
1030,wooden house,277.0
1030,plastic factory,53.0
1030,company,37.0
1030,leisure,0.0
1030,school,28.0
1031,modular house,282.0
1031,modular house extension,0.0
1031,wooden house,291.0
1031,plastic factory,50.0
1031,company,47.0
1031,leisure,0.0
1031,school,28.0
1032,modular house,245.0
1032,modular house extension,0.0
1032,wooden house,288.0
1032,plastic factory,52.0
1032,company,51.0
1032,leisure,0.0
1032,school,25.0
1033,modular house,200.0
1033,modular house extension,0.0
1033,wooden house,287.0
1033,plastic factory,57.0
1033,company,38.0
1033,leisure,0.0
1033,school,25.0
1034,modular house,239.0
1034,modular house extension,0.0
1034,wooden house,270.0
1034,plastic factory,53.0
1034,company,38.0
1034,leisure,0.0
1034,school,26.0
1035,modular house,245.0
1035,modular house extension,0.0
1035,wooden house,275.0
1035,plastic factory,53.0
1035,company,49.0
1035,leisure,0.0
1035,school,27.0
1036,modular house,267.0
1036,modular house extension,0.0
1036,wooden house,276.0
1036,plastic factory,54.0
1036,company,57.0
1036,leisure,0.0
1036,school,26.0
1037,modular house,235.0
1037,modular house extension,0.0
1037,wooden house,288.0
1037,plastic factory,60.0
1037,company,60.0
1037,leisure,0.0
1037,school,27.0
1038,modular house,244.0
1038,modular house extension,0.0
1038,wooden house,294.0
1038,plastic factory,56.0
1038,company,49.0
1038,leisure,0.0
1038,school,29.0
1039,modular house,248.0
1039,modular house extension,3.0
1039,wooden house,305.0
1039,plastic factory,59.0
1039,company,44.0
1039,leisure,0.0
1039,school,31.0
1040,modular house,243.0
1040,modular house extension,0.0
1040,wooden house,300.0
1040,plastic factory,57.0
1040,company,51.0
1040,leisure,0.0
1040,school,29.0
1041,modular house,249.0
1041,modular house extension,3.0
1041,wooden house,309.0
1041,plastic factory,62.0
1041,company,42.0
1041,leisure,0.0
1041,school,29.0
1042,modular house,203.0
1042,modular house extension,0.0
1042,wooden house,305.0
1042,plastic factory,56.0
1042,company,45.0
1042,leisure,0.0
1042,school,29.0
1043,modular house,248.0
1043,modular house extension,0.0
1043,wooden house,305.0
1043,plastic factory,53.0
1043,company,35.0
1043,leisure,0.0
1043,school,32.0
1044,modular house,240.0
1044,modular house extension,3.0
1044,wooden house,302.0
1044,plastic factory,50.0
1044,company,47.0
1044,leisure,0.0
1044,school,36.0
1045,modular house,278.0
1045,modular house extension,0.0
1045,wooden house,306.0
1045,plastic factory,51.0
1045,company,54.0
1045,leisure,0.0
1045,school,30.0
1046,modular house,241.0
1046,modular house extension,3.0
1046,wooden house,318.0
1046,plastic factory,51.0
1046,company,60.0
1046,leisure,0.0
1046,school,28.0
1047,modular house,243.0
1047,modular house extension,0.0
1047,wooden house,307.0
1047,plastic factory,50.0
1047,company,55.0
1047,leisure,0.0
1047,school,27.0
1048,modular house,231.0
1048,modular house extension,0.0
1048,wooden house,293.0
1048,plastic factory,51.0
1048,company,47.0
1048,leisure,0.0
1048,school,26.0
1049,modular house,279.0
1049,modular house extension,0.0
1049,wooden house,275.0
1049,plastic factory,53.0
1049,company,49.0
1049,leisure,0.0
1049,school,25.0
1050,modular house,251.0
1050,modular house extension,0.0
1050,wooden house,282.0
1050,plastic factory,58.0
1050,company,38.0
1050,leisure,0.0
1050,school,24.0
1051,modular house,205.0
1051,modular house extension,0.0
1051,wooden house,282.0
1051,plastic factory,56.0
1051,company,51.0
1051,leisure,0.0
1051,school,23.0
1052,modular house,234.0
1052,modular house extension,3.0
1052,wooden house,297.0
1052,plastic factory,54.0
1052,company,54.0
1052,leisure,0.0
1052,school,24.0
1053,modular house,233.0
1053,modular house extension,0.0
1053,wooden house,298.0
1053,plastic factory,59.0
1053,company,55.0
1053,leisure,0.0
1053,school,25.0
1054,modular house,242.0
1054,modular house extension,0.0
1054,wooden house,306.0
1054,plastic factory,56.0
1054,company,50.0
1054,leisure,0.0
1054,school,28.0
1055,modular house,258.0
1055,modular house extension,0.0
1055,wooden house,288.0
1055,plastic factory,57.0
1055,company,54.0
1055,leisure,0.0
1055,school,32.0
1056,modular house,262.0
1056,modular house extension,0.0
1056,wooden house,284.0
1056,plastic factory,57.0
1056,company,51.0
1056,leisure,0.0
1056,school,20.0
1057,modular house,231.0
1057,modular house extension,0.0
1057,wooden house,291.0
1057,plastic factory,60.0
1057,company,46.0
1057,leisure,0.0
1057,school,23.0
1058,modular house,238.0
1058,modular house extension,0.0
1058,wooden house,285.0
1058,plastic factory,62.0
1058,company,32.0
1058,leisure,0.0
1058,school,28.0
1059,modular house,217.0
1059,modular house extension,0.0
1059,wooden house,282.0
1059,plastic factory,66.0
1059,company,40.0
1059,leisure,0.0
1059,school,27.0
1060,modular house,260.0
1060,modular house extension,3.0
1060,wooden house,288.0
1060,plastic factory,64.0
1060,company,50.0
1060,leisure,0.0
1060,school,25.0
1061,modular house,259.0
1061,modular house extension,0.0
1061,wooden house,289.0
1061,plastic factory,63.0
1061,company,46.0
1061,leisure,0.0
1061,school,22.0
1062,modular house,263.0
1062,modular house extension,0.0
1062,wooden house,294.0
1062,plastic factory,66.0
1062,company,60.0
1062,leisure,0.0
1062,school,20.0
1063,modular house,240.0
1063,modular house extension,3.0
1063,wooden house,278.0
1063,plastic factory,63.0
1063,company,57.0
1063,leisure,0.0
1063,school,22.0
1064,modular house,209.0
1064,modular house extension,3.0
1064,wooden house,273.0
1064,plastic factory,62.0
1064,company,58.0
1064,leisure,0.0
1064,school,24.0
1065,modular house,226.0
1065,modular house extension,0.0
1065,wooden house,271.0
1065,plastic factory,63.0
1065,company,52.0
1065,leisure,0.0
1065,school,24.0
1066,modular house,257.0
1066,modular house extension,0.0
1066,wooden house,258.0
1066,plastic factory,65.0
1066,company,46.0
1066,leisure,0.0
1066,school,19.0
1067,modular house,225.0
1067,modular house extension,0.0
1067,wooden house,273.0
1067,plastic factory,63.0
1067,company,43.0
1067,leisure,0.0
1067,school,23.0
1068,modular house,260.0
1068,modular house extension,0.0
1068,wooden house,278.0
1068,plastic factory,62.0
1068,company,42.0
1068,leisure,0.0
1068,school,27.0
1069,modular house,250.0
1069,modular house extension,0.0
1069,wooden house,284.0
1069,plastic factory,65.0
1069,company,42.0
1069,leisure,0.0
1069,school,26.0
1070,modular house,218.0
1070,modular house extension,0.0
1070,wooden house,300.0
1070,plastic factory,63.0
1070,company,47.0
1070,leisure,0.0
1070,school,22.0
1071,modular house,256.0
1071,modular house extension,0.0
1071,wooden house,308.0
1071,plastic factory,63.0
1071,company,50.0
1071,leisure,0.0
1071,school,23.0
1072,modular house,250.0
1072,modular house extension,0.0
1072,wooden house,296.0
1072,plastic factory,67.0
1072,company,51.0
1072,leisure,0.0
1072,school,26.0
1073,modular house,227.0
1073,modular house extension,0.0
1073,wooden house,299.0
1073,plastic factory,69.0
1073,company,45.0
1073,leisure,0.0
1073,school,28.0
1074,modular house,254.0
1074,modular house extension,0.0
1074,wooden house,311.0
1074,plastic factory,65.0
1074,company,41.0
1074,leisure,0.0
1074,school,34.0
1075,modular house,250.0
1075,modular house extension,0.0
1075,wooden house,320.0
1075,plastic factory,65.0
1075,company,36.0
1075,leisure,0.0
1075,school,36.0
1076,modular house,239.0
1076,modular house extension,0.0
1076,wooden house,337.0
1076,plastic factory,66.0
1076,company,45.0
1076,leisure,0.0
1076,school,34.0
1077,modular house,239.0
1077,modular house extension,0.0
1077,wooden house,351.0
1077,plastic factory,66.0
1077,company,51.0
1077,leisure,0.0
1077,school,40.0
1078,modular house,277.0
1078,modular house extension,3.0
1078,wooden house,346.0
1078,plastic factory,72.0
1078,company,58.0
1078,leisure,0.0
1078,school,39.0
1079,modular house,243.0
1079,modular house extension,0.0
1079,wooden house,347.0
1079,plastic factory,76.0
1079,company,61.0
1079,leisure,0.0
1079,school,39.0
1080,modular house,256.0
1080,modular house extension,0.0
1080,wooden house,340.0
1080,plastic factory,78.0
1080,company,52.0
1080,leisure,0.0
1080,school,39.0
1081,modular house,225.0
1081,modular house extension,0.0
1081,wooden house,311.0
1081,plastic factory,72.0
1081,company,46.0
1081,leisure,0.0
1081,school,37.0
1082,modular house,232.0
1082,modular house extension,0.0
1082,wooden house,307.0
1082,plastic factory,71.0
1082,company,43.0
1082,leisure,0.0
1082,school,35.0
1083,modular house,265.0
1083,modular house extension,0.0
1083,wooden house,301.0
1083,plastic factory,72.0
1083,company,47.0
1083,leisure,0.0
1083,school,34.0
1084,modular house,238.0
1084,modular house extension,0.0
1084,wooden house,300.0
1084,plastic factory,72.0
1084,company,36.0
1084,leisure,0.0
1084,school,30.0
1085,modular house,251.0
1085,modular house extension,6.0
1085,wooden house,282.0
1085,plastic factory,72.0
1085,company,32.0
1085,leisure,0.0
1085,school,30.0
1086,modular house,230.0
1086,modular house extension,6.0
1086,wooden house,284.0
1086,plastic factory,74.0
1086,company,33.0
1086,leisure,0.0
1086,school,23.0
1087,modular house,264.0
1087,modular house extension,0.0
1087,wooden house,265.0
1087,plastic factory,78.0
1087,company,46.0
1087,leisure,0.0
1087,school,23.0
1088,modular house,230.0
1088,modular house extension,3.0
1088,wooden house,268.0
1088,plastic factory,80.0
1088,company,48.0
1088,leisure,0.0
1088,school,24.0
1089,modular house,218.0
1089,modular house extension,0.0
1089,wooden house,269.0
1089,plastic factory,80.0
1089,company,46.0
1089,leisure,0.0
1089,school,18.0
1090,modular house,251.0
1090,modular house extension,0.0
1090,wooden house,273.0
1090,plastic factory,80.0
1090,company,47.0
1090,leisure,0.0
1090,school,22.0
1091,modular house,288.0
1091,modular house extension,0.0
1091,wooden house,280.0
1091,plastic factory,83.0
1091,company,45.0
1091,leisure,0.0
1091,school,20.0
1092,modular house,241.0
1092,modular house extension,3.0
1092,wooden house,273.0
1092,plastic factory,76.0
1092,company,54.0
1092,leisure,0.0
1092,school,23.0
1093,modular house,219.0
1093,modular house extension,0.0
1093,wooden house,267.0
1093,plastic factory,73.0
1093,company,57.0
1093,leisure,0.0
1093,school,23.0
1094,modular house,239.0
1094,modular house extension,3.0
1094,wooden house,273.0
1094,plastic factory,78.0
1094,company,62.0
1094,leisure,0.0
1094,school,23.0
1095,modular house,231.0
1095,modular house extension,6.0
1095,wooden house,279.0
1095,plastic factory,76.0
1095,company,49.0
1095,leisure,0.0
1095,school,26.0
1096,modular house,236.0
1096,modular house extension,0.0
1096,wooden house,286.0
1096,plastic factory,79.0
1096,company,37.0
1096,leisure,0.0
1096,school,27.0
1097,modular house,254.0
1097,modular house extension,0.0
1097,wooden house,269.0
1097,plastic factory,80.0
1097,company,30.0
1097,leisure,0.0
1097,school,22.0
1098,modular house,266.0
1098,modular house extension,0.0
1098,wooden house,284.0
1098,plastic factory,82.0
1098,company,38.0
1098,leisure,0.0
1098,school,26.0
1099,modular house,246.0
1099,modular house extension,0.0
1099,wooden house,274.0
1099,plastic factory,77.0
1099,company,44.0
1099,leisure,0.0
1099,school,27.0
1100,modular house,220.0
1100,modular house extension,0.0
1100,wooden house,264.0
1100,plastic factory,78.0
