cycle,i,tick_resources_used_Ui
61,kWh energy,54894562.789124615
62,m3_wood,3439744.0
62,kg_cotton,150975000.0
62,m² land,19871933.55538342
62,kWh energy,56153010.30666144
63,m3_wood,3682112.0
63,kg_cotton,153367500.0
63,m² land,20008960.0
63,kWh energy,57091410.775672086
64,m3_wood,3691216.0
64,kg_cotton,154852500.0
64,m² land,20004520.0
64,kWh energy,57677608.85176883
65,m3_wood,3890864.0
65,kg_cotton,155430000.0
65,m² land,21008580.0
65,kWh energy,57950181.22722128
66,m3_wood,3938336.0
66,kg_cotton,155347500.0
66,m² land,21040420.0
66,kWh energy,57950223.90355874
67,m3_wood,3886832.0
67,kg_cotton,156172500.0
67,m² land,20079542.711076684
67,kWh energy,58225172.293415
68,m3_wood,3739968.0
68,kg_cotton,156997500.0
68,m² land,20015462.711076684
68,kWh energy,58436611.20022803
69,m3_wood,3843344.0
69,kg_cotton,155265000.0
69,m² land,20997688.133230053
69,kWh energy,57704204.53872532
70,m3_wood,4118992.0
70,kg_cotton,156502500.0
70,m² land,21122639.366776057
70,kWh energy,58094007.64690358
71,m3_wood,3971856.0
71,kg_cotton,159142500.0
71,m² land,20127322.711076684
71,kWh energy,58938184.18211802
72,m3_wood,3802864.0
72,kg_cotton,157657500.0
72,m² land,19130641.73472263
72,kWh energy,58277822.97943944
73,m3_wood,3687248.0
73,kg_cotton,158482500.0
73,m² land,19100065.42215337
73,kWh energy,58411497.674259484
74,m3_wood,3870240.0
74,kg_cotton,157410000.0
74,m² land,20989381.332300544
74,kWh energy,57966752.24926257
75,m3_wood,3844384.0
75,kg_cotton,157575000.0
75,m² land,20086987.306317355
75,kWh energy,57966450.952878416
76,m3_wood,4001520.0
76,kg_cotton,159142500.0
76,m² land,21064909.13289669
76,kWh energy,58501731.57219048
77,m3_wood,4102400.0
77,kg_cotton,160297500.0
77,m² land,22023500.0
77,kWh energy,58911559.54040263
78,m3_wood,4091168.0
78,kg_cotton,160297500.0
78,m² land,22018460.0
78,kWh energy,58865999.51465386
79,m3_wood,3842784.0
79,kg_cotton,159637500.0
79,m² land,20994982.711076684
79,kWh energy,58597831.960309796
80,m3_wood,3661280.0
80,kg_cotton,157905000.0
80,m² land,19978102.711076684
80,kWh energy,57935230.58303418
81,m3_wood,3500400.0
81,kg_cotton,159060000.0
81,m² land,18994060.0
81,kWh energy,58382552.23340817
82,m3_wood,3366656.0
82,kg_cotton,159555000.0
82,m² land,18954320.0
82,kWh energy,58551337.866829045
83,m3_wood,3325392.0
83,kg_cotton,158482500.0
83,m² land,18928740.0
83,kWh energy,58219422.99741208
84,m3_wood,3431904.0
84,kg_cotton,156832500.0
84,m² land,19890357.162278526
84,kWh energy,57659171.54054982
85,m3_wood,3292528.0
85,kg_cotton,154605000.0
85,m² land,19802637.162278526
85,kWh energy,56864818.13446651
86,m3_wood,3590640.0
86,kg_cotton,153945000.0
86,m² land,19933300.0
86,kWh energy,56701483.15112445
87,m3_wood,3587504.0
87,kg_cotton,157740000.0
87,m² land,19940380.0
87,kWh energy,58167704.489043675
88,m3_wood,3361008.0
88,kg_cotton,154605000.0
88,m² land,19814720.0
88,kWh energy,57095968.625372104
89,m3_wood,3143520.0
89,kg_cotton,154440000.0
89,m² land,17910942.711076684
89,kWh energy,57170260.45128501
90,m3_wood,3247264.0
90,kg_cotton,154275000.0
90,m² land,18880580.0
90,kWh energy,57199234.35729444
91,m3_wood,2947984.0
91,kg_cotton,158400000.0
91,m² land,16913985.42215337
91,kWh energy,58773148.891057
92,m3_wood,2923360.0
92,kg_cotton,157905000.0
92,m² land,15980200.0
92,kWh energy,58647475.84151257
93,m3_wood,2963984.0
93,kg_cotton,160627500.0
93,m² land,16000480.0
93,kWh energy,59708350.66902391
94,m3_wood,2783104.0
94,kg_cotton,159225000.0
94,m² land,14992880.0
94,kWh energy,59224939.33495863
95,m3_wood,2547856.0
95,kg_cotton,160792500.0
95,m² land,14003322.711076684
95,kWh energy,59735332.538147144
96,m3_wood,2855248.0
96,kg_cotton,159637500.0
96,m² land,15955617.460640367
96,kWh energy,59294099.33750777
97,m3_wood,3000224.0
97,kg_cotton,157492500.0
97,m² land,16036280.0
97,kWh energy,58482621.12319052
98,m3_wood,3045856.0
98,kg_cotton,148087500.0
98,m² land,16054820.0
98,kWh energy,55016671.42633051
99,m3_wood,2896496.0
99,kg_cotton,133815000.0
99,m² land,16883437.03563374
99,kWh energy,49758840.26365604
100,m3_wood,3281344.0
100,kg_cotton,108817500.0
100,m² land,17080822.711076684
100,kWh energy,40600953.76560242
101,m3_wood,3323616.0
101,kg_cotton,88192500.0
101,m² land,17079520.0
101,kWh energy,32981555.696693204
102,m3_wood,3322992.0
102,kg_cotton,68640000.0
102,m² land,17083740.0
102,kWh energy,25817428.32413348
103,m3_wood,3260512.0
103,kg_cotton,55027500.0
103,m² land,17062148.133230053
103,kWh energy,20866463.73399191
104,m3_wood,3291136.0
104,kg_cotton,43477500.0
104,m² land,17063925.42215337
104,kWh energy,16699167.360205587
105,m3_wood,3246768.0
105,kg_cotton,34650000.0
105,m² land,17041970.844306737
105,kWh energy,13563932.196443163
106,m3_wood,3189264.0
106,kg_cotton,29287500.0
106,m² land,17026585.42215337
106,kWh energy,11632849.244526427
107,m3_wood,3123024.0
107,kg_cotton,22770000.0
107,m² land,17002780.0
107,kWh energy,9314137.342586385
108,m3_wood,3074896.0
108,kg_cotton,17160000.0
108,m² land,16992120.0
108,kWh energy,7327439.43562558
109,m3_wood,3146768.0
109,kg_cotton,13530000.0
109,m² land,16996460.0
109,kWh energy,6093436.892047663
110,m3_wood,3074288.0
110,kg_cotton,11302500.0
110,m² land,16978862.711076684
110,kWh energy,5321602.4394788705
111,m3_wood,3096768.0
111,kg_cotton,9900000.0
111,m² land,16984960.0
111,kWh energy,4889940.666307926
112,m3_wood,3096400.0
112,kg_cotton,9157500.0
112,m² land,17884000.0
112,kWh energy,4644586.318132475
113,m3_wood,2963632.0
113,kg_cotton,8662500.0
113,m² land,16922540.0
113,kWh energy,4532495.400484444
114,m3_wood,3242016.0
114,kg_cotton,8415000.0
114,m² land,17956520.0
114,kWh energy,4501812.086431219
115,m3_wood,3248256.0
115,kg_cotton,8497500.0
115,m² land,17950297.162278526
115,kWh energy,4584668.324682733
116,m3_wood,3038000.0
116,kg_cotton,8992500.0
116,m² land,16941477.162278526
116,kWh energy,4831855.876501109
117,m3_wood,2815248.0
117,kg_cotton,9487500.0
117,m² land,15944565.422153369
117,kWh energy,5090900.702684284
118,m3_wood,2853360.0
118,kg_cotton,9075000.0
118,m² land,15953645.422153369
118,kWh energy,5046272.289326045
119,m3_wood,2899232.0
119,kg_cotton,8745000.0
119,m² land,16906988.133230053
119,kWh energy,4988506.432057504
120,m3_wood,3216992.0
120,kg_cotton,8250000.0
120,m² land,17943334.887683965
120,kWh energy,4869610.230182347
121,m3_wood,3304480.0
121,kg_cotton,7920000.0
121,m² land,17977600.0
121,kWh energy,4768195.897430445
122,m3_wood,3080480.0
122,kg_cotton,8250000.0
122,m² land,16980100.0
122,kWh energy,4911447.103600399
123,m3_wood,3211968.0
123,kg_cotton,8332500.0
123,m² land,17944779.907048795
123,kWh energy,4945455.848179706
124,m3_wood,3147616.0
124,kg_cotton,8415000.0
124,m² land,17904169.10921766
124,kWh energy,4934648.959849271
125,m3_wood,3071728.0
125,kg_cotton,8002500.0
125,m² land,16984665.42215337
125,kWh energy,4741052.135681959
126,m3_wood,2911488.0
126,kg_cotton,8332500.0
126,m² land,15992362.711076684
126,kWh energy,4800792.721597757
127,m3_wood,2887744.0
127,kg_cotton,8167500.0
127,m² land,15971685.422153369
127,kWh energy,4701417.11851278
128,m3_wood,2956496.0
128,kg_cotton,8497500.0
128,m² land,16010628.133230055
128,kWh energy,4773331.451264681
129,m3_wood,2996496.0
129,kg_cotton,8415000.0
129,m² land,16008120.0
129,kWh energy,4660312.086431219
130,m3_wood,2939008.0
130,kg_cotton,7837500.0
130,m² land,15988760.0
130,kWh energy,4364339.65917893
131,m3_wood,2929632.0
131,kg_cotton,8332500.0
131,m² land,15993040.0
131,kWh energy,4444966.468433861
132,m3_wood,2748144.0
132,kg_cotton,8002500.0
132,m² land,14994682.711076684
132,kWh energy,4270552.135681959
133,m3_wood,2563520.0
133,kg_cotton,8250000.0
133,m² land,13985402.711076684
133,kWh energy,4337610.230182346
134,m3_wood,2527264.0
134,kg_cotton,8167500.0
134,m² land,13985085.422153369
134,kWh energy,4310908.78525238
135,m3_wood,2541024.0
135,kg_cotton,8332500.0
135,m² land,13983280.0
135,kWh energy,4344292.721597757
136,m3_wood,2507264.0
136,kg_cotton,7260000.0
136,m² land,13970580.0
136,kWh energy,3954377.852180797
137,m3_wood,2365136.0
137,kg_cotton,7012500.0
137,m² land,12977922.711076684
137,kWh energy,3850982.8842623574
138,m3_wood,2267648.0
138,kg_cotton,6765000.0
138,m² land,12921083.594113082
138,kWh energy,3780422.774339755
139,m3_wood,2383264.0
139,kg_cotton,6682500.0
139,m² land,12991585.422153369
139,kWh energy,3767068.551510457
140,m3_wood,2446640.0
140,kg_cotton,6682500.0
140,m² land,13935800.0
140,kWh energy,3781416.0451826635
141,m3_wood,2756272.0
141,kg_cotton,6022500.0
141,m² land,14980840.0
141,kWh energy,3571924.2530969125
142,m3_wood,2732512.0
142,kg_cotton,5610000.0
142,m² land,14977640.0
142,kWh energy,3451049.2826527804
143,m3_wood,2907136.0
143,kg_cotton,6022500.0
143,m² land,15977351.486835582
143,kWh energy,3693731.5527462536
144,m3_wood,2903376.0
144,kg_cotton,6270000.0
144,m² land,15980237.815646783
144,kWh energy,3839971.727343145
145,m3_wood,2749376.0
145,kg_cotton,6435000.0
145,m² land,14993082.711076684
145,kWh energy,3988184.2038461734
146,m3_wood,2947120.0
146,kg_cotton,6600000.0
146,m² land,16017326.646010838
146,kWh energy,4074498.643971511
147,m3_wood,3317216.0
147,kg_cotton,7260000.0
147,m² land,19796056.06506575
147,kWh energy,4396166.198315581
148,m3_wood,4180992.0
148,kg_cotton,8910000.0
148,m² land,22976263.588693183
148,kWh energy,5035890.368402881
149,m3_wood,5022848.0
149,kg_cotton,10312500.0
149,m² land,25182133.286601648
149,kWh energy,5584744.841924486
150,m3_wood,6142224.0
150,kg_cotton,13860000.0
150,m² land,32148366.197745167
150,kWh energy,6841370.1783141205
151,m3_wood,6757216.0
151,kg_cotton,18975000.0
151,m² land,31458878.244115345
151,kWh energy,8631265.513761664
152,m3_wood,6475344.0
152,kg_cotton,26895000.0
152,m² land,33209512.7690345
152,kWh energy,11423936.13983937
153,m3_wood,7224496.0
153,kg_cotton,35722500.0
153,m² land,34455395.92624616
153,kWh energy,14533120.760896305
154,m3_wood,8612544.0
154,kg_cotton,43972500.0
154,m² land,45112811.052426346
154,kWh energy,17429992.05043849
155,m3_wood,7893296.0
155,kg_cotton,55522500.0
155,m² land,39391277.6291273
155,kWh energy,21475497.791096225
156,m3_wood,6490880.0
156,kg_cotton,67650000.0
156,m² land,34977651.01124088
156,kWh energy,25728632.767750006
157,m3_wood,5060432.0
157,kg_cotton,80520000.0
157,m² land,26137645.604063623
157,kWh energy,30285946.33032091
158,m3_wood,4111392.0
158,kg_cotton,93307500.0
158,m² land,21101766.368916914
158,kWh energy,34840530.01140401
159,m3_wood,3999536.0
159,kg_cotton,101970000.0
159,m² land,21054814.27022762
159,kWh energy,37923455.91566834
160,m3_wood,3344064.0
160,kg_cotton,112860000.0
160,m² land,18897390.86548774
160,kWh energy,41809559.46375785
161,m3_wood,3599712.0
161,kg_cotton,122100000.0
161,m² land,19012684.626224335
161,kWh energy,45125054.578269504
162,m3_wood,3216112.0
162,kg_cotton,131917500.0
162,m² land,17029776.58448455
162,kWh energy,48647809.58795694
163,m3_wood,3052736.0
163,kg_cotton,135795000.0
163,m² land,16060476.870642878
163,kWh energy,50042487.11232766
164,m3_wood,2780016.0
164,kg_cotton,138435000.0
164,m² land,15006022.711076684
164,kWh energy,50952814.138447754
165,m3_wood,2589136.0
165,kg_cotton,140827500.0
165,m² land,14011420.0
165,kWh energy,51818554.646081574
166,m3_wood,2751248.0
166,kg_cotton,141322500.0
166,m² land,14982702.525174253
166,kWh energy,52006137.94728385
167,m3_wood,2796256.0
167,kg_cotton,147840000.0
167,m² land,15009327.95027902
167,kWh energy,54410225.92827859
168,m3_wood,2913392.0
168,kg_cotton,147427500.0
168,m² land,15999240.0
168,kWh energy,54317175.344400816
169,m3_wood,2985888.0
169,kg_cotton,148830000.0
169,m² land,16012360.0
169,kWh energy,54893502.53114746
170,m3_wood,2735024.0
170,kg_cotton,148087500.0
170,m² land,14974679.046013577
170,kWh energy,54654428.195846364
171,m3_wood,2896512.0
171,kg_cotton,147427500.0
171,m² land,15964240.170410499
171,kWh energy,54445835.31834969
172,m3_wood,2947760.0
172,kg_cotton,146355000.0
172,m² land,15988700.0
172,kWh energy,54091184.660925604
173,m3_wood,2886512.0
173,kg_cotton,147757500.0
173,m² land,15962640.0
173,kWh energy,54711556.950750925
174,m3_wood,3021152.0
174,kg_cotton,146437500.0
174,m² land,16961531.01471725
174,kWh energy,54277178.75440633
175,m3_wood,2779008.0
175,kg_cotton,148335000.0
175,m² land,15920342.711076684
175,kWh energy,55032282.091530606
176,m3_wood,2888992.0
176,kg_cotton,145282500.0
176,m² land,15976745.422153369
176,kWh energy,53955339.28772868
177,m3_wood,2850880.0
177,kg_cotton,145282500.0
177,m² land,15945210.348566974
177,kWh energy,53971602.362510756
178,m3_wood,2954256.0
178,kg_cotton,146190000.0
178,m² land,16918097.644657776
178,kWh energy,54321016.26046523
179,m3_wood,2994240.0
179,kg_cotton,145035000.0
179,m² land,16946300.0
179,kWh energy,53908906.41278116
180,m3_wood,2968640.0
180,kg_cotton,144787500.0
180,m² land,16921982.711076684
180,kWh energy,53819232.58177119
181,m3_wood,3353504.0
181,kg_cotton,145447500.0
181,m² land,18934372.25406657
181,kWh energy,54028558.9602813
182,m3_wood,3498996.2263057036
182,kg_cotton,145530000.0
182,m² land,18987380.950920615
182,kWh energy,53998623.68719292
183,m3_wood,3545344.0
183,kg_cotton,144292500.0
183,m² land,19006365.90240123
183,kWh energy,53539720.630814485
184,m3_wood,3152352.0
184,kg_cotton,143385000.0
184,m² land,17011461.688613474
184,kWh energy,53147183.379904754
185,m3_wood,3193216.0
185,kg_cotton,144045000.0
185,m² land,17953624.570100665
185,kWh energy,53310960.365492195
186,m3_wood,3107984.0
186,kg_cotton,142147500.0
186,m² land,16989498.977536794
186,kWh energy,52555514.97432247
187,m3_wood,2804976.0
187,kg_cotton,144292500.0
187,m² land,15013300.526723454
187,kWh energy,53270911.056743406
188,m3_wood,2983328.0
188,kg_cotton,146602500.0
188,m² land,16001127.498063464
188,kWh energy,54054934.31856579
189,m3_wood,2763120.0
189,kg_cotton,144787500.0
189,m² land,15001421.688613478
189,kWh energy,53364608.24042972
190,m3_wood,2789376.0
190,kg_cotton,141570000.0
190,m² land,15023744.399690162
190,kWh energy,52163235.24742094
191,m3_wood,2591008.0
191,kg_cotton,145365000.0
191,m² land,14007762.711076684
191,kWh energy,53517921.83094402
192,m3_wood,2543520.0
192,kg_cotton,146932500.0
192,m² land,13966336.90898895
192,kWh energy,54075710.783516474
193,m3_wood,2524160.0
193,kg_cotton,144540000.0
193,m² land,13955562.33114232
193,kWh energy,53199010.21090588
194,m3_wood,2772512.0
194,kg_cotton,142807500.0
194,m² land,15008549.924442839
194,kWh energy,52583333.01957219
195,m3_wood,2579760.0
195,kg_cotton,144705000.0
195,m² land,14002162.45778711
195,kWh energy,53279578.51434164
196,m3_wood,2559760.0
196,kg_cotton,144705000.0
196,m² land,13996700.0
196,kWh energy,53274354.22479999
197,m3_wood,2567888.0
197,kg_cotton,142642500.0
197,m² land,14004854.748257168
197,kWh energy,52553596.4089273
198,m3_wood,2768752.0
198,kg_cotton,141982500.0
198,m² land,15015108.30364056
198,kWh energy,52350447.8080978
199,m3_wood,2741888.0
199,kg_cotton,136537500.0
199,m² land,14995860.0
199,kWh energy,50427226.589632876
200,m3_wood,2367008.0
200,kg_cotton,129195000.0
200,m² land,13001261.82657934
200,kWh energy,47854876.76269102
201,m3_wood,2041504.0
201,kg_cotton,122182500.0
201,m² land,11004394.497465417
201,kWh energy,45368472.857692
202,m3_wood,1696016.0
202,kg_cotton,114097500.0
202,m² land,9007760.0
202,kWh energy,42510506.74500351
203,m3_wood,1696000.0
203,kg_cotton,105600000.0
203,m² land,9006560.0
203,kWh energy,39454012.16715687
204,m3_wood,1465120.0
204,kg_cotton,91905000.0
204,m² land,7991900.0
204,kWh energy,34560668.08283334
205,m3_wood,1463872.0
205,kg_cotton,78622500.0
205,m² land,7991680.0
205,kWh energy,29829969.34996037
206,m3_wood,1476368.0
206,kg_cotton,67155000.0
206,m² land,8001636.266460109
206,kWh energy,25762321.86297639
207,m3_wood,1271120.0
207,kg_cotton,58162500.0
207,m² land,6995902.711076684
207,kWh energy,22538418.447578203
208,m3_wood,1086496.0
208,kg_cotton,48757500.0
208,m² land,5995622.711076684
208,kWh energy,19173253.06600855
209,m3_wood,1206480.0
209,kg_cotton,40837500.0
209,m² land,6041643.377226956
209,kWh energy,16281700.463434141
210,m3_wood,1299248.0
210,kg_cotton,33660000.0
210,m² land,7005628.133230054
210,kWh energy,13704636.640059764
211,m3_wood,1333872.0
211,kg_cotton,28957500.0
211,m² land,7931999.184804315
211,kWh energy,12002861.384710053
212,m3_wood,1460752.0
212,kg_cotton,23347500.0
212,m² land,7989940.0
212,kWh energy,9978617.95427442
213,m3_wood,1440752.0
213,kg_cotton,19965000.0
213,m² land,7988940.0
213,kWh energy,8728665.320761137
214,m3_wood,1564752.0
214,kg_cotton,18810000.0
214,m² land,9838760.0
214,kWh energy,8273076.293189162
215,m3_wood,1660640.0
215,kg_cotton,16252500.0
215,m² land,8994982.711076684
215,kWh energy,7321630.776673377
216,m3_wood,1480752.0
216,kg_cotton,15345000.0
216,m² land,7995448.133230055
216,kWh energy,6944881.871898395
217,m3_wood,1636640.0
217,kg_cotton,14685000.0
217,m² land,8995231.486835582
217,kWh energy,6663176.410525212
218,m3_wood,1541360.0
218,kg_cotton,13695000.0
218,m² land,8020813.865220757
218,kWh energy,6242467.28845419
219,m3_wood,1654128.0
219,kg_cotton,13117500.0
219,m² land,8992076.172501476
219,kWh energy,6008390.610585835
220,m3_wood,1673488.0
220,kg_cotton,14272500.0
220,m² land,9000005.64911165
220,kWh energy,6453155.400416126
221,m3_wood,1660384.0
221,kg_cotton,14107500.0
221,m² land,8997982.711076684
221,kWh energy,6372585.081558273
222,m3_wood,1580384.0
222,kg_cotton,14932500.0
222,m² land,8980485.422153369
222,kWh energy,6690734.505025598
223,m3_wood,1449504.0
223,kg_cotton,14685000.0
223,m² land,7988880.0
223,kWh energy,6600663.774848839
224,m3_wood,1506976.0
224,kg_cotton,15427500.0
224,m² land,8030726.97134003
224,kWh energy,6870956.960064653
225,m3_wood,1449504.0
225,kg_cotton,15757500.0
225,m² land,7984380.0
225,kWh energy,7024028.101560317
226,m3_wood,1663776.0
226,kg_cotton,15180000.0
226,m² land,9908151.486835582
226,kWh energy,6858097.883753112
227,m3_wood,1840000.0
227,kg_cotton,14932500.0
227,m² land,9991000.0
227,kWh energy,6837090.331958205
228,m3_wood,1868752.0
228,kg_cotton,14767500.0
228,m² land,9991871.486835582
228,kWh energy,6852708.411035046
229,m3_wood,1893120.0
229,kg_cotton,15262500.0
229,m² land,10008400.0
229,kWh energy,7101830.9178740075
230,m3_wood,1872496.0
230,kg_cotton,15592500.0
230,m² land,10007120.0
230,kWh energy,7257713.66143498
231,m3_wood,1814992.0
231,kg_cotton,15510000.0
231,m² land,9987240.0
231,kWh energy,7236899.632628551
232,m3_wood,1801872.0
232,kg_cotton,15180000.0
232,m² land,9985340.0
232,kWh energy,7167474.679622492
233,m3_wood,1832496.0
233,kg_cotton,14850000.0
233,m² land,10005120.0
233,kWh energy,7070583.602801117
234,m3_wood,1841264.0
234,kg_cotton,14850000.0
234,m² land,10000060.0
234,kWh energy,7095026.742257445
235,m3_wood,1830624.0
235,kg_cotton,15015000.0
235,m² land,9999780.0
235,kWh energy,7151540.20057163
236,m3_wood,1811248.0
236,kg_cotton,14932500.0
236,m² land,9977512.703330725
236,kWh energy,7148891.313769363
237,m3_wood,1761248.0
237,kg_cotton,15097500.0
237,m² land,9978560.0
237,kWh energy,7214027.976214165
238,m3_wood,1964624.0
238,kg_cotton,15262500.0
238,m² land,10982929.635941118
238,kWh energy,7264686.744806613
239,m3_wood,1972752.0
239,kg_cotton,15427500.0
239,m² land,10973880.0
239,kWh energy,7285382.283217301
240,m3_wood,1918768.0
240,kg_cotton,14437500.0
240,m² land,10040034.784351762
240,kWh energy,6911143.587377566
241,m3_wood,1808752.0
241,kg_cotton,14685000.0
241,m² land,9979948.133230053
241,kWh energy,6929461.442630246
242,m3_wood,1839376.0
242,kg_cotton,13942500.0
242,m² land,9990733.555383421
242,kWh energy,6616234.749826036
243,m3_wood,1800624.0
243,kg_cotton,13695000.0
243,m² land,9971637.459333817
243,kWh energy,6458831.448647198
244,m3_wood,1828128.0
244,kg_cotton,13365000.0
244,m² land,9980660.0
244,kWh energy,6321834.983998888
245,m3_wood,1788752.0
245,kg_cotton,13530000.0
245,m² land,9974440.0
245,kWh energy,6306229.5405984195
246,m3_wood,1996496.0
246,kg_cotton,13612500.0
246,m² land,11017996.14675355
246,kWh energy,6283928.970106169
247,m3_wood,2022736.0
247,kg_cotton,13942500.0
247,m² land,11005656.407377206
247,kWh energy,6372577.941082275
248,m3_wood,2023984.0
248,kg_cotton,13777500.0
248,m² land,10988614.034170292
248,kWh energy,6278850.813480659
249,m3_wood,2010256.0
249,kg_cotton,14107500.0
249,m² land,10979405.868495591
249,kWh energy,6406820.869565358
250,m3_wood,1983376.0
250,kg_cotton,15180000.0
250,m² land,10983754.604447424
250,kWh energy,6797185.196276834
251,m3_wood,2134000.0
251,kg_cotton,16500000.0
251,m² land,11063418.549941726
251,kWh energy,7233439.310279438
252,m3_wood,2357696.0
252,kg_cotton,19965000.0
252,m² land,11132786.770582952
252,kWh energy,8476282.20705357
253,m3_wood,2222112.0
253,kg_cotton,24750000.0
253,m² land,11123836.405886568
253,kWh energy,10155227.318142317
254,m3_wood,2622384.0
254,kg_cotton,29700000.0
254,m² land,12192836.37036565
254,kWh energy,11966080.771289848
255,m3_wood,2246896.0
255,kg_cotton,35475000.0
255,m² land,10202990.161232704
255,kWh energy,14046754.229535716
256,m3_wood,2447808.0
256,kg_cotton,43477500.0
256,m² land,11174596.774769714
256,kWh energy,16970088.393514276
257,m3_wood,2104624.0
257,kg_cotton,50985000.0
257,m² land,11067852.23565273
257,kWh energy,19702056.807597738
258,m3_wood,2659744.0
258,kg_cotton,60060000.0
258,m² land,12177828.897471678
258,kWh energy,23019586.991078537
259,m3_wood,2275648.0
259,kg_cotton,69465000.0
259,m² land,10254205.581147168
259,kWh energy,26409030.37010032
260,m3_wood,2355632.0
260,kg_cotton,80025000.0
260,m² land,10206424.08985261
260,kWh energy,30221257.492466986
261,m3_wood,2332768.0
261,kg_cotton,89925000.0
261,m² land,10287966.692486234
261,kWh energy,33809510.47765489
262,m3_wood,1565584.0
262,kg_cotton,98505000.0
262,m² land,5300670.441517991
262,kWh energy,36955620.48651529
263,m3_wood,186976.0
263,kg_cotton,107250000.0
263,m² land,75056.421378692
263,kWh energy,40093842.60328244
264,m3_wood,300224.0
264,kg_cotton,114427500.0
264,m² land,48103.28412111613
264,kWh energy,42693976.80108817
265,m3_wood,267728.0
265,kg_cotton,121027500.0
265,m² land,231837.75367918622
265,kWh energy,45110488.080736056
266,m3_wood,35616.0
266,kg_cotton,126720000.0
266,m² land,11996.25096814256
266,kWh energy,47183962.109474204
267,m3_wood,44992.0
267,kg_cotton,130432500.0
267,m² land,13839.147947300498
267,kWh energy,48534632.493368946
268,m3_wood,12496.0
268,kg_cotton,131505000.0
268,m² land,7735.309065190821
268,kWh energy,48889716.807206035
269,m3_wood,16864.0
269,kg_cotton,132247500.0
269,m² land,5535.445391082607
269,kWh energy,49071835.36737443
270,m3_wood,11248.0
270,kg_cotton,134145000.0
270,m² land,1065.4221533694808
270,kWh energy,49691940.732492894
271,m3_wood,4992.0
271,kg_cotton,134887500.0
271,m² land,2841.8590239807963
271,kWh energy,49926602.380317725
272,m3_wood,0.0
272,kg_cotton,133897500.0
272,m² land,342.71107668474053
272,kWh energy,49535026.81105994
273,m3_wood,0.0
273,kg_cotton,132000000.0
273,m² land,4524.926413611466
273,kWh energy,48819613.0090812
274,m3_wood,0.0
274,kg_cotton,135712500.0
274,m² land,112.73026512607666
274,kWh energy,50172667.643894404
275,m3_wood,21872.0
275,kg_cotton,134392500.0
275,m² land,3646.9713400089686
275,kWh energy,49619744.085471645
276,m3_wood,27504.0
276,kg_cotton,136620000.0
276,m² land,255.24399690162656
276,kWh energy,50392027.99533494
277,m3_wood,624.0
277,kg_cotton,138022500.0
277,m² land,1948.050350962566
277,kWh energy,50842223.22429437
278,m3_wood,13120.0
278,kg_cotton,139590000.0
278,m² land,4712.347017768156
278,kWh energy,51415541.91203223
279,m3_wood,14992.0
279,kg_cotton,135960000.0
279,m² land,4870.8288148207885
279,kWh energy,50114659.407379806
280,m3_wood,11248.0
280,kg_cotton,137445000.0
280,m² land,5573.555383423703
280,kWh energy,50657079.4860244
281,m3_wood,11248.0
281,kg_cotton,138187500.0
281,m² land,5575.381962762481
281,kWh energy,50943680.95927578
282,m3_wood,10624.0
282,kg_cotton,138435000.0
282,m² land,5290.844306738962
282,kWh energy,51060560.28770949
283,m3_wood,16.0
283,kg_cotton,137857500.0
283,m² land,0.0
283,kWh energy,50880739.50114562
284,m3_wood,11248.0
284,kg_cotton,139342500.0
284,m² land,0.0
284,kWh energy,51435710.12249566
285,m3_wood,15616.0
285,kg_cotton,137775000.0
285,m² land,3589.326103784144
285,kWh energy,50918679.06407792
286,m3_wood,0.0
286,kg_cotton,136950000.0
286,m² land,0.0
286,kWh energy,50664209.70528491
287,m3_wood,0.0
287,kg_cotton,137362500.0
287,m² land,0.0
287,kWh energy,50845601.19342517
288,m3_wood,0.0
288,kg_cotton,137775000.0
288,m² land,0.0
288,kWh energy,51033582.28108294
289,m3_wood,47264.0
289,kg_cotton,136455000.0
289,m² land,6743.075880713761
289,kWh energy,50616758.65828825
290,m3_wood,164000.0
290,kg_cotton,135135000.0
290,m² land,101227.94732762918
290,kWh energy,50146000.50086926
291,m3_wood,640.0
291,kg_cotton,137115000.0
291,m² land,1369.0162664437241
291,kWh energy,50878513.78415562
292,m3_wood,10000.0
292,kg_cotton,139342500.0
292,m² land,1016.4290169402957
292,kWh energy,51707799.70944114
293,m3_wood,0.0
293,kg_cotton,140992500.0
293,m² land,0.0
293,kWh energy,52332129.00835583
294,m3_wood,0.0
294,kg_cotton,141487500.0
294,m² land,0.0
294,kWh energy,52510808.37573845
295,m3_wood,0.0
295,kg_cotton,141487500.0
295,m² land,0.0
295,kWh energy,52528184.29339653
296,m3_wood,83744.0
296,kg_cotton,140662500.0
296,m² land,38303.90395037129
296,kWh energy,52186065.321909234
297,m3_wood,15616.0
297,kg_cotton,138517500.0
297,m² land,10568.133230054222
297,kWh energy,51370274.368315734
298,m3_wood,8752.0
298,kg_cotton,139755000.0
298,m² land,8945.422153369482
298,kWh energy,51752688.04494833
299,m3_wood,19376.0
299,kg_cotton,137610000.0
299,m² land,9728.133230054222
299,kWh energy,50927391.91072751
300,m3_wood,0.0
300,kg_cotton,136537500.0
300,m² land,0.0
300,kWh energy,50491967.55826723
301,m3_wood,0.0
301,kg_cotton,129855000.0
301,m² land,0.0
301,kWh energy,48031761.15152762
302,m3_wood,14992.0
